IndividualID,SiteID,Country,Latitude,Longitude,Period,PhaseID,gaussianModelMu,gaussianModelSigma,YearBP,RiteID,Culture,Sex,DepositionType,Dismembered,Head,BodyPositioning,BurialSide,BurialOrientationMin,BurialOrientationMax,GraveGoods,Ochre,DepositionType_bog body,DepositionType_cenotaph,DepositionType_cremation,DepositionType_disarticulated,DepositionType_inhumation,DepositionType_inhumation: carbonized,BodyPositioning_crouched,BodyPositioning_extended,"BodyPositioning_extended, rhomboid",BodyPositioning_heap,BodyPositioning_inside a vessel,BodyPositioning_irregular,BodyPositioning_prone,BodyPositioning_scattered,BodyPositioning_sitting,BurialSide_back,BurialSide_back/left,BurialSide_back/right,BurialSide_bottom,BurialSide_front,BurialSide_front/left,BurialSide_front/right,BurialSide_left,BurialSide_left/back,BurialSide_left/front,BurialSide_right,BurialSide_right/back,BurialSide_right/front,CitationID,aDNAID,Num,ANCE1_v2,ANCE2_v2,ANCE3_v2,ANCE4_v2,ANCE5_v2,ANCE6_v2,ANCE7_v2,ANCE8_v2,ANCE9_v2,mobility_MDS_250y_retrospective,mobility_PCA_250y_retrospective,AncestryMatch_distance,MobilityMatch_distance,aDNACitationID,time_added,user_added,time_last_update,user_last_update
C00041,S10567,Slovakia,48.28,18.09,Neolithic,NITRHK1,7052,102,7052,R00041,Linearbandkeramik,0,inhumation,0,1,crouched,left/back,158,,,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,pavúk1972a,,14,0.0005455,0.01482775,0.00252425,0.09702275,0.00479325,0.82937325,1e-05,0.04803575,0.0028675,156.25,360.75,182.364451666561,91.7860677232504,,2024-04-25T02:08:01Z,robert@localhost,2024-04-26T04:59:08Z,Rscripts@localhost
C00042,S10567,Slovakia,48.28,18.09,Neolithic,NITRHK1,7052,102,7052,R00042,Linearbandkeramik,0.5,inhumation,0,1,crouched,left,149,,,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,pavúk1972a,I16242,3099,0.0005455,0.01482775,0.00252425,0.09702275,0.00479325,0.82937325,1e-05,0.04803575,0.0028675,156.25,360.75,182.364451666561,91.7860677232504,gelab2023a,2024-04-25T02:08:01Z,robert@localhost,2024-04-26T04:59:08Z,Rscripts@localhost
C00043,S10567,Slovakia,48.28,18.09,Neolithic,NITRHK1,7052,102,7052,R00043,Linearbandkeramik,0,inhumation,0,1,crouched,right,137,,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,pavúk1972a,,15,0.0005455,0.01482775,0.00252425,0.09702275,0.00479325,0.82937325,1e-05,0.04803575,0.0028675,156.25,360.75,182.364451666561,91.7860677232504,,2024-04-25T02:08:01Z,robert@localhost,2024-04-25T02:08:01Z,robert@localhost
C00044,S10567,Slovakia,48.28,18.09,Neolithic,NITRHK1,7052,102,7052,R00044,Linearbandkeramik,0,inhumation,0,1,crouched,left,145,,,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,pavúk1972a,I16013,3078,0.0005455,0.01482775,0.00252425,0.09702275,0.00479325,0.82937325,1e-05,0.04803575,0.0028675,156.25,360.75,182.364451666561,91.7860677232504,gelab2023a,2024-04-25T02:08:01Z,robert@localhost,2024-04-26T04:59:08Z,Rscripts@localhost
C00045,S10567,Slovakia,48.28,18.09,Neolithic,NITRHK1,7052,102,7052,R00045,Linearbandkeramik,1,inhumation,0,1,crouched,right,160,,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,pavúk1972a,I14600,3043,0.0005455,0.01482775,0.00252425,0.09702275,0.00479325,0.82937325,1e-05,0.04803575,0.0028675,156.25,360.75,182.364451666561,91.7860677232504,gelab2023a,2024-04-25T02:08:01Z,robert@localhost,2024-04-25T02:08:01Z,robert@localhost
C00046,S10567,Slovakia,48.28,18.09,Neolithic,NITRHK1,7052,102,7052,R00046,Linearbandkeramik,0.5,inhumation,,,crouched,,90,180,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,pavúk1972a,,16,0.0005455,0.01482775,0.00252425,0.09702275,0.00479325,0.82937325,1e-05,0.04803575,0.0028675,156.25,360.75,182.364451666561,91.7860677232504,,2024-04-25T02:08:01Z,robert@localhost,2024-04-25T02:08:01Z,robert@localhost
C00047,S10567,Slovakia,48.28,18.09,Neolithic,NITRHK1,7052,102,7052,R00047,Linearbandkeramik,0.5,inhumation,0,1,crouched,left,117,,,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,pavúk1972a,I16240,3097,0.0005455,0.01482775,0.00252425,0.09702275,0.00479325,0.82937325,1e-05,0.04803575,0.0028675,156.25,360.75,182.364451666561,91.7860677232504,gelab2023a,2024-04-25T02:08:01Z,robert@localhost,2024-04-26T04:59:08Z,Rscripts@localhost
C00048,S10567,Slovakia,48.28,18.09,Neolithic,NITRHK1,7052,102,7052,R00048,Linearbandkeramik,0,inhumation,0,1,crouched,left,89,,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,pavúk1972a,I11873,2984,0.0005455,0.01482775,0.00252425,0.09702275,0.00479325,0.82937325,1e-05,0.04803575,0.0028675,156.25,360.75,182.364451666561,91.7860677232504,gelab2023a,2024-04-25T02:08:01Z,robert@localhost,2024-04-25T02:08:01Z,robert@localhost
C00049,S10567,Slovakia,48.28,18.09,Neolithic,NITRHK1,7052,102,7052,R00049,Linearbandkeramik,0.5,inhumation,0,1,crouched,left,89,,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,pavúk1972a,I16007,3072,0.0005455,0.01482775,0.00252425,0.09702275,0.00479325,0.82937325,1e-05,0.04803575,0.0028675,156.25,360.75,182.364451666561,91.7860677232504,gelab2023a,2024-04-25T02:08:01Z,robert@localhost,2024-04-25T02:08:01Z,robert@localhost
C00050,S10567,Slovakia,48.28,18.09,Neolithic,NITRHK1,7052,102,7052,R00050,Linearbandkeramik,0.5,inhumation,0,1,crouched,left,89,,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,pavúk1972a,I14178,3026,0.0005455,0.01482775,0.00252425,0.09702275,0.00479325,0.82937325,1e-05,0.04803575,0.0028675,156.25,360.75,182.364451666561,91.7860677232504,gelab2023a,2024-04-25T02:08:01Z,robert@localhost,2024-04-25T02:08:01Z,robert@localhost
C00051,S10567,Slovakia,48.28,18.09,Neolithic,NITRHK1,7052,102,7052,R00051,Linearbandkeramik,0.5,inhumation,,,crouched,left,45,135,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,pavúk1972a,,17,0.0005455,0.01482775,0.00252425,0.09702275,0.00479325,0.82937325,1e-05,0.04803575,0.0028675,156.25,360.75,182.364451666561,91.7860677232504,,2024-04-25T02:08:01Z,robert@localhost,2024-04-25T02:08:01Z,robert@localhost
C00052,S10567,Slovakia,48.28,18.09,Neolithic,NITRHK1,7052,102,7052,R00052,Linearbandkeramik,1,inhumation,0,1,crouched,left/back,174,,,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,pavúk1972a,I25175,3209,0.0005455,0.01482775,0.00252425,0.09702275,0.00479325,0.82937325,1e-05,0.04803575,0.0028675,156.25,360.75,182.364451666561,91.7860677232504,gelab2023a,2024-04-25T02:08:01Z,robert@localhost,2024-04-26T04:59:08Z,Rscripts@localhost
C00053,S10567,Slovakia,48.28,18.09,Neolithic,NITRHK1,7052,102,7052,R00053,Linearbandkeramik,1,inhumation,0,1,crouched,left,227,,,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,pavúk1972a,I25176,3210,0.0005455,0.01482775,0.00252425,0.09702275,0.00479325,0.82937325,1e-05,0.04803575,0.0028675,156.25,360.75,182.364451666561,91.7860677232504,gelab2023a,2024-04-25T02:08:01Z,robert@localhost,2024-04-26T04:59:08Z,Rscripts@localhost
C00054,S10567,Slovakia,48.28,18.09,Neolithic,NITRHK1,7052,102,7052,R00054,Linearbandkeramik,0.5,inhumation,0,1,crouched,left,97,,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,pavúk1972a,I16011,3076,0.0005455,0.01482775,0.00252425,0.09702275,0.00479325,0.82937325,1e-05,0.04803575,0.0028675,156.25,360.75,182.364451666561,91.7860677232504,gelab2023a,2024-04-25T02:08:01Z,robert@localhost,2024-04-25T02:08:01Z,robert@localhost
C00055,S10567,Slovakia,48.28,18.09,Neolithic,NITRHK1,7052,102,7052,R00055,Linearbandkeramik,0.5,inhumation,0,1,crouched,left,159,,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,pavúk1972a,I14182,3030,0.0005455,0.01482775,0.00252425,0.09702275,0.00479325,0.82937325,1e-05,0.04803575,0.0028675,156.25,360.75,182.364451666561,91.7860677232504,gelab2023a,2024-04-25T02:08:01Z,robert@localhost,2024-04-25T02:08:01Z,robert@localhost
C00056,S10567,Slovakia,48.28,18.09,Neolithic,NITRHK1,7052,102,7052,R00056,Linearbandkeramik,0,inhumation,0,1,crouched,left,118,,,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,pavúk1972a,I11866,2982,0.0005455,0.01482775,0.00252425,0.09702275,0.00479325,0.82937325,1e-05,0.04803575,0.0028675,156.25,360.75,182.364451666561,91.7860677232504,gelab2023a,2024-04-25T02:08:01Z,robert@localhost,2024-04-26T04:59:08Z,Rscripts@localhost
C00057,S10567,Slovakia,48.28,18.09,Neolithic,NITRHK1,7052,102,7052,R00057,Linearbandkeramik,1,inhumation,0,1,crouched,left,136,,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,pavúk1972a,,18,0.0005455,0.01482775,0.00252425,0.09702275,0.00479325,0.82937325,1e-05,0.04803575,0.0028675,156.25,360.75,182.364451666561,91.7860677232504,,2024-04-25T02:08:01Z,robert@localhost,2024-04-25T02:08:01Z,robert@localhost
C00058,S10567,Slovakia,48.28,18.09,Neolithic,NITRHK1,7052,102,7052,R00058,Linearbandkeramik,0,inhumation,0,1,crouched,back,158,,,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,pavúk1972a,,19,0.0005455,0.01482775,0.00252425,0.09702275,0.00479325,0.82937325,1e-05,0.04803575,0.0028675,156.25,360.75,182.364451666561,91.7860677232504,,2024-04-25T02:08:01Z,robert@localhost,2024-04-26T04:59:08Z,Rscripts@localhost
C00059,S10567,Slovakia,48.28,18.09,Neolithic,NITRHK1,7052,102,7052,R00059,Linearbandkeramik,0,inhumation,0,1,crouched,left,90,,,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,pavúk1972a,I16016,3081,0.0005455,0.01482775,0.00252425,0.09702275,0.00479325,0.82937325,1e-05,0.04803575,0.0028675,156.25,360.75,182.364451666561,91.7860677232504,gelab2023a,2024-04-25T02:08:01Z,robert@localhost,2024-04-26T04:59:08Z,Rscripts@localhost
C00060,S10567,Slovakia,48.28,18.09,Neolithic,NITRHK1,7052,102,7052,R00060,Linearbandkeramik,0.5,inhumation,,1,,left,90,180,0,0,0,0,0,0,1,0,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,pavúk1972a,,20,0.0005455,0.01482775,0.00252425,0.09702275,0.00479325,0.82937325,1e-05,0.04803575,0.0028675,156.25,360.75,182.364451666561,91.7860677232504,,2024-04-25T02:08:01Z,robert@localhost,2024-04-25T02:08:01Z,robert@localhost
C00061,S10567,Slovakia,48.28,18.09,Neolithic,NITRHK1,7052,102,7052,R00061,Linearbandkeramik,1,inhumation,0,1,crouched,left/front,145,,,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,pavúk1972a,,21,0.0005455,0.01482775,0.00252425,0.09702275,0.00479325,0.82937325,1e-05,0.04803575,0.0028675,156.25,360.75,182.364451666561,91.7860677232504,,2024-04-25T02:08:01Z,robert@localhost,2024-04-26T04:59:08Z,Rscripts@localhost
C00062,S10567,Slovakia,48.28,18.09,Neolithic,NITRHK1,7052,102,7052,R00062,Linearbandkeramik,0,inhumation,0,1,crouched,left,156,,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,pavúk1972a,I14180,3028,0.0005455,0.01482775,0.00252425,0.09702275,0.00479325,0.82937325,1e-05,0.04803575,0.0028675,156.25,360.75,182.364451666561,91.7860677232504,gelab2023a,2024-04-25T02:08:01Z,robert@localhost,2024-04-25T02:08:01Z,robert@localhost
C00063,S10567,Slovakia,48.28,18.09,Neolithic,NITRHK1,7052,102,7052,R00063,Linearbandkeramik,0,inhumation,0,1,crouched,left,151,,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,pavúk1972a,,22,0.0005455,0.01482775,0.00252425,0.09702275,0.00479325,0.82937325,1e-05,0.04803575,0.0028675,156.25,360.75,182.364451666561,91.7860677232504,,2024-04-25T02:08:01Z,robert@localhost,2024-04-25T02:08:01Z,robert@localhost
C00064,S10567,Slovakia,48.28,18.09,Neolithic,NITRHK1,7052,102,7052,R00064,Linearbandkeramik,0,inhumation,0,1,crouched,left,139,,,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,pavúk1972a,,23,0.0005455,0.01482775,0.00252425,0.09702275,0.00479325,0.82937325,1e-05,0.04803575,0.0028675,156.25,360.75,182.364451666561,91.7860677232504,,2024-04-25T02:08:01Z,robert@localhost,2024-04-26T04:59:08Z,Rscripts@localhost
C00065,S10567,Slovakia,48.28,18.09,Neolithic,NITRHK1,7052,102,7052,R00065,Linearbandkeramik,1,inhumation,0,1,crouched,left/back,139,,,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,pavúk1972a,,24,0.0005455,0.01482775,0.00252425,0.09702275,0.00479325,0.82937325,1e-05,0.04803575,0.0028675,156.25,360.75,182.364451666561,91.7860677232504,,2024-04-25T02:08:01Z,robert@localhost,2024-04-26T04:59:08Z,Rscripts@localhost
C00066,S10567,Slovakia,48.28,18.09,Neolithic,NITRHK1,7052,102,7052,R00066,Linearbandkeramik,1,inhumation,0,1,crouched,left,162,,,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,pavúk1972a,I16015,3080,0.0005455,0.01482775,0.00252425,0.09702275,0.00479325,0.82937325,1e-05,0.04803575,0.0028675,156.25,360.75,182.364451666561,91.7860677232504,gelab2023a,2024-04-25T02:08:01Z,robert@localhost,2024-04-26T04:59:08Z,Rscripts@localhost
C00067,S10567,Slovakia,48.28,18.09,Neolithic,NITRHK1,7052,102,7052,R00067,Linearbandkeramik,0.5,inhumation,0,1,crouched,left,168,,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,pavúk1972a,I14177,3025,0.0005455,0.01482775,0.00252425,0.09702275,0.00479325,0.82937325,1e-05,0.04803575,0.0028675,156.25,360.75,182.364451666561,91.7860677232504,gelab2023a,2024-04-25T02:08:01Z,robert@localhost,2024-04-25T02:08:01Z,robert@localhost
C00068,S10567,Slovakia,48.28,18.09,Neolithic,NITRHK1,7052,102,7052,R00068,Linearbandkeramik,0.5,inhumation,,,,,,,,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,pavúk1972a,I17341,3130,0.0005455,0.01482775,0.00252425,0.09702275,0.00479325,0.82937325,1e-05,0.04803575,0.0028675,156.25,360.75,182.364451666561,91.7860677232504,gelab2023a,2024-04-25T02:08:01Z,robert@localhost,2024-04-26T04:59:08Z,Rscripts@localhost
C00069,S10567,Slovakia,48.28,18.09,Neolithic,NITRHK1,7052,102,7052,R00069,Linearbandkeramik,0.25,inhumation,0,1,crouched,left/front,109,,,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,pavúk1972a,,25,0.0005455,0.01482775,0.00252425,0.09702275,0.00479325,0.82937325,1e-05,0.04803575,0.0028675,156.25,360.75,182.364451666561,91.7860677232504,,2024-04-25T02:08:01Z,robert@localhost,2024-04-26T04:59:08Z,Rscripts@localhost
C00070,S10567,Slovakia,48.28,18.09,Neolithic,NITRHK1,7052,102,7052,R00070,Linearbandkeramik,1,inhumation,,1,crouched,front/left,45,135,,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,pavúk1972a,I18105,3147,0.0005455,0.01482775,0.00252425,0.09702275,0.00479325,0.82937325,1e-05,0.04803575,0.0028675,156.25,360.75,182.364451666561,91.7860677232504,gelab2023a,2024-04-25T02:08:01Z,robert@localhost,2024-04-26T04:59:08Z,Rscripts@localhost
C00071,S10567,Slovakia,48.28,18.09,Neolithic,NITRHK1,7052,102,7052,R00071,Linearbandkeramik,0.5,inhumation,0,1,crouched,right,169,,,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,pavúk1972a,I16010,3075,0.0005455,0.01482775,0.00252425,0.09702275,0.00479325,0.82937325,1e-05,0.04803575,0.0028675,156.25,360.75,182.364451666561,91.7860677232504,gelab2023a,2024-04-25T02:08:01Z,robert@localhost,2024-04-26T04:59:08Z,Rscripts@localhost
C00072,S10567,Slovakia,48.28,18.09,Neolithic,NITRHK1,7052,102,7052,R00072,Linearbandkeramik,0,inhumation,0,1,crouched,left/back,169,,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,pavúk1972a,,26,0.0005455,0.01482775,0.00252425,0.09702275,0.00479325,0.82937325,1e-05,0.04803575,0.0028675,156.25,360.75,182.364451666561,91.7860677232504,,2024-04-25T02:08:01Z,robert@localhost,2024-04-25T02:08:01Z,robert@localhost
C00073,S10567,Slovakia,48.28,18.09,Neolithic,NITRHK1,7052,102,7052,R00073,Linearbandkeramik,0.5,inhumation,0,1,crouched,left,166,,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,pavúk1972a,I14183,3031,0.0005455,0.01482775,0.00252425,0.09702275,0.00479325,0.82937325,1e-05,0.04803575,0.0028675,156.25,360.75,182.364451666561,91.7860677232504,gelab2023a,2024-04-25T02:08:01Z,robert@localhost,2024-04-25T02:08:01Z,robert@localhost
C00074,S10567,Slovakia,48.28,18.09,Neolithic,NITRHK1,7052,102,7052,R00074,Linearbandkeramik,0.5,inhumation,0,1,crouched,left,90,180,,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,pavúk1972a,I14181,3029,0.0005455,0.01482775,0.00252425,0.09702275,0.00479325,0.82937325,1e-05,0.04803575,0.0028675,156.25,360.75,182.364451666561,91.7860677232504,gelab2023a,2024-04-25T02:08:01Z,robert@localhost,2024-04-26T04:59:08Z,Rscripts@localhost
C00075,S10567,Slovakia,48.28,18.09,Neolithic,NITRHK1,7052,102,7052,R00075,Linearbandkeramik,1,inhumation,0,1,crouched,left,171,,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,pavúk1972a,,27,0.0005455,0.01482775,0.00252425,0.09702275,0.00479325,0.82937325,1e-05,0.04803575,0.0028675,156.25,360.75,182.364451666561,91.7860677232504,,2024-04-25T02:08:01Z,robert@localhost,2024-04-25T02:08:01Z,robert@localhost
C00076,S10567,Slovakia,48.28,18.09,Neolithic,NITRHK1,7052,102,7052,R00076,Linearbandkeramik,0,inhumation,0,1,crouched,left,143,,,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,pavúk1972a,I17343,3131,0.0005455,0.01482775,0.00252425,0.09702275,0.00479325,0.82937325,1e-05,0.04803575,0.0028675,156.25,360.75,182.364451666561,91.7860677232504,gelab2023a,2024-04-25T02:08:01Z,robert@localhost,2024-04-26T04:59:08Z,Rscripts@localhost
C00077,S10568,Slovakia,48.77,22.006,Eneolithic,SEBA1,6200,236,6200,R00077,Lažňany,0.5,inhumation,,,,,45,135,,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,šiška1972a,,28,0.003576,0.009987,0.00567266666666667,0.13282,0.00323266666666667,0.801471666666667,1e-05,0.042732,0.000497333333333333,349.75,329.25,263.628915380442,121.601599674152,,2024-04-25T02:08:01Z,robert@localhost,2024-04-26T04:59:08Z,Rscripts@localhost
C00078,S10568,Slovakia,48.77,22.006,Eneolithic,SEBA1,6200,236,6200,R00078,Lažňany,0.5,inhumation,,,,,,,,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,šiška1972a,,29,0.003576,0.009987,0.00567266666666667,0.13282,0.00323266666666667,0.801471666666667,1e-05,0.042732,0.000497333333333333,349.75,329.25,263.628915380442,121.601599674152,,2024-04-25T02:08:01Z,robert@localhost,2024-04-26T04:59:08Z,Rscripts@localhost
C00079,S10568,Slovakia,48.77,22.006,Eneolithic,SEBA1,6200,236,6200,R00079,Lažňany,0.5,cremation,,,,,,,,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,šiška1972a,,30,0.003576,0.009987,0.00567266666666667,0.13282,0.00323266666666667,0.801471666666667,1e-05,0.042732,0.000497333333333333,349.75,329.25,263.628915380442,121.601599674152,,2024-04-25T02:08:01Z,robert@localhost,2024-04-26T04:59:08Z,Rscripts@localhost
C00080,S10568,Slovakia,48.77,22.006,Eneolithic,SEBA1,6200,236,6200,R00080,Lažňany,0.5,inhumation,,,crouched,right,45,135,,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,šiška1972a,,31,0.003576,0.009987,0.00567266666666667,0.13282,0.00323266666666667,0.801471666666667,1e-05,0.042732,0.000497333333333333,349.75,329.25,263.628915380442,121.601599674152,,2024-04-25T02:08:01Z,robert@localhost,2024-04-26T04:59:08Z,Rscripts@localhost
C00081,S10568,Slovakia,48.77,22.006,Eneolithic,SEBA1,6200,236,6200,R00081,Lažňany,0.5,inhumation,,,crouched,,45,135,,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,šiška1972a,,32,0.003576,0.009987,0.00567266666666667,0.13282,0.00323266666666667,0.801471666666667,1e-05,0.042732,0.000497333333333333,349.75,329.25,263.628915380442,121.601599674152,,2024-04-25T02:08:01Z,robert@localhost,2024-04-26T04:59:08Z,Rscripts@localhost
C00082,S10568,Slovakia,48.77,22.006,Eneolithic,SEBA1,6200,236,6200,R00082,Lažňany,0.5,inhumation,,1,crouched,,45,135,,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,šiška1972a,,33,0.003576,0.009987,0.00567266666666667,0.13282,0.00323266666666667,0.801471666666667,1e-05,0.042732,0.000497333333333333,349.75,329.25,263.628915380442,121.601599674152,,2024-04-25T02:08:01Z,robert@localhost,2024-04-26T04:59:08Z,Rscripts@localhost
C00083,S10568,Slovakia,48.77,22.006,Eneolithic,SEBA1,6200,236,6200,R00083,Lažňany,0.5,inhumation,,1,crouched,left,45,135,,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,šiška1972a,,34,0.003576,0.009987,0.00567266666666667,0.13282,0.00323266666666667,0.801471666666667,1e-05,0.042732,0.000497333333333333,349.75,329.25,263.628915380442,121.601599674152,,2024-04-25T02:08:01Z,robert@localhost,2024-04-26T04:59:08Z,Rscripts@localhost
C00084,S10568,Slovakia,48.77,22.006,Eneolithic,SEBA1,6200,236,6200,R00084,Lažňany,0.5,cremation,,,,,45,135,,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,šiška1972a,,35,0.003576,0.009987,0.00567266666666667,0.13282,0.00323266666666667,0.801471666666667,1e-05,0.042732,0.000497333333333333,349.75,329.25,263.628915380442,121.601599674152,,2024-04-25T02:08:01Z,robert@localhost,2024-04-26T04:59:08Z,Rscripts@localhost
C00085,S10568,Slovakia,48.77,22.006,Eneolithic,SEBA1,6200,236,6200,R00085,Lažňany,0.5,inhumation,,,,,,,,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,šiška1972a,,36,0.003576,0.009987,0.00567266666666667,0.13282,0.00323266666666667,0.801471666666667,1e-05,0.042732,0.000497333333333333,349.75,329.25,263.628915380442,121.601599674152,,2024-04-25T02:08:01Z,robert@localhost,2024-04-26T04:59:08Z,Rscripts@localhost
C00086,S10568,Slovakia,48.77,22.006,Eneolithic,SEBA1,6200,236,6200,R00086,Lažňany,0.5,cremation,,,,,,,,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,šiška1972a,,37,0.003576,0.009987,0.00567266666666667,0.13282,0.00323266666666667,0.801471666666667,1e-05,0.042732,0.000497333333333333,349.75,329.25,263.628915380442,121.601599674152,,2024-04-25T02:08:01Z,robert@localhost,2024-04-26T04:59:08Z,Rscripts@localhost
C00087,S10568,Slovakia,48.77,22.006,Eneolithic,SEBA1,6200,236,6200,R00087,Lažňany,0.5,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,šiška1972a,,38,0.003576,0.009987,0.00567266666666667,0.13282,0.00323266666666667,0.801471666666667,1e-05,0.042732,0.000497333333333333,349.75,329.25,263.628915380442,121.601599674152,,2024-04-25T02:08:01Z,robert@localhost,2024-04-26T04:59:08Z,Rscripts@localhost
C00088,S10568,Slovakia,48.77,22.006,Eneolithic,SEBA1,6200,236,6200,R00088,Lažňany,0.5,,,,crouched,left,45,135,,0,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,šiška1972a,,39,0.003576,0.009987,0.00567266666666667,0.13282,0.00323266666666667,0.801471666666667,1e-05,0.042732,0.000497333333333333,349.75,329.25,263.628915380442,121.601599674152,,2024-04-25T02:08:01Z,robert@localhost,2024-04-26T04:59:08Z,Rscripts@localhost
C00089,S10568,Slovakia,48.77,22.006,Eneolithic,SEBA1,6200,236,6200,R00089,Lažňany,0.5,cremation,,,inside a vessel,,,,,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,šiška1972a,,40,0.003576,0.009987,0.00567266666666667,0.13282,0.00323266666666667,0.801471666666667,1e-05,0.042732,0.000497333333333333,349.75,329.25,263.628915380442,121.601599674152,,2024-04-25T02:08:01Z,robert@localhost,2024-04-26T04:59:08Z,Rscripts@localhost
