"SiteID","Latitude","Longitude","PhaseID","gaussianModelMu","gaussianModelSigma","aDNAID","aDNACitationID","DepositionType","RiteID","IndividualID","Dismembered","Head","BodyPositioning","BurialSide","BurialOrientationMin","BurialOrientationMax","GraveGoods","Ochre","CitationID","time_added","user_added","time_last_update","user_last_update"
"S10195","47.954","35.389","VILN3","7119","183",\N,\N,"inhumation","R01031","C03976",\N,"1","extended","back","180",\N,"0",\N,"teleg1987a","2024-05-30 17:47:41","robert@localhost","2024-06-03 22:34:17","robert@localhost"
"S10195","47.954","35.389","VILN3","7119","183",\N,\N,"inhumation","R01032","C03977","1","1",\N,\N,\N,\N,"0",\N,"teleg1987a","2024-05-30 17:47:41","robert@localhost","2024-05-30 17:47:41","robert@localhost"
"S10195","47.954","35.389","VILN3","7119","183",\N,\N,"inhumation","R01033","C03978",\N,"1","extended","back","0",\N,"0",\N,"teleg1987a","2024-05-30 17:47:41","robert@localhost","2024-06-03 22:34:17","robert@localhost"
"S10195","47.954","35.389","VILN3","7119","183","NEO300","allen2022a","inhumation","R01034","C03979","0","1","extended","back","0",\N,"0",\N,"teleg1987a","2024-05-30 17:47:41","robert@localhost","2024-06-03 22:34:18","robert@localhost"
"S10195","47.954","35.389","VILN1","7446","77","NEO301","allen2022a","inhumation","R01035","C03980","0","1","extended","back","205",\N,"1","1","teleg1987a","2024-05-30 17:47:41","robert@localhost","2024-06-03 22:34:18","robert@localhost"
"S10195","47.954","35.389","VILN1","7446","77","NEO302","allen2022a","inhumation","R01036","C03981","0","1","extended","back","20",\N,"1","1","teleg1987a","2024-05-30 17:47:41","robert@localhost","2024-06-03 22:34:18","robert@localhost"
"S10195","47.954","35.389","VILN1","7446","77","I5869","mathi2018a","inhumation","R01037","C03982","0","1","extended","back","20",\N,"1",\N,"teleg1987a","2024-05-30 17:47:41","robert@localhost","2024-06-03 22:34:19","robert@localhost"
"S10195","47.954","35.389","VILN1","7446","77","I3715","mathi2018a","inhumation","R01038","C03983","0","1","extended","back","20",\N,"1",\N,"teleg1987a","2024-05-30 17:47:41","robert@localhost","2024-06-03 22:34:19","robert@localhost"
"S10195","47.954","35.389","VILN2","7430","86","NEO304","allen2022a","inhumation","R01039","C03984","0","1","extended","back","0",\N,"1",\N,"teleg1987a","2024-05-30 17:47:41","robert@localhost","2024-06-03 22:34:19","robert@localhost"
"S10195","47.954","35.389","VILN2","7430","86",\N,\N,"inhumation","R01040","C03985","1","1",\N,\N,\N,\N,"0",\N,"teleg1987a","2024-05-30 17:47:41","robert@localhost","2024-05-30 17:47:41","robert@localhost"
"S10195","47.954","35.389","VILN2","7430","86",\N,\N,"inhumation","R01041","C03986",\N,"0",\N,\N,"0",\N,"0","1","teleg1987a","2024-05-30 17:47:41","robert@localhost","2024-05-30 17:47:41","robert@localhost"
"S10195","47.954","35.389","VILN2","7430","86",\N,\N,"inhumation","R01042","C03987","0","1","extended","back","0",\N,"1",\N,"teleg1987a","2024-05-30 17:47:41","robert@localhost","2024-06-03 22:34:20","robert@localhost"
"S10195","47.954","35.389","VILN2","7430","86",\N,\N,"inhumation","R01043","C03988",\N,\N,\N,\N,\N,\N,"0",\N,"teleg1987a","2024-05-30 17:47:41","robert@localhost","2024-05-30 17:47:41","robert@localhost"
"S10195","47.954","35.389","VILN1","7446","77","I6133","mathi2018a","inhumation","R01044","C03989","0","1","extended","back","210",\N,"1",\N,"teleg1987a","2024-05-30 17:47:41","robert@localhost","2024-06-03 22:34:09","robert@localhost"
"S10195","47.954","35.389","VILN1","7446","77",\N,\N,"inhumation","R01045","C03990",\N,\N,\N,\N,\N,\N,"0",\N,"teleg1987a","2024-05-30 17:47:41","robert@localhost","2024-05-30 17:47:41","robert@localhost"
"S10195","47.954","35.389","VILN2","7430","86","I5873","mathi2018a","inhumation","R01046","C03991","0","1","extended","back","315","45","1","1","teleg1987a","2024-05-30 17:47:41","robert@localhost","2024-06-03 22:34:09","robert@localhost"
"S10195","47.954","35.389","VILN1","7446","77",\N,\N,"inhumation","R01047","C03992","0","1","extended","back","190",\N,"1","1","teleg1987a","2024-05-30 17:47:41","robert@localhost","2024-06-03 22:34:10","robert@localhost"
"S10195","47.954","35.389","VILN1","7446","77",\N,\N,"inhumation","R01048","C03993","0","1","extended","back","190",\N,"1","1","teleg1987a","2024-05-30 17:47:41","robert@localhost","2024-06-03 22:34:10","robert@localhost"
"S10195","47.954","35.389","VILN1","7446","77",\N,\N,"inhumation","R01049","C03994","0","1","extended","back",\N,\N,\N,\N,"teleg1987a","2024-05-30 17:47:41","robert@localhost","2024-06-03 22:34:10","robert@localhost"
"S10195","47.954","35.389","VILN1","7446","77",\N,\N,"inhumation","R01050","C03995","0","1","extended","back","20",\N,"1",\N,"teleg1987a","2024-05-30 17:47:41","robert@localhost","2024-06-03 22:34:11","robert@localhost"
"S10195","47.954","35.389","VILN2","7430","86",\N,\N,"inhumation","R01051","C03996","0","1","extended","back","0",\N,"1","1","teleg1987a","2024-05-30 17:47:41","robert@localhost","2024-06-03 22:34:11","robert@localhost"
"S10195","47.954","35.389","VILN2","7430","86",\N,\N,"inhumation","R01052","C03997","1","1",\N,\N,\N,\N,"0",\N,"teleg1987a","2024-05-30 17:47:41","robert@localhost","2024-05-30 17:47:41","robert@localhost"
"S10195","47.954","35.389","VILN2","7430","86",\N,\N,"inhumation","R01053","C03998","1","1",\N,\N,\N,\N,"0",\N,"teleg1987a","2024-05-30 17:47:41","robert@localhost","2024-05-30 17:47:41","robert@localhost"
"S10195","47.954","35.389","VILN2","7430","86",\N,\N,"inhumation","R01054","C03999","1","1",\N,\N,\N,\N,"0",\N,"teleg1987a","2024-05-30 17:47:41","robert@localhost","2024-05-30 17:47:41","robert@localhost"
"S10195","47.954","35.389","VILN2","7430","86",\N,\N,"inhumation","R01055","C04000","1","1",\N,\N,\N,\N,"0",\N,"teleg1987a","2024-05-30 17:47:41","robert@localhost","2024-05-30 17:47:41","robert@localhost"
"S10195","47.954","35.389","VILN1","7446","77",\N,\N,"inhumation","R01056","C04001","0","1","extended","back","40",\N,"1","1","teleg1987a","2024-05-30 17:47:41","robert@localhost","2024-06-03 22:34:11","robert@localhost"
"S10195","47.954","35.389","VILN1","7446","77",\N,\N,"inhumation","R01057","C04002","0","1","extended","back","20",\N,"1","1","teleg1987a","2024-05-30 17:47:41","robert@localhost","2024-06-03 22:34:14","robert@localhost"
"S10195","47.954","35.389","VILN1","7446","77",\N,\N,"inhumation","R01058","C04003","0","1","extended","back",\N,\N,"1",\N,"teleg1987a","2024-05-30 17:47:41","robert@localhost","2024-06-03 22:34:14","robert@localhost"
"S10195","47.954","35.389","VILN1","7446","77","I5870","mathi2018a","inhumation","R01059","C04004","0","1","extended","back","0",\N,"1",\N,"teleg1987a","2024-05-30 17:47:41","robert@localhost","2024-06-03 22:34:13","robert@localhost"
"S10195","47.954","35.389","VILN1","7446","77",\N,\N,"inhumation","R01060","C04005","0","1","extended","back","180",\N,"1",\N,"teleg1987a","2024-05-30 17:47:41","robert@localhost","2024-06-03 22:33:59","robert@localhost"
"S10195","47.954","35.389","VILN3","7119","183",\N,\N,"inhumation","R01061","C04006","0","1","extended","back","170",\N,"0",\N,"teleg1987a","2024-05-30 17:47:41","robert@localhost","2024-06-03 22:33:59","robert@localhost"
"S10195","47.954","35.389","VILN3","7119","183",\N,\N,"inhumation","R01062","C04007","0","1","extended","back","180",\N,"0",\N,"teleg1987a","2024-05-30 17:47:41","robert@localhost","2024-06-03 22:33:59","robert@localhost"
"S10195","47.954","35.389","VILN3","7119","183",\N,\N,"inhumation","R01063","C04008","1","1",\N,\N,\N,\N,"0",\N,"teleg1987a","2024-05-30 17:47:41","robert@localhost","2024-05-30 17:47:41","robert@localhost"
"S10195","47.954","35.389","VILN3","7119","183",\N,\N,"inhumation","R01064","C04009","1","1",\N,\N,"180",\N,"0",\N,"teleg1987a","2024-05-30 17:47:41","robert@localhost","2024-05-30 17:47:41","robert@localhost"
"S10195","47.954","35.389","VILN1","7446","77",\N,\N,"inhumation","R01065","C04010","0","1","extended","back","180",\N,"0","1","teleg1987a","2024-05-30 17:47:41","robert@localhost","2024-06-03 22:34:00","robert@localhost"
"S10195","47.954","35.389","VILN1","7446","77","I3716","mathi2018a","inhumation","R01066","C04011","0","1","extended","back","180",\N,"0","1","teleg1987a","2024-05-30 17:47:41","robert@localhost","2024-06-03 22:34:00","robert@localhost"
"S10195","47.954","35.389","VILN1","7446","77","I5872","mathi2018a","inhumation","R01067","C04012","0","1","extended","back","180",\N,"0","1","teleg1987a","2024-05-30 17:47:41","robert@localhost","2024-06-03 22:34:00","robert@localhost"
"S10195","47.954","35.389","VILN2","7430","86","I5868","mathi2018a","inhumation","R01068","C04014","0","1","extended","back","0",\N,"1","1","teleg1987a","2024-05-30 17:47:41","robert@localhost","2024-06-03 22:34:01","robert@localhost"
"S10195","47.954","35.389","VILN2","7430","86",\N,\N,"inhumation","R01069","C04015","1","1",\N,\N,\N,\N,"0",\N,"teleg1987a","2024-05-30 17:47:41","robert@localhost","2024-05-30 17:47:41","robert@localhost"
"S10195","47.954","35.389","VILN2","7430","86","I3714","mathi2018a","inhumation","R01070","C04016","0","1","extended","back","0",\N,"1","1","teleg1987a","2024-05-30 17:47:41","robert@localhost","2024-06-03 22:34:01","robert@localhost"
"S10195","47.954","35.389","VILN1","7446","77",\N,\N,"inhumation","R01071","C04017","1",\N,\N,\N,"190",\N,"1",\N,"teleg1987a","2024-05-30 17:47:41","robert@localhost","2024-05-30 17:47:41","robert@localhost"
"S10195","47.954","35.389","VILN1","7446","77",\N,\N,"inhumation","R01072","C04018","0","1","extended","back","1",\N,"1",\N,"teleg1987a","2024-05-30 17:47:41","robert@localhost","2024-06-03 22:34:05","robert@localhost"
"S10195","47.954","35.389","VILN1","7446","77",\N,\N,"inhumation","R01073","C04019","0","1","extended","back","180",\N,"1","1","teleg1987a","2024-05-30 17:47:41","robert@localhost","2024-06-03 22:34:06","robert@localhost"
"S10195","47.954","35.389","VILN1","7446","77","I3712","mathi2018a","inhumation","R01074","C04020","0","1","extended","back","210",\N,"1","1","teleg1987a","2024-05-30 17:47:41","robert@localhost","2024-06-03 22:34:06","robert@localhost"
"S10195","47.954","35.389","VILN1","7446","77",\N,\N,"inhumation","R01075","C04021","0","1","extended","back","20",\N,"1","1","teleg1987a","2024-05-30 17:47:41","robert@localhost","2024-06-03 22:34:06","robert@localhost"
"S10195","47.954","35.389","VILN1","7446","77",\N,\N,"inhumation","R01076","C04022","1","1",\N,\N,\N,\N,"0",\N,"teleg1987a","2024-05-30 17:47:41","robert@localhost","2024-05-30 17:47:41","robert@localhost"
"S10195","47.954","35.389","VILN1","7446","77",\N,\N,"inhumation","R01077","C04023","0","1","extended","back","10",\N,"1","1","teleg1987a","2024-05-30 17:47:41","robert@localhost","2024-06-03 22:33:57","robert@localhost"
"S10195","47.954","35.389","VILN1","7446","77",\N,\N,"inhumation","R01078","C04024","0","1","extended","back","170",\N,"1","1","teleg1987a","2024-05-30 17:47:41","robert@localhost","2024-06-03 22:33:57","robert@localhost"
"S10195","47.954","35.389","VILN1","7446","77",\N,\N,"inhumation","R01079","C04025","0","1","extended","back","135","225","1","1","teleg1987a","2024-05-30 17:47:41","robert@localhost","2024-06-03 22:33:56","robert@localhost"
"S10195","47.954","35.389","VILN1","7446","77",\N,\N,"inhumation","R01080","C04026","0","1","extended","back","135","225","0","1","teleg1987a","2024-05-30 17:47:41","robert@localhost","2024-06-03 22:33:56","robert@localhost"
"S10189","48.914","33.765","DER1","6851","883","I4112","mathi2018a","inhumation","R01081","C04027",\N,"1","extended","back","170",\N,"1",\N,"teleg1986a","2024-05-30 17:47:41","robert@localhost","2024-06-03 22:33:54","robert@localhost"
"S10189","48.914","33.765","DER1","6851","883",\N,\N,"inhumation","R01082","C04028",\N,"1","extended",\N,"0","90","0",\N,"teleg1986a","2024-05-30 17:47:41","robert@localhost","2024-06-03 22:33:51","robert@localhost"
"S10189","48.914","33.765","DER1","6851","883",\N,\N,"inhumation","R01083","C04029","1","1",\N,\N,\N,\N,"0",\N,"teleg1986a","2024-05-30 17:47:41","robert@localhost","2024-05-30 17:47:41","robert@localhost"
"S10189","48.914","33.765","DER1","6851","883",\N,\N,"inhumation","R01084","C04030","1","0","crouched","left","315","45","1",\N,"teleg1986a","2024-05-30 17:47:41","robert@localhost","2024-06-03 22:34:46","robert@localhost"
"S10189","48.914","33.765","DER1","6851","883",\N,\N,"inhumation","R01085","C04031","1",\N,"extended","right",\N,\N,"0",\N,"teleg1986a","2024-05-30 17:47:41","robert@localhost","2024-06-03 22:33:50","robert@localhost"
"S10189","48.914","33.765","DER1","6851","883",\N,\N,"inhumation","R01086","C04032",\N,"1",\N,\N,"45","135","0",\N,"teleg1986a","2024-05-30 17:47:41","robert@localhost","2024-05-30 17:47:41","robert@localhost"
"S10189","48.914","33.765","DER1","6851","883",\N,\N,"inhumation","R01087","C04033",\N,"1",\N,\N,"45","135","0",\N,"teleg1986a","2024-05-30 17:47:41","robert@localhost","2024-05-30 17:47:41","robert@localhost"
"S10189","48.914","33.765","DER1","6851","883",\N,\N,"inhumation","R01088","C04034","0","1","extended","back",\N,\N,"0",\N,"teleg1986a","2024-05-30 17:47:41","robert@localhost","2024-06-03 22:33:50","robert@localhost"
"S10189","48.914","33.765","DER1","6851","883",\N,\N,"inhumation","R01089","C04035",\N,\N,"extended","left","0","90","0",\N,"teleg1986a","2024-05-30 17:47:41","robert@localhost","2024-06-03 22:33:49","robert@localhost"
"S10189","48.914","33.765","DER1","6851","883","I4110","mathi2018a","inhumation","R01090","C04036",\N,\N,"extended","back","180","270","0",\N,"teleg1986a","2024-05-30 17:47:41","robert@localhost","2024-06-03 22:33:49","robert@localhost"
"S10189","48.914","33.765","DER1","6851","883",\N,\N,"inhumation","R01091","C04037",\N,\N,"extended","back","0","90","0","1","teleg1986a","2024-05-30 17:47:41","robert@localhost","2024-06-03 22:33:49","robert@localhost"
"S10189","48.914","33.765","DER1","6851","883","I5886","mathi2018a","inhumation","R01092","C04038",\N,\N,"sitting","bottom",\N,\N,"1",\N,"teleg1986a","2024-05-30 17:47:41","robert@localhost","2024-06-03 22:35:59","robert@localhost"
"S10189","48.914","33.765","DER1","6851","883","I5886","mathi2018a","inhumation","R01093","C04038",\N,\N,"extended","back",\N,\N,"0",\N,"teleg1986a","2024-05-30 17:47:41","robert@localhost","2024-06-03 22:33:48","robert@localhost"
"S10189","48.914","33.765","DER1","6851","883","I5891","mathi2018a",\N,"R01094","C04039",\N,\N,\N,\N,\N,\N,\N,\N,"mathi2018a","2024-05-30 17:47:41","robert@localhost","2024-05-30 17:47:41","robert@localhost"
"S10189","48.914","33.765","DER1","6851","883","I5881","mathi2018a",\N,"R01095","C04040",\N,\N,\N,\N,\N,\N,\N,\N,"mathi2018a","2024-05-30 17:47:41","robert@localhost","2024-05-30 17:47:41","robert@localhost"
"S10189","48.914","33.765","DER1","6851","883","I5888","mathi2018a",\N,"R01096","C04041",\N,\N,\N,\N,\N,\N,\N,\N,"mathi2018a","2024-05-30 17:47:41","robert@localhost","2024-05-30 17:47:41","robert@localhost"
"S10189","48.914","33.765","DER1","6851","883","I5892","mathi2018a",\N,"R01097","C04042",\N,\N,\N,\N,\N,\N,\N,\N,"mathi2018a","2024-05-30 17:47:41","robert@localhost","2024-05-30 17:47:41","robert@localhost"
"S10189","48.914","33.765","DER1","6851","883","I5883","mathi2018a",\N,"R01098","C04043",\N,\N,\N,\N,\N,\N,\N,\N,"mathi2018a","2024-05-30 17:47:41","robert@localhost","2024-05-30 17:47:41","robert@localhost"
"S10189","48.914","33.765","DER1","6851","883","I5878","mathi2018a",\N,"R01099","C04044",\N,\N,\N,\N,\N,\N,\N,\N,"mathi2018a","2024-05-30 17:47:41","robert@localhost","2024-05-30 17:47:41","robert@localhost"
"S10189","48.914","33.765","DER1","6851","883","I3717","mathi2018a",\N,"R01100","C04045",\N,\N,\N,\N,\N,\N,\N,\N,"mathi2018a","2024-05-30 17:47:41","robert@localhost","2024-05-30 17:47:41","robert@localhost"
"S10189","48.914","33.765","DER1","6851","883","I5875","mathi2018a",\N,"R01101","C04046",\N,\N,\N,\N,\N,\N,\N,\N,"mathi2018a","2024-05-30 17:47:41","robert@localhost","2024-05-30 17:47:41","robert@localhost"
"S10189","48.914","33.765","DER1","6851","883","I5884","mathi2018a",\N,"R01102","C04047",\N,\N,\N,\N,\N,\N,\N,\N,"mathi2018a","2024-05-30 17:47:41","robert@localhost","2024-05-30 17:47:41","robert@localhost"
"S10189","48.914","33.765","DER1","6851","883","I3718","mathi2018a",\N,"R01103","C04048",\N,\N,\N,\N,\N,\N,\N,\N,"mathi2018a","2024-05-30 17:47:41","robert@localhost","2024-05-30 17:47:41","robert@localhost"
"S10189","48.914","33.765","DER1","6851","883","I5879","mathi2018a",\N,"R01104","C04049",\N,\N,\N,\N,\N,\N,\N,\N,"mathi2018a","2024-05-30 17:47:41","robert@localhost","2024-05-30 17:47:41","robert@localhost"
"S10189","48.914","33.765","DER1","6851","883","I5885","mathi2018a",\N,"R01105","C04050",\N,\N,\N,\N,\N,\N,\N,\N,"mathi2018a","2024-05-30 17:47:41","robert@localhost","2024-05-30 17:47:41","robert@localhost"
"S10189","48.914","33.765","DER1","6851","883","I5890","mathi2018a",\N,"R01106","C04051",\N,\N,\N,\N,\N,\N,\N,\N,"mathi2018a","2024-05-30 17:47:41","robert@localhost","2024-05-30 17:47:41","robert@localhost"
"S10189","48.914","33.765","DER1","6851","883","I5893","mathi2018a",\N,"R01107","C04052",\N,\N,\N,\N,\N,\N,\N,\N,"mathi2018a","2024-05-30 17:47:41","robert@localhost","2024-05-30 17:47:41","robert@localhost"
"S10189","48.914","33.765","DER1","6851","883","I5882","mathi2018a",\N,"R01108","C04053",\N,\N,\N,\N,\N,\N,\N,\N,"mathi2018a","2024-05-30 17:47:41","robert@localhost","2024-05-30 17:47:41","robert@localhost"
"S10189","48.914","33.765","DER1","6851","883","I3719","mathi2018a",\N,"R01109","C04054",\N,\N,\N,\N,\N,\N,\N,\N,"mathi2018a","2024-05-30 17:47:41","robert@localhost","2024-05-30 17:47:41","robert@localhost"
"S10189","48.914","33.765","DER1","6851","883","I4114","mathi2018a",\N,"R01110","C04055",\N,\N,\N,\N,\N,\N,\N,\N,"mathi2018a","2024-05-30 17:47:41","robert@localhost","2024-05-30 17:47:41","robert@localhost"
"S10189","48.914","33.765","DER1","6851","883","I5889","mathi2018a",\N,"R01111","C04056",\N,\N,\N,\N,\N,\N,\N,\N,"mathi2018a","2024-05-30 17:47:41","robert@localhost","2024-05-30 17:47:41","robert@localhost"
"S10189","48.914","33.765","DER1","6851","883","I4111","mathi2018a",\N,"R01112","C04057",\N,\N,\N,\N,\N,\N,\N,\N,"mathi2018a","2024-05-30 17:47:41","robert@localhost","2024-05-30 17:47:41","robert@localhost"
"S10189","48.914","33.765","DER1","6851","883","I5876","mathi2018a",\N,"R01113","C04058",\N,\N,\N,\N,\N,\N,\N,\N,"mathi2018a","2024-05-30 17:47:41","robert@localhost","2024-05-30 17:47:41","robert@localhost"
"S10190","49.560","27.690","ILY1","4901","206","ILK002","mathi2018a","inhumation","R01114","C04059","1","1","heap",\N,\N,\N,\N,\N,"mathi2018a","2024-05-30 17:47:41","robert@localhost","2024-05-30 17:47:41","robert@localhost"
"S10190","49.560","27.690","ILY1","4901","206","ILK003","mathi2018a","inhumation","R01115","C04060","0",\N,"crouched",\N,\N,\N,\N,\N,"mathi2018a","2024-05-30 17:47:41","robert@localhost","2024-06-03 22:36:50","robert@localhost"
"S10190","49.560","27.690","ILY1","4901","206",\N,\N,"inhumation","R01116","C04061",\N,\N,\N,\N,\N,\N,\N,\N,"mathi2018a","2024-05-30 17:47:41","robert@localhost","2024-05-30 17:47:41","robert@localhost"
"S10190","49.560","27.690","ILY1","4901","206",\N,\N,"inhumation","R01117","C04062",\N,\N,\N,\N,"135","225",\N,\N,"mathi2018a","2024-05-30 17:47:41","robert@localhost","2024-05-30 17:47:41","robert@localhost"
"S10190","49.560","27.690","ILY1","4901","206",\N,\N,"inhumation","R01118","C04063",\N,"1",\N,\N,\N,\N,"1",\N,"mathi2018a","2024-05-30 17:47:41","robert@localhost","2024-05-30 17:47:41","robert@localhost"
"S10192","48.220","37.146","SCHEV6","5653","178",\N,\N,"inhumation","R01119","C04074",\N,"1","extended","back","180","190","0",\N,"черны2014a","2024-05-30 17:47:41","robert@localhost","2024-06-03 21:53:22","robert@localhost"
"S10191","48.991","33.951","OZER3","7893","153",\N,\N,"inhumation","R01134","C04065",\N,"1","extended","back","0",\N,"0","1","черны2014a","2024-05-30 17:47:41","robert@localhost","2024-05-30 17:47:41","robert@localhost"
"S10191","48.991","33.951","OZER3","7893","153",\N,\N,"inhumation","R01135","C04066",\N,"1","crouched","right","200",\N,"1","1","черны2014a","2024-05-30 17:47:41","robert@localhost","2024-05-30 17:47:41","robert@localhost"
"S10191","48.991","33.951","OZER5","6830","324",\N,\N,"inhumation","R01136","C04067",\N,"1","crouched","right","90",\N,"1","0","черны2014a","2024-05-30 17:47:41","robert@localhost","2024-05-30 17:47:41","robert@localhost"
"S10191","48.991","33.951","OZER5","6830","324",\N,\N,"inhumation","R01137","C04068",\N,\N,\N,\N,\N,\N,"1","0","черны2014a","2024-05-30 17:47:41","robert@localhost","2024-05-30 17:47:41","robert@localhost"
"S10191","48.991","33.951","OZER5","6830","324",\N,\N,"inhumation","R01138","C04069",\N,"1",\N,\N,"90","180","0","0","черны2014a","2024-05-30 17:47:41","robert@localhost","2024-05-30 17:47:41","robert@localhost"
"S10191","48.991","33.951","OZER5","6830","324",\N,\N,"inhumation","R01139","C04070",\N,"1","crouched","left","60",\N,"1","0","черны2014a","2024-05-30 17:47:41","robert@localhost","2024-05-30 17:47:41","robert@localhost"
"S10191","48.991","33.951","OZER5","6830","324",\N,\N,"cremation","R01140","C04071","1",\N,\N,\N,\N,\N,"1","0","черны2014a","2024-05-30 17:47:41","robert@localhost","2024-05-30 17:47:41","robert@localhost"
"S10191","48.991","33.951","OZER4","5509","196",\N,\N,"inhumation","R01141","C04072",\N,\N,"crouched","left","270","0","0","1","черны2014a","2024-05-30 17:47:41","robert@localhost","2024-05-30 17:47:41","robert@localhost"
"S10191","48.991","33.951","OZER6","6646","320",\N,\N,"cenotaph","R01142","C04073",\N,\N,\N,\N,\N,\N,"0","0","черны2014a","2024-05-30 17:47:41","robert@localhost","2024-05-30 17:47:41","robert@localhost"
"S10255","46.213","18.703","ALSO4",\N,\N,\N,\N,"inhumation","R01143","C04311",\N,\N,\N,\N,\N,\N,"1","0","osztá2016a","2024-05-30 17:47:41","robert@localhost","2024-05-30 17:47:41","robert@localhost"
"S10255","46.213","18.703","ALSO4",\N,\N,\N,\N,"inhumation","R01144","C04312",\N,\N,\N,\N,\N,\N,"1","0","osztá2016a","2024-05-30 17:47:41","robert@localhost","2024-05-30 17:47:41","robert@localhost"
"S10255","46.213","18.703","ALSO4",\N,\N,\N,\N,"inhumation","R01145","C04313",\N,\N,\N,\N,\N,\N,"1","0","osztá2016a","2024-05-30 17:47:41","robert@localhost","2024-05-30 17:47:41","robert@localhost"
"S10255","46.213","18.703","ALSO4",\N,\N,\N,\N,"inhumation","R01146","C04314",\N,\N,\N,\N,\N,\N,"0","0","osztá2016a","2024-05-30 17:47:41","robert@localhost","2024-05-30 17:47:41","robert@localhost"
"S10255","46.213","18.703","ALSO4",\N,\N,\N,\N,"inhumation","R01147","C04315",\N,\N,\N,\N,\N,\N,"1","0","osztá2016a","2024-05-30 17:47:41","robert@localhost","2024-05-30 17:47:41","robert@localhost"
"S10255","46.213","18.703","ALSO4",\N,\N,\N,\N,"inhumation","R01148","C04316",\N,\N,\N,\N,\N,\N,"1","1","osztá2016a","2024-05-30 17:47:41","robert@localhost","2024-05-30 17:47:41","robert@localhost"
"S10255","46.213","18.703","ALSO4",\N,\N,\N,\N,"inhumation","R01149","C04317",\N,\N,\N,\N,\N,\N,"1","0","osztá2016a","2024-05-30 17:47:41","robert@localhost","2024-05-30 17:47:41","robert@localhost"
"S10255","46.213","18.703","ALSO4",\N,\N,\N,\N,"inhumation","R01150","C04318",\N,\N,\N,\N,\N,\N,"1","0","osztá2016a","2024-05-30 17:47:41","robert@localhost","2024-05-30 17:47:41","robert@localhost"
"S10255","46.213","18.703","ALSO4",\N,\N,\N,\N,"inhumation","R01151","C04319",\N,\N,\N,\N,\N,\N,"1","0","osztá2016a","2024-05-30 17:47:41","robert@localhost","2024-05-30 17:47:41","robert@localhost"
"S10255","46.213","18.703","ALSO4",\N,\N,\N,\N,"inhumation","R01152","C04320",\N,\N,\N,\N,\N,\N,"1","0","osztá2016a","2024-05-30 17:47:41","robert@localhost","2024-05-30 17:47:41","robert@localhost"
"S10255","46.213","18.703","ALSO4",\N,\N,\N,\N,"inhumation","R01153","C04321",\N,\N,\N,\N,\N,\N,"1","0","osztá2016a","2024-05-30 17:47:41","robert@localhost","2024-05-30 17:47:41","robert@localhost"
"S10255","46.213","18.703","ALSO4",\N,\N,\N,\N,"inhumation","R01154","C04323",\N,\N,\N,\N,\N,\N,"0","0","osztá2016a","2024-05-30 17:47:41","robert@localhost","2024-05-30 17:47:41","robert@localhost"
"S10255","46.213","18.703","ALSO4",\N,\N,\N,\N,"inhumation","R01155","C04324",\N,\N,\N,\N,\N,\N,"0","0","osztá2016a","2024-05-30 17:47:41","robert@localhost","2024-05-30 17:47:41","robert@localhost"
"S10255","46.213","18.703","ALSO4",\N,\N,\N,\N,"inhumation","R01156","C04325",\N,\N,\N,\N,\N,\N,"1","0","osztá2016a","2024-05-30 17:47:41","robert@localhost","2024-05-30 17:47:41","robert@localhost"
"S10255","46.213","18.703","ALSO4",\N,\N,\N,\N,"inhumation","R01157","C04327",\N,\N,\N,\N,\N,\N,"1","0","osztá2016a","2024-05-30 17:47:41","robert@localhost","2024-05-30 17:47:41","robert@localhost"
"S10255","46.213","18.703","ALSO4",\N,\N,\N,\N,"inhumation","R01158","C04331",\N,\N,\N,\N,\N,\N,"0","0","osztá2016a","2024-05-30 17:47:41","robert@localhost","2024-05-30 17:47:41","robert@localhost"
"S10255","46.213","18.703","ALSO4",\N,\N,\N,\N,"inhumation","R01159","C04332",\N,\N,\N,\N,\N,\N,\N,\N,"osztá2016a","2024-05-30 17:47:41","robert@localhost","2024-05-30 17:47:41","robert@localhost"
"S10255","46.213","18.703","ALSO4",\N,\N,\N,\N,"inhumation","R01160","C04333",\N,\N,\N,\N,\N,\N,"1","0","osztá2016a","2024-05-30 17:47:41","robert@localhost","2024-05-30 17:47:41","robert@localhost"
"S10255","46.213","18.703","ALSO4",\N,\N,\N,\N,"inhumation","R01161","C04334",\N,\N,\N,\N,\N,\N,"1","0","osztá2016a","2024-05-30 17:47:41","robert@localhost","2024-05-30 17:47:41","robert@localhost"
"S10255","46.213","18.703","ALSO4",\N,\N,\N,\N,"inhumation","R01162","C04335",\N,\N,\N,\N,\N,\N,"0","0","osztá2016a","2024-05-30 17:47:41","robert@localhost","2024-05-30 17:47:41","robert@localhost"
"S10255","46.213","18.703","ALSO4",\N,\N,\N,\N,"inhumation","R01163","C04336",\N,\N,\N,\N,\N,\N,"1","0","osztá2016a","2024-05-30 17:47:41","robert@localhost","2024-05-30 17:47:41","robert@localhost"
"S10255","46.213","18.703","ALSO4",\N,\N,\N,\N,"inhumation","R01164","C04337",\N,\N,\N,\N,\N,\N,"1","0","osztá2016a","2024-05-30 17:47:41","robert@localhost","2024-05-30 17:47:41","robert@localhost"
