ItemID,IndividualID,SiteID,PhaseID,RiteID,GraveGoods,Object,Material,MaterialType
Item-10625,C07578,S11026,MIKUL2,R01501,1,needle,metal,
Item-10625,C07578,S11026,MIKUL2,R01501,1,earring,metal,
Item-10625,C07578,S11026,MIKUL2,R01501,1,spiral,metal,
Item-10625,C07578,S11026,MIKUL2,R01501,1,,clay,clay: daub
Item-10626,C07579,S11026,MIKUL2,R01502,1,vessel,clay,clay: pottery
Item-10627,C07580,S11026,MIKUL2,R01503,1,vessel,clay,clay: pottery
Item-10628,C07581,S11026,MIKUL2,R01504,1,,clay,clay: daub
Item-10628,C07581,S11026,MIKUL2,R01504,1,,bone: shoulder blade,animal
Item-10628,C07581,S11026,MIKUL2,R01504,1,vessel,clay,clay: pottery
Item-10630,C07583,S11026,MIKUL2,R01506,1,,,
Item-10631,C07584,S11026,MIKUL2,R01507,1,,,
Item-10632,C07585,S11026,MIKUL2,R01508,1,,,
Item-10633,C07586,S11026,MIKUL3,R01509,1,vessel,clay,clay: pottery
Item-10633,C07586,S11026,MIKUL3,R01509,1,wedge,bone,animal
Item-10633,C07586,S11026,MIKUL3,R01509,1,,clay,clay: daub
Item-10633,C07586,S11026,MIKUL3,R01509,1,,bone,animal
Item-10633,C07586,S11026,MIKUL3,R01509,1,,stone,
Item-10634,C07587,S11026,MIKUL2,R01510,1,awl,bone,animal
Item-10634,C07587,S11026,MIKUL2,R01510,1,vessel,clay,clay: pottery
Item-10634,C07587,S11026,MIKUL2,R01510,1,tool,bone,animal
Item-10634,C07587,S11026,MIKUL2,R01510,1,,bone,animal
Item-10634,C07587,S11026,MIKUL2,R01510,1,,clay,clay: daub
Item-10634,C07587,S11026,MIKUL2,R01510,1,,stone,
Item-10635,C07588,S11027,NERAT1,R01511,1,blade,stone,flint
Item-10636,C07589,S11028,OBRIS2,R01512,1,,,
Item-10638,C07591,S11028,OBRIS2,R01514,1,vessel,clay,clay: pottery
Item-10638,C07591,S11028,OBRIS2,R01514,1,clasp,bone,animal
Item-10638,C07591,S11028,OBRIS2,R01514,1,axe: battle,stone,
Item-10638,C07591,S11028,OBRIS2,R01514,1,blade,stone,flint
Item-10639,C07592,S11028,OBRIS2,R01515,1,vessel,clay,clay: pottery
Item-10640,C07593,S11029,PLONL5,R01516,1,clasp,bone,animal
Item-10640,C07593,S11029,PLONL5,R01516,1,awl,bone,animal
Item-10640,C07593,S11029,PLONL5,R01516,1,blade,stone,flint
Item-10641,C07594,S11030,PRDAB1,R01517,1,vessel,clay,clay: pottery
Item-10642,C07596,S11032,PRNBU5,R01519,1,vessel,clay,clay: pottery
Item-10642,C07596,S11032,PRNBU5,R01519,1,axe: flat,stone,
Item-10642,C07596,S11032,PRNBU5,R01519,1,dagger,metal,copper
Item-10642,C07596,S11032,PRNBU5,R01519,1,whetstone,stone,
Item-10642,C07596,S11032,PRNBU5,R01519,1,blade,stone,flint
Item-10642,C07596,S11032,PRNBU5,R01519,1,flake,stone,flint
Item-10643,C07597,S11032,PRNBU5,R01520,1,vessel,clay,clay: pottery
Item-10643,C07597,S11032,PRNBU5,R01520,1,ring: temple,metal,copper
Item-10643,C07597,S11032,PRNBU5,R01520,1,disc,shell,animal: mollusca
Item-10643,C07597,S11032,PRNBU5,R01520,1,bead,tooth,animal
Item-10643,C07597,S11032,PRNBU5,R01520,1,bead,shell,animal: mollusca
Item-10643,C07597,S11032,PRNBU5,R01520,1,bead,bone,animal
Item-10643,C07597,S11032,PRNBU5,R01520,1,blade,stone,flint
Item-10643,C07597,S11032,PRNBU5,R01520,1,flake,stone,flint
Item-10644,C07598,S11031,PRMIS1,R01521,1,vessel,clay,clay: pottery
Item-10644,C07598,S11031,PRMIS1,R01521,1,grinder,stone,
Item-10645,C07599,S11031,PRMIS1,R01522,1,vessel,clay,clay: pottery
Item-10645,C07599,S11031,PRMIS1,R01522,1,artefact,stone,flint
Item-10646,C07600,S11031,PRMIS1,R01523,1,vessel,clay,clay: pottery
Item-10646,C07600,S11031,PRMIS1,R01523,1,earring,metal,bronze
Item-10646,C07600,S11031,PRMIS1,R01523,1,,bone,animal
Item-10648,C07602,S11031,PRMIS1,R01525,1,vessel,clay,clay: pottery
Item-10649,C07603,S11031,PRMIS2,R01526,1,vessel,clay,clay: pottery
Item-10649,C07603,S11031,PRMIS2,R01526,1,spiral,metal,bronze
Item-10649,C07603,S11031,PRMIS2,R01526,1,bead,resin,amber
Item-10649,C07603,S11031,PRMIS2,R01526,1,spiral,metal,bronze
Item-10649,C07603,S11031,PRMIS2,R01526,1,bead,resin,amber
Item-10649,C07603,S11031,PRMIS2,R01526,1,ring: spiral,metal,bronze
Item-10649,C07603,S11031,PRMIS2,R01526,1,pin,metal,bronze
Item-10649,C07603,S11031,PRMIS2,R01526,1,vessel,clay,clay: pottery
Item-10649,C07603,S11031,PRMIS2,R01526,1,,clay,clay: daub
Item-10650,C07604,S11031,PRMIS2,R01527,1,vessel,clay,clay: pottery
Item-10650,C07604,S11031,PRMIS2,R01527,1,ring: spiral,metal,bronze
Item-10650,C07604,S11031,PRMIS2,R01527,1,ring: spiral,metal,bronze
Item-10650,C07604,S11031,PRMIS2,R01527,1,spiral,metal,bronze
Item-10650,C07604,S11031,PRMIS2,R01527,1,pin,metal,bronze
Item-10650,C07604,S11031,PRMIS2,R01527,1,spiral,metal,bronze
Item-10650,C07604,S11031,PRMIS2,R01527,1,bead,resin,amber
Item-10650,C07604,S11031,PRMIS2,R01527,1,bead,resin,amber
Item-10650,C07604,S11031,PRMIS2,R01527,1,,shell,animal: mollusca
Item-10650,C07604,S11031,PRMIS2,R01527,1,vessel,clay,clay: pottery
Item-10651,C07605,S11031,PRMIS2,R01528,1,pin,metal,bronze
Item-10653,C07606,S11031,PRMIS2,R01529,1,vessel,clay,clay: pottery
Item-10653,C07606,S11031,PRMIS2,R01529,1,dagger,metal,bronze
Item-10653,C07606,S11031,PRMIS2,R01529,1,chisel,metal,bronze
Item-10653,C07606,S11031,PRMIS2,R01529,1,pin,metal,bronze
Item-10653,C07606,S11031,PRMIS2,R01529,1,bead,resin,amber
Item-10654,C07607,S11031,PRMIS2,R01530,1,pin,metal,bronze
Item-10654,C07607,S11031,PRMIS2,R01530,1,ring: spiral,metal,bronze
Item-10654,C07607,S11031,PRMIS2,R01530,1,spiral,metal,bronze
Item-10654,C07607,S11031,PRMIS2,R01530,1,spiral,metal,bronze
Item-10654,C07607,S11031,PRMIS2,R01530,1,bead,resin,amber
Item-10654,C07607,S11031,PRMIS2,R01530,1,bead,resin,amber
Item-10654,C07607,S11031,PRMIS2,R01530,1,vessel,clay,clay: pottery
Item-10654,C07607,S11031,PRMIS2,R01530,1,bead,bone,animal
Item-10654,C07607,S11031,PRMIS2,R01530,1,ring: spiral,metal,bronze
Item-10654,C07607,S11031,PRMIS2,R01530,1,,shell,animal: mollusca
Item-10654,C07607,S11031,PRMIS2,R01530,1,,bone: shoulder blade,animal: cattle
Item-10655,C07608,S11031,PRMIS3,R01531,1,vessel,clay,clay: pottery
Item-10655,C07608,S11031,PRMIS3,R01531,1,pin,metal,bronze
Item-10656,C07611,S11032,PRNBU5,R01534,1,axe: flat,stone,
Item-10656,C07611,S11032,PRNBU5,R01534,1,vessel,clay,clay: pottery
Item-10656,C07611,S11032,PRNBU5,R01534,1,blade,stone,flint
Item-10656,C07611,S11032,PRNBU5,R01534,1,whetstone,stone,
Item-10657,C07615,S11033,PRRUZ3,R01538,1,vessel,clay,clay: pottery
Item-10659,C07622,S08787,RDVE3,R01545,1,axe: battle,stone,
Item-10659,C07622,S08787,RDVE3,R01545,1,pin,bone,animal
Item-10659,C07622,S08787,RDVE3,R01545,1,blade,stone,flint
Item-10660,C07623,S08787,RDVE3,R01546,1,,,
Item-10661,C07624,S08787,RDVE3,R01547,1,vessel,clay,clay: pottery
Item-10661,C07624,S08787,RDVE3,R01547,1,mace,stone,
Item-10661,C07624,S08787,RDVE3,R01547,1,axe: flat,stone,
Item-10662,C07625,S08787,RDVE3,R01548,1,vessel,clay,clay: pottery
Item-10662,C07625,S08787,RDVE3,R01548,1,axe: battle,stone,
Item-10662,C07625,S08787,RDVE3,R01548,1,axe: flat,stone,
Item-10664,C07645,S11035,STADN1,R01557,1,bead,shell,animal: mollusca
Item-10664,C07645,S11035,STADN1,R01557,1,blade,stone,flint
Item-10665,C07646,S11035,STADN1,R01558,1,vessel,clay,clay: pottery
Item-10665,C07646,S11035,STADN1,R01558,1,blade,stone,flint
Item-10667,C07649,S11036,TISIC2,R01560,1,vessel,clay,clay: pottery
Item-10667,C07649,S11036,TISIC2,R01560,1,flake,stone,flint
Item-10668,C07650,S08795,TOUSE1,R01561,1,vessel,clay,clay: pottery
Item-10669,C07653,S11037,TRMI1,R01564,1,axe: battle,stone,
Item-10669,C07653,S11037,TRMI1,R01564,1,blade,stone,flint
Item-10670,C07655,S11037,TRMI1,R01566,1,vessel,clay,clay: pottery
Item-10670,C07655,S11037,TRMI1,R01566,1,axe: battle,stone,
Item-10670,C07655,S11037,TRMI1,R01566,1,blade,stone,flint
Item-10671,C07656,S11038,TUCHO2,R01567,1,vessel,clay,clay: pottery
Item-10671,C07656,S11038,TUCHO2,R01567,1,axe,stone,
Item-10676,C07665,S11040,VLIN2,R01576,1,vessel,clay,clay: pottery
Item-10682,C07671,S11040,VLIN6,R01582,1,vessel,clay,clay: pottery
Item-10683,C07672,S11040,VLIN6,R01583,1,bead,tooth,animal
Item-10683,C07672,S11040,VLIN6,R01583,1,artefact,shell,animal: mollusca
Item-10684,C07673,S11040,VLIN6,R01584,1,vessel,clay,clay: pottery
Item-10684,C07673,S11040,VLIN6,R01584,1,flake,stone,flint
Item-10685,C07674,S11040,VLIN6,R01585,1,flake,stone,flint
Item-10686,C07675,S11040,VLIN6,R01586,1,blade,stone,flint
Item-10688,C07680,S11040,VLIN6,R01591,1,bead,tooth,animal
Item-10688,C07680,S11040,VLIN6,R01591,1,bead,shell,animal: mollusca
Item-10693,C07689,S11040,VLIN6,R01600,1,bead,bone,animal
Item-10693,C07689,S11040,VLIN6,R01600,1,blade,stone,flint
Item-10697,C07700,S11040,VLIN6,R01611,1,,,
Item-10698,C07701,S11040,VLIN6,R01612,1,vessel,clay,clay: pottery
Item-10698,C07701,S11040,VLIN6,R01612,1,,stone,
Item-10700,C07703,S11040,VLIN6,R01614,1,blade,stone,flint
Item-10700,C07703,S11040,VLIN6,R01614,1,vessel,clay,clay: pottery
Item-10701,C07704,S11040,VLIN6,R01615,1,blade,stone,flint
Item-10703,C07706,S11040,VLIN6,R01617,1,vessel,clay,clay: pottery
Item-10704,C07707,S11040,VLIN6,R01618,1,awl,bone,animal
Item-10704,C07707,S11040,VLIN6,R01618,1,flake,stone,flint
Item-10706,C07709,S11040,VLIN6,R01620,1,vessel,clay,clay: pottery
Item-10706,C07709,S11040,VLIN6,R01620,1,whetstone,stone,
Item-10707,C07710,S11040,VLIN6,R01621,1,blade,stone,flint
Item-10708,C07711,S11040,VLIN6,R01622,1,vessel,clay,clay: pottery
Item-10708,C07711,S11040,VLIN6,R01622,1,disc,shell,animal: mollusca
Item-10708,C07711,S11040,VLIN6,R01622,1,awl,bone,animal
Item-10709,C07712,S11040,VLIN7,R01623,1,vessel,clay,clay: pottery
Item-10709,C07712,S11040,VLIN7,R01623,1,vessel,clay,clay: pottery
Item-10710,C07713,S11040,VLIN7,R01624,1,vessel,clay,clay: pottery
Item-10711,C07718,S11040,VLIN7,R01629,1,vessel,clay,clay: pottery
Item-10712,C07719,S11040,VLIN7,R01630,1,vessel,clay,clay: pottery
Item-10713,C07723,S11040,VLIN8,R01634,1,vessel,clay,clay: pottery
Item-10713,C07723,S11040,VLIN8,R01634,1,pin,metal,bronze
Item-10713,C07723,S11040,VLIN8,R01634,1,earring,metal,bronze
Item-10713,C07723,S11040,VLIN8,R01634,1,spiral,metal,bronze
Item-10713,C07723,S11040,VLIN8,R01634,1,bead,resin,amber
Item-10714,C07724,S11040,VLIN8,R01635,1,vessel,clay,clay: pottery
Item-10715,C07726,S11040,VLIN8,R01637,1,vessel,clay,clay: pottery
Item-10715,C07726,S11040,VLIN8,R01637,1,pin,metal,bronze
Item-10715,C07726,S11040,VLIN8,R01637,1,earring,metal,bronze
Item-10715,C07726,S11040,VLIN8,R01637,1,ring,metal,bronze
Item-10715,C07726,S11040,VLIN8,R01637,1,bead,metal,bronze
Item-10715,C07726,S11040,VLIN8,R01637,1,bead,resin,amber
Item-10717,C07729,S11040,VLIN8,R01640,1,pin,metal,bronze
Item-10717,C07729,S11040,VLIN8,R01640,1,bracelet,metal,bronze
Item-10717,C07729,S11040,VLIN8,R01640,1,bead/pendant,resin,amber
Item-10718,C07734,S11040,VLIN8,R03722,1,pin,metal,bronze
Item-10719,C07736,S11040,VLIN8,R01645,1,vessel,clay,clay: pottery
Item-10720,C07738,S11040,VLIN8,R01647,1,vessel,clay,clay: pottery
Item-10721,C07739,S11040,VLIN8,R01648,1,vessel,clay,clay: pottery
Item-10722,C07740,S11040,VLIN8,R01649,1,dagger,metal,bronze
Item-10722,C07740,S11040,VLIN8,R01649,1,axe,metal,bronze
Item-10722,C07740,S11040,VLIN8,R01649,1,awl,bone,animal
Item-10723,C07741,S11040,VLIN8,R01650,1,dagger,stone,flint
Item-10724,C07742,S11040,VLIN8,R01651,1,,,
Item-10727,C07755,S11020,KOLI17,R01664,1,axe: flat,stone,
Item-10728,C07756,S11020,KOLI18,R01665,1,vessel,clay,clay: pottery
Item-10728,C07756,S11020,KOLI18,R01665,1,earring,metal,bronze
Item-10728,C07756,S11020,KOLI18,R01665,1,,bone: shoulder blade,animal
Item-10729,C07757,S11020,KOLI18,R01666,1,vessel,clay,clay: pottery
Item-10729,C07757,S11020,KOLI18,R01666,1,pin,metal,bronze
Item-10729,C07757,S11020,KOLI18,R01666,1,bead,metal,bronze
Item-10729,C07757,S11020,KOLI18,R01666,1,bead,resin,amber
Item-10730,C07759,S11030,PRDAB1,R01668,1,vessel,clay,clay: pottery
Item-10730,C07759,S11030,PRDAB1,R01668,1,disc,bone,animal
Item-10730,C07759,S11030,PRDAB1,R01668,1,awl,bone,animal
Item-10730,C07759,S11030,PRDAB1,R01668,1,earring,metal,copper/bronze
Item-10731,C07760,S11029,PLONL5,R01669,1,axe: flat,stone,
Item-10735,C07765,S10035,PRKOB2,R01673,1,vessel,clay,clay: pottery
Item-10736,C07766,S10035,PRKOB2,R01674,1,vessel,clay,clay: pottery
Item-10736,C07766,S10035,PRKOB2,R01674,1,,bone,animal
Item-10737,C07767,S10035,PRKOB2,R01675,1,vessel,clay,clay: pottery
Item-10834,C02988,S09002,MON1,R02076,1,,,
Item-10835,C02999,S08983,LFA1,R02087,1,,,
Item-10854,C03034,S10025,HUT1,R02122,1,,,
Item-10855,C03035,S10025,HUT1,R02123,1,,,
Item-10860,C03041,S10026,AHE1,R02129,1,,,
Item-10862,C03049,S10026,AHE1,R02137,1,,,
Item-10863,C03052,S10027,OSA2,R02140,1,,,
Item-10864,C03073,S10029,ALB1,R02161,1,,,
Item-10868,C03156,S10034,PRJIN5,R02244,1,,,
Item-10869,C03158,S10034,PRJIN5,R02246,1,,,
Item-10870,C03160,S10034,PRJIN5,R02248,1,,,
Item-10876,C03214,S10035,PRKOB2,R02297,1,,,
Item-10877,C03215,S10035,PRKOB2,R02298,1,,,
Item-10878,C03217,S10035,PRKOB2,R02300,1,,,
Item-10879,C03218,S10035,PRKOB2,R02301,1,,,
Item-10882,C03277,S07780,SAM2,R02351,1,,,
Item-10883,C03278,S07780,SAM2,R02352,1,,,
Item-10884,C03279,S07780,SAM2,R02353,1,,,
Item-10885,C03280,S07780,SAM2,R02354,1,,,
Item-10886,C03282,S07780,SAM2,R02356,1,,,
Item-10887,C03285,S07780,SAM2,R02359,1,,,
Item-10889,C03309,S10048,BBE1,R02383,1,,,
Item-10890,C03310,S10048,BBE1,R02384,1,,,
Item-10893,C03314,S10049,SZIF1,R02388,1,,,
Item-10894,C03320,S10049,SZIF1,R02394,1,,,
Item-10897,C03335,S10049,SZIF1,R02409,1,,,
Item-10898,C03494,S10024,LAI1,R02434,1,,,
Item-10901,C03286,S07780,SAM2,R02360,1,,,
Item-10902,C03287,S10041,DZI6,R02361,1,,,
Item-10903,C03290,S10042,IW1,R02364,1,,,
Item-10904,C03292,S10044,KOR3,R02366,1,,,
Item-10905,C03293,S10044,KOR3,R02367,1,,,
Item-10906,C03294,S10044,KOR3,R02368,1,,,
Item-10907,C03295,S10044,KOR3,R02369,1,,,
Item-10908,C03300,S10045,RAC1,R02374,1,,,
Item-10909,C03301,S03884,STW3,R02375,1,,,
Item-10910,C03302,S10046,ZRW1,R02376,1,,,
Item-10911,C03303,S10047,BUD1,R02377,1,,,
Item-10914,C03368,S10129,KLH1,R00429,1,,shell,animal: mollusca
Item-10914,C03368,S10129,KLH1,R00429,1,,shell,animal: mollusca
Item-10914,C03368,S10129,KLH1,R00429,1,blade-scraper,stone,flint: Jurassic-Cracow
Item-10914,C03368,S10129,KLH1,R00429,1,adze,stone,amphibolite
Item-10914,C03368,S10129,KLH1,R00429,1,point,bone: metapodial: distal,animal: small ruminant
Item-10914,C03368,S10129,KLH1,R00429,1,blade,stone,flint: Szentgál-radiolarite
Item-10914,C03368,S10129,KLH1,R00429,1,blade,stone,flint: Jurassic-Cracow
Item-10914,C03368,S10129,KLH1,R00429,1,blade,stone,flint
Item-10915,C03371,S10129,KLH1,R00432,1,bead,shell,animal: mollusca: snail
Item-10916,C03372,S10129,KLH1,R00433,1,bead,shell,animal: mollusca
Item-10916,C03372,S10129,KLH1,R00433,1,vessel,clay,clay: pottery
Item-10916,C03372,S10129,KLH1,R00433,1,vessel,clay,clay: pottery
Item-10917,C03373,S10129,KLH1,R00434,1,vessel,clay,clay: pottery
Item-10917,C03373,S10129,KLH1,R00434,1,,shell,animal: mollusca
Item-10918,C03374,S10129,KLH1,R00435,1,vessel,clay,clay: pottery
Item-10918,C03374,S10129,KLH1,R00435,1,adze,stone,amphibolite
Item-10918,C03374,S10129,KLH1,R00435,1,blade,stone,flint
Item-10918,C03374,S10129,KLH1,R00435,1,grinding stone,stone,quartzite: amphibole
Item-10919,C03379,S10129,KLH1,R00440,1,bead,shell,animal: mollusca
Item-10919,C03379,S10129,KLH1,R00440,1,point,bone: metatarsal: distal,animal: roe deer
Item-10920,C03380,S10129,KLH1,R00441,1,vessel,clay,clay: pottery
Item-10920,C03380,S10129,KLH1,R00441,1,vessel,clay,clay: pottery
Item-10920,C03380,S10129,KLH1,R00441,1,vessel,clay,clay: pottery
Item-10920,C03380,S10129,KLH1,R00441,1,vessel,clay,clay: pottery
Item-10921,C03381,S10129,KLH1,R00442,1,,bone,animal
Item-10921,C03381,S10129,KLH1,R00442,1,vessel,clay,clay: pottery
Item-10921,C03381,S10129,KLH1,R00442,1,adze,stone,amphibolite
Item-10921,C03381,S10129,KLH1,R00442,1,vessel,clay,clay: pottery
Item-10921,C03381,S10129,KLH1,R00442,1,vessel,clay,clay: pottery
Item-10921,C03381,S10129,KLH1,R00442,1,vessel,clay,clay: pottery
Item-10921,C03381,S10129,KLH1,R00442,1,vessel,clay,clay: pottery
Item-10921,C03381,S10129,KLH1,R00442,1,vessel,clay,clay: pottery
Item-10921,C03381,S10129,KLH1,R00442,1,blade,stone,flint
Item-10922,C03382,S10129,KLH1,R00443,1,,,
Item-10923,C03386,S10129,KLH1,R00447,1,bead,shell,animal: mollusca
Item-10923,C03386,S10129,KLH1,R00447,1,vessel,clay,clay: pottery
Item-10923,C03386,S10129,KLH1,R00447,1,grinding stone,stone,quartzite: amphibole: glauconite
Item-10923,C03386,S10129,KLH1,R00447,1,,bone,animal
Item-10923,C03386,S10129,KLH1,R00447,1,vessel,clay,clay: pottery
Item-10923,C03386,S10129,KLH1,R00447,1,vessel,clay,clay: pottery
Item-10923,C03386,S10129,KLH1,R00447,1,vessel,clay,clay: pottery
Item-10923,C03386,S10129,KLH1,R00447,1,grinding stone,stone,quartzite: amphibole
Item-10924,C03388,S10129,KLH1,R00449,1,vessel,clay,clay: pottery
Item-10924,C03388,S10129,KLH1,R00449,1,grinder,stone,sandstone
Item-10924,C03388,S10129,KLH1,R00449,1,,stone,sandstone
Item-10925,C03390,S10129,KLH1,R00451,1,,stone,sandstone
Item-10925,C03390,S10129,KLH1,R00451,1,vessel,clay,clay: pottery
Item-10925,C03390,S10129,KLH1,R00451,1,point,bone: metatarsal: distal,animal: roe deer
Item-10925,C03390,S10129,KLH1,R00451,1,grinding stone,stone,sandstone
Item-10925,C03390,S10129,KLH1,R00451,1,blade,stone,flint: Jurassic-Cracow
Item-10925,C03390,S10129,KLH1,R00451,1,adze,stone,amphibolite
Item-10925,C03390,S10129,KLH1,R00451,1,,graphite,
Item-10925,C03390,S10129,KLH1,R00451,1,vessel,clay,clay: pottery
Item-10925,C03390,S10129,KLH1,R00451,1,blade,stone,flint: Jurassic-Cracow
Item-10925,C03390,S10129,KLH1,R00451,1,blade,stone,flint: Szentgál-radiolarite
Item-10925,C03390,S10129,KLH1,R00451,1,blade,stone,flint: Szentgál-radiolarite
Item-10925,C03390,S10129,KLH1,R00451,1,flake,stone,flint: Szentgál-radiolarite
Item-10925,C03390,S10129,KLH1,R00451,1,blade,stone,flint: Jurassic-Cracow
Item-10925,C03390,S10129,KLH1,R00451,1,blade,stone,flint: Jurassic-Cracow
Item-10925,C03390,S10129,KLH1,R00451,1,blade,stone,flint: Jurassic-Cracow
Item-10925,C03390,S10129,KLH1,R00451,1,blade,stone,flint: Jurassic-Cracow
Item-10926,C03391,S10129,KLH1,R00452,1,vessel,clay,clay: pottery
Item-10926,C03391,S10129,KLH1,R00452,1,grinding stone,stone,sandstone
Item-10927,C03392,S10129,KLH1,R00453,1,vessel,clay,clay: pottery
Item-10927,C03392,S10129,KLH1,R00453,1,point,bone: metatarsal,animal: roe deer
Item-10927,C03392,S10129,KLH1,R00453,1,,stone,sandstone
Item-10927,C03392,S10129,KLH1,R00453,1,grinding stone,stone,sandstone: feldspar: amphibole: glauconite
Item-10927,C03392,S10129,KLH1,R00453,1,pendant,shell,animal: mollusca
Item-10927,C03392,S10129,KLH1,R00453,1,flake,stone,flint: Krumlovský les-Hornstein II
Item-10927,C03392,S10129,KLH1,R00453,1,adze,stone,amphibolite
Item-10927,C03392,S10129,KLH1,R00453,1,vessel,clay,clay: pottery
Item-10927,C03392,S10129,KLH1,R00453,1,vessel,clay,clay: pottery
Item-10927,C03392,S10129,KLH1,R00453,1,flake,stone,flint: Krumlovský les-Hornstein II
Item-10927,C03392,S10129,KLH1,R00453,1,flake,stone,flint: Krumlovský les-Hornstein II
Item-10927,C03392,S10129,KLH1,R00453,1,application,tooth: canine: upper,animal: wild boar
Item-10928,C03396,S10129,KLH1,R00457,1,adze,stone,amphibolite
Item-10928,C03396,S10129,KLH1,R00457,1,bead,shell,animal: mollusca
Item-10928,C03396,S10129,KLH1,R00457,1,point,bone: metatarsal: distal,animal: sheep
Item-10930,C03398,S10129,KLH1,R00459,1,vessel,clay,clay: pottery
Item-10930,C03398,S10129,KLH1,R00459,1,,stone,flint
Item-10930,C03398,S10129,KLH1,R00459,1,bracelet,shell,animal: mollusca
Item-10930,C03398,S10129,KLH1,R00459,1,grinding stone,stone,quartzite
Item-10930,C03398,S10129,KLH1,R00459,1,whetstone,stone,
Item-10930,C03398,S10129,KLH1,R00459,1,vessel,clay,clay: pottery
Item-10930,C03398,S10129,KLH1,R00459,1,vessel,clay,clay: pottery
Item-10930,C03398,S10129,KLH1,R00459,1,vessel,clay,clay: pottery
Item-10930,C03398,S10129,KLH1,R00459,1,vessel,clay,clay: pottery
Item-10930,C03398,S10129,KLH1,R00459,1,vessel,clay,clay: pottery
Item-10930,C03398,S10129,KLH1,R00459,1,vessel,clay,clay: pottery
Item-10930,C03398,S10129,KLH1,R00459,1,vessel,clay,clay: pottery
Item-10930,C03398,S10129,KLH1,R00459,1,vessel,clay,clay: pottery
Item-10930,C03398,S10129,KLH1,R00459,1,blade,stone,flint: Jurassic-Cracow
Item-10930,C03398,S10129,KLH1,R00459,1,grinder,stone,sandstone
Item-10930,C03398,S10129,KLH1,R00459,1,,stone,radiolarite
Item-10931,C03404,S10129,KLH1,R00465,1,grinding stone,stone,quartzite
Item-10931,C03404,S10129,KLH1,R00465,1,point,antler/bone,animal
Item-10939,C03491,S10137,MER2,R00552,1,vessel,clay,clay: pottery
Item-10940,C03492,S10137,MER1,R00553,1,pigment: lump,stone,ochre
Item-10940,C03492,S10137,MER1,R00553,1,vessel,clay,clay: pottery
Item-10940,C03492,S10137,MER1,R00553,1,ball,stone,
Item-10943,C03518,S10141,SMA1,R00567,1,ring: hair,metal,silver
Item-10944,C03519,S10141,SMA1,R00568,1,ring: hair,metal,silver
Item-10945,C03520,S10141,SMA1,R00569,1,ring: hair,metal,silver
Item-10946,C03521,S10141,SMA1,R00570,1,artefact,stone,flint
Item-10946,C03521,S10141,SMA1,R00570,1,vessel,clay,clay: pottery
Item-10946,C03521,S10141,SMA1,R00570,1,bead,stone,serpentine
Item-10946,C03521,S10141,SMA1,R00570,1,bead,bone,animal
Item-10946,C03521,S10141,SMA1,R00570,1,bead,shell,animal: mollusca
Item-10947,C03548,S10142,SUS1,R00597,1,vessel,clay,clay: pottery
Item-10950,C03559,S10143,VAR1,R00608,1,implement,metal,copper
Item-10950,C03559,S10143,VAR1,R00608,1,ornament,metal,gold
Item-10950,C03559,S10143,VAR1,R00608,1,bead,shell,animal: mollusca
Item-10950,C03559,S10143,VAR1,R00608,1,bead,stone,
Item-10950,C03559,S10143,VAR1,R00608,1,tool,stone,flint
Item-10950,C03559,S10143,VAR1,R00608,1,earring,metal,gold
Item-10950,C03559,S10143,VAR1,R00608,1,application,metal,gold
Item-10950,C03559,S10143,VAR1,R00608,1,bracelet,metal,gold
Item-10950,C03559,S10143,VAR1,R00608,1,bracelet,shell,animal: mollusca
Item-10950,C03559,S10143,VAR1,R00608,1,application,metal,gold
Item-10950,C03559,S10143,VAR1,R00608,1,bracelet,metal,gold
Item-10950,C03559,S10143,VAR1,R00608,1,bead,stone,carnelian
Item-10950,C03559,S10143,VAR1,R00608,1,application,metal,gold
Item-10950,C03559,S10143,VAR1,R00608,1,application: collar,metal,gold
Item-10950,C03559,S10143,VAR1,R00608,1,plaque,metal,gold
Item-10950,C03559,S10143,VAR1,R00608,1,sheath: penis,metal,gold
Item-10950,C03559,S10143,VAR1,R00608,1,application,metal,gold
Item-10950,C03559,S10143,VAR1,R00608,1,vessel,clay,clay: pottery
Item-10950,C03559,S10143,VAR1,R00608,1,quiver: fittings,metal,gold
Item-10950,C03559,S10143,VAR1,R00608,1,pedestal,clay,clay: pottery
Item-10950,C03559,S10143,VAR1,R00608,1,bow,,
Item-10950,C03559,S10143,VAR1,R00608,1,fittings,metal,gold
Item-10950,C03559,S10143,VAR1,R00608,1,spearhead,stone,flint
Item-10950,C03559,S10143,VAR1,R00608,1,spearhead,metal,copper
Item-10950,C03559,S10143,VAR1,R00608,1,needle,bone,animal
Item-10950,C03559,S10143,VAR1,R00608,1,axe-sceptre,stone,
Item-10950,C03559,S10143,VAR1,R00608,1,tube,metal,gold
Item-10950,C03559,S10143,VAR1,R00608,1,ring,metal,gold
Item-10950,C03559,S10143,VAR1,R00608,1,axe,metal,copper
Item-10950,C03559,S10143,VAR1,R00608,1,vessel,clay,clay: pottery
Item-10950,C03559,S10143,VAR1,R00608,1,lid,clay,clay: pottery
Item-10950,C03559,S10143,VAR1,R00608,1,blade,stone,flint
Item-10950,C03559,S10143,VAR1,R00608,1,axe,metal,copper
Item-10950,C03559,S10143,VAR1,R00608,1,axe,stone,
