ItemID,IndividualID,SiteID,PhaseID,RiteID,GraveGoods,Object,Material,MaterialType
Item-10326,C04756,S10527,BUDAK1,R02453,1,vessel,clay,clay: pottery
Item-10326,C04756,S10527,BUDAK1,R02453,1,vessel,clay,clay: pottery
Item-10326,C04756,S10527,BUDAK1,R02453,1,,tooth,animal
Item-10327,C04760,S10527,BUDAK1,R02457,1,bead,,
Item-10327,C04760,S10527,BUDAK1,R02457,1,vessel,clay,clay: pottery
Item-10327,C04760,S10527,BUDAK1,R02457,1,bead,metal,copper
Item-10327,C04760,S10527,BUDAK1,R02457,1,bead,metal,copper
Item-10327,C04760,S10527,BUDAK1,R02457,1,bead,stone,limestone
Item-10327,C04760,S10527,BUDAK1,R02457,1,blade,stone,radiolarite
Item-10327,C04760,S10527,BUDAK1,R02457,1,flake,stone,radiolarite
Item-10327,C04760,S10527,BUDAK1,R02457,1,trapeze,stone,flint/chert
Item-10327,C04760,S10527,BUDAK1,R02457,1,debitage,stone,limnic quartzite
Item-10327,C04760,S10527,BUDAK1,R02457,1,,shell,animal: mollusca
Item-10327,C04760,S10527,BUDAK1,R02457,1,bead,shell,animal: mollusca
Item-10328,C04761,S10527,BUDAK1,R02458,1,vessel,clay,clay: pottery
Item-10330,C04763,S10527,BUDAK1,R02460,1,bead,,
Item-10330,C04763,S10527,BUDAK1,R02460,1,vessel,clay,clay: pottery
Item-10330,C04763,S10527,BUDAK1,R02460,1,,shell,
Item-10330,C04763,S10527,BUDAK1,R02460,1,plaque,shell,
Item-10330,C04763,S10527,BUDAK1,R02460,1,,stone,
Item-10332,C04767,S10527,BUDAK1,R02464,1,vessel,clay,clay: pottery
Item-10332,C04767,S10527,BUDAK1,R02464,1,vessel,clay,clay: pottery
Item-10332,C04767,S10527,BUDAK1,R02464,1,vessel,clay,clay: pottery
Item-10332,C04767,S10527,BUDAK1,R02464,1,bead,stone,limestone
Item-10334,C04769,S10527,BUDAK1,R02466,1,segment,stone,hornstone
Item-10334,C04769,S10527,BUDAK1,R02466,1,bead,stone,limestone
Item-10334,C04769,S10527,BUDAK1,R02466,1,bead,stone,limestone
Item-10334,C04769,S10527,BUDAK1,R02466,1,bead,shell,animal: mollusca
Item-10335,C04770,S10527,BUDAK1,R02467,1,vessel,clay,clay: pottery
Item-10335,C04770,S10527,BUDAK1,R02467,1,vessel,clay,clay: pottery
Item-10335,C04770,S10527,BUDAK1,R02467,1,vessel,clay,clay: pottery
Item-10335,C04770,S10527,BUDAK1,R02467,1,vessel,clay,clay: pottery
Item-10335,C04770,S10527,BUDAK1,R02467,1,bead,stone,limestone
Item-10336,C04771,S10527,BUDAK1,R02468,1,bead,stone,limestone
Item-10336,C04771,S10527,BUDAK1,R02468,1,blade,stone,radiolarite
Item-10338,C04773,S10527,BUDAK1,R02470,1,vessel,clay,clay: pottery
Item-10338,C04773,S10527,BUDAK1,R02470,1,plaque,metal,copper
Item-10338,C04773,S10527,BUDAK1,R02470,1,,stone,
Item-10339,C04774,S10527,BUDAK1,R02471,1,vessel,clay,clay: pottery
Item-10340,C04775,S10527,BUDAK1,R02472,1,vessel,clay,clay: pottery
Item-10340,C04775,S10527,BUDAK1,R02472,1,vessel,clay,clay: pottery
Item-10340,C04775,S10527,BUDAK1,R02472,1,,shell,animal: mollusca
Item-10340,C04775,S10527,BUDAK1,R02472,1,,shell,animal: mollusca
Item-10342,C04777,S10527,BUDAK1,R02474,1,vessel,clay,clay: pottery
Item-10342,C04777,S10527,BUDAK1,R02474,1,vessel,clay,clay: pottery
Item-10342,C04777,S10527,BUDAK1,R02474,1,bead,metal,copper
Item-10342,C04777,S10527,BUDAK1,R02474,1,bead,metal,copper
Item-10342,C04777,S10527,BUDAK1,R02474,1,bead,stone,limestone
Item-10342,C04777,S10527,BUDAK1,R02474,1,bead,shell,animal: mollusca
Item-10345,C04780,S10527,BUDAK1,R02477,1,vessel,clay,clay: pottery
Item-10349,C04784,S10527,BUDAK1,R02481,1,vessel,clay,clay: pottery
Item-10349,C04784,S10527,BUDAK1,R02481,1,scraper: side,stone,radiolarite
Item-10349,C04784,S10527,BUDAK1,R02481,1,,stone,
Item-10350,C04785,S10527,BUDAK1,R02482,1,vessel,clay,clay: pottery
Item-10350,C04785,S10527,BUDAK1,R02482,1,trapeze,stone,limnic quartzite
Item-10350,C04785,S10527,BUDAK1,R02482,1,,shell,animal: mollusca
Item-10350,C04785,S10527,BUDAK1,R02482,1,bead,shell,animal: mollusca
Item-10350,C04785,S10527,BUDAK1,R02482,1,bead,shell,animal: mollusca
Item-10351,C04786,S10527,BUDAK1,R02483,1,pebble,stone,radiolarite
Item-10352,C04787,S10527,BUDAK1,R02484,1,bead,,
Item-10352,C04787,S10527,BUDAK1,R02484,1,bead,,
Item-10352,C04787,S10527,BUDAK1,R02484,1,bead,metal,copper
Item-10352,C04787,S10527,BUDAK1,R02484,1,bead,stone,limestone
Item-10352,C04787,S10527,BUDAK1,R02484,1,,shell,animal: mollusca
Item-10352,C04787,S10527,BUDAK1,R02484,1,,shell,animal: mollusca
Item-10352,C04787,S10527,BUDAK1,R02484,1,plaque,,animal: mollusca
Item-10352,C04787,S10527,BUDAK1,R02484,1,plaque,shell,animal: mollusca
Item-10353,C04788,S10527,BUDAK1,R02485,1,vessel,clay,clay: pottery
Item-10354,C04789,S10527,BUDAK1,R02486,1,vessel,clay,clay: pottery
Item-10354,C04789,S10527,BUDAK1,R02486,1,scraper: side,stone,radiolarite
Item-10354,C04789,S10527,BUDAK1,R02486,1,bead,shell,animal: mollusca
Item-10356,C04791,S10527,BUDAK1,R02488,1,vessel,clay,clay: pottery
Item-10356,C04791,S10527,BUDAK1,R02488,1,vessel,clay,clay: pottery
Item-10356,C04791,S10527,BUDAK1,R02488,1,vessel,clay,clay: pottery
Item-10358,C04793,S10527,BUDAK1,R02490,1,vessel,clay,clay: pottery
Item-10358,C04793,S10527,BUDAK1,R02490,1,bead,stone,limestone
Item-10360,C04795,S10527,BUDAK1,R02492,1,blade,stone,limnic quartzite
Item-10360,C04795,S10527,BUDAK1,R02492,1,blade,stone,flint/chert
Item-10361,C04797,S10527,BUDAK1,R02494,1,bead,stone,limestone
Item-10361,C04797,S10527,BUDAK1,R02494,1,,shell,animal: mollusca
Item-10361,C04797,S10527,BUDAK1,R02494,1,bead,shell,animal: mollusca
Item-10362,C04799,S10527,BUDAK1,R02496,1,vessel,clay,clay: pottery
Item-10362,C04799,S10527,BUDAK1,R02496,1,vessel,clay,clay: pottery
Item-10362,C04799,S10527,BUDAK1,R02496,1,vessel,clay,clay: pottery
Item-10364,C04801,S10527,BUDAK1,R02498,1,,bone,
Item-10364,C04801,S10527,BUDAK1,R02498,1,implement,bone,animal
Item-10364,C04801,S10527,BUDAK1,R02498,1,vessel,clay,clay: pottery
Item-10364,C04801,S10527,BUDAK1,R02498,1,vessel,clay,clay: pottery
Item-10364,C04801,S10527,BUDAK1,R02498,1,bead,stone,limestone
Item-10364,C04801,S10527,BUDAK1,R02498,1,bead,stone,limestone
Item-10364,C04801,S10527,BUDAK1,R02498,1,bead,stone,
Item-10366,C04803,S10527,BUDAK1,R02500,1,plaque,antler,
Item-10366,C04803,S10527,BUDAK1,R02500,1,vessel,clay,clay: pottery
Item-10366,C04803,S10527,BUDAK1,R02500,1,vessel,clay,clay: pottery
Item-10366,C04803,S10527,BUDAK1,R02500,1,vessel,clay,clay: pottery
Item-10366,C04803,S10527,BUDAK1,R02500,1,vessel,clay,clay: pottery
Item-10366,C04803,S10527,BUDAK1,R02500,1,trapeze,stone,limnic quartzite
Item-10366,C04803,S10527,BUDAK1,R02500,1,trapeze,stone,radiolarite
Item-10366,C04803,S10527,BUDAK1,R02500,1,blade,stone,radiolarite
Item-10366,C04803,S10527,BUDAK1,R02500,1,blade,stone,radiolarite
Item-10366,C04803,S10527,BUDAK1,R02500,1,trapeze,stone,limnic quartzite
Item-10368,C04805,S10527,BUDAK1,R02502,1,bead,,
Item-10368,C04805,S10527,BUDAK1,R02502,1,bead,metal,copper
Item-10368,C04805,S10527,BUDAK1,R02502,1,point,stone,radiolarite
Item-10368,C04805,S10527,BUDAK1,R02502,1,blade,stone,radiolarite
Item-10368,C04805,S10527,BUDAK1,R02502,1,bead,shell,animal: mollusca
Item-10368,C04805,S10527,BUDAK1,R02502,1,bead,shell,animal: mollusca
Item-10368,C04805,S10527,BUDAK1,R02502,1,plaque,shell,animal: mollusca
Item-10369,C04806,S10527,BUDAK1,R02503,1,vessel,clay,clay: pottery
Item-10370,C04807,S10527,BUDAK1,R02504,1,bead,stone,limestone
Item-10372,C04809,S10527,BUDAK1,R02506,1,blade,,
Item-10372,C04809,S10527,BUDAK1,R02506,1,axe,antler,
Item-10372,C04809,S10527,BUDAK1,R02506,1,,bone: tibia,animal: small ruminant
Item-10372,C04809,S10527,BUDAK1,R02506,1,,bone: tibia,animal: small ruminant
Item-10372,C04809,S10527,BUDAK1,R02506,1,flake,stone,radiolarite
Item-10372,C04809,S10527,BUDAK1,R02506,1,debitage: chip,stone,radiolarite
Item-10372,C04809,S10527,BUDAK1,R02506,1,,stone,chalk
Item-10372,C04809,S10527,BUDAK1,R02506,1,flake,stone,hornstone
Item-10372,C04809,S10527,BUDAK1,R02506,1,end-scraper,stone,flint/chert
Item-10372,C04809,S10527,BUDAK1,R02506,1,axe,stone,serpentinite
Item-10372,C04809,S10527,BUDAK1,R02506,1,,stone,haematite
Item-10372,C04809,S10527,BUDAK1,R02506,1,,stone,
Item-10372,C04809,S10527,BUDAK1,R02506,1,,stone,
Item-10372,C04809,S10527,BUDAK1,R02506,1,blade,stone,flint/chert
Item-10372,C04809,S10527,BUDAK1,R02506,1,blade,stone,flint/chert
Item-10372,C04809,S10527,BUDAK1,R02506,1,blade,stone,flint
Item-10372,C04809,S10527,BUDAK1,R02506,1,segment,stone,radiolarite
Item-10372,C04809,S10527,BUDAK1,R02506,1,burin,stone,radiolarite
Item-10372,C04809,S10527,BUDAK1,R02506,1,segment,stone,limnic quartzite
Item-10372,C04809,S10527,BUDAK1,R02506,1,segment,stone,flint
Item-10372,C04809,S10527,BUDAK1,R02506,1,segment,stone,hornstone
Item-10372,C04809,S10527,BUDAK1,R02506,1,segment,stone,obsidian
Item-10372,C04809,S10527,BUDAK1,R02506,1,flake,stone,limnic quartzite
Item-10372,C04809,S10527,BUDAK1,R02506,1,trapeze,stone,radiolarite
Item-10372,C04809,S10527,BUDAK1,R02506,1,blade,stone,radiolarite
Item-10372,C04809,S10527,BUDAK1,R02506,1,blade,stone,radiolarite
Item-10372,C04809,S10527,BUDAK1,R02506,1,debitage,stone,radiolarite
Item-10372,C04809,S10527,BUDAK1,R02506,1,blade,stone,flint/chert
Item-10372,C04809,S10527,BUDAK1,R02506,1,blade,stone,obsidian
Item-10372,C04809,S10527,BUDAK1,R02506,1,debitage,stone,obsidian
Item-10372,C04809,S10527,BUDAK1,R02506,1,flake,stone,
Item-10372,C04809,S10527,BUDAK1,R02506,1,blade,stone,
Item-10372,C04809,S10527,BUDAK1,R02506,1,debitage,stone,limnic quartzite
Item-10372,C04809,S10527,BUDAK1,R02506,1,flake,stone,flint
Item-10372,C04809,S10527,BUDAK1,R02506,1,flake,stone,limnic quartzite
Item-10372,C04809,S10527,BUDAK1,R02506,1,flake,stone,flint/chert
Item-10372,C04809,S10527,BUDAK1,R02506,1,debitage,stone,limnic quartzite
Item-10372,C04809,S10527,BUDAK1,R02506,1,flake,stone,limnic quartzite
Item-10372,C04809,S10527,BUDAK1,R02506,1,trapeze,stone,flint/chert
Item-10372,C04809,S10527,BUDAK1,R02506,1,debitage,stone,flint/chert
Item-10372,C04809,S10527,BUDAK1,R02506,1,flake,stone,limnic quartzite
Item-10372,C04809,S10527,BUDAK1,R02506,1,trapeze,stone,limnic quartzite
Item-10372,C04809,S10527,BUDAK1,R02506,1,triangle,stone,limnic quartzite
Item-10372,C04809,S10527,BUDAK1,R02506,1,debitage,stone,radiolarite
Item-10372,C04809,S10527,BUDAK1,R02506,1,flake,stone,limnic quartzite
Item-10372,C04809,S10527,BUDAK1,R02506,1,trapeze,stone,radiolarite
Item-10372,C04809,S10527,BUDAK1,R02506,1,flake,stone,radiolarite
Item-10372,C04809,S10527,BUDAK1,R02506,1,debitage,stone,radiolarite
Item-10372,C04809,S10527,BUDAK1,R02506,1,flake,stone,limnic quartzite
Item-10372,C04809,S10527,BUDAK1,R02506,1,flake,stone,radiolarite
Item-10372,C04809,S10527,BUDAK1,R02506,1,burin,stone,radiolarite
Item-10372,C04809,S10527,BUDAK1,R02506,1,flake,stone,radiolarite
Item-10372,C04809,S10527,BUDAK1,R02506,1,debitage,stone,radiolarite
Item-10372,C04809,S10527,BUDAK1,R02506,1,debitage,stone,limnic quartzite
Item-10372,C04809,S10527,BUDAK1,R02506,1,flake,stone,radiolarite
Item-10372,C04809,S10527,BUDAK1,R02506,1,blade,stone,limnic quartzite
Item-10372,C04809,S10527,BUDAK1,R02506,1,flake,stone,limnic quartzite
Item-10372,C04809,S10527,BUDAK1,R02506,1,debitage,stone,limnic quartzite
Item-10372,C04809,S10527,BUDAK1,R02506,1,flake,stone,jasper
Item-10372,C04809,S10527,BUDAK1,R02506,1,debitage,stone,limnic quartzite
Item-10372,C04809,S10527,BUDAK1,R02506,1,debitage,stone,radiolarite
Item-10372,C04809,S10527,BUDAK1,R02506,1,flake,stone,hornstone
Item-10372,C04809,S10527,BUDAK1,R02506,1,end-scraper,stone,limnic quartzite
Item-10372,C04809,S10527,BUDAK1,R02506,1,trapeze,stone,limnic quartzite
Item-10372,C04809,S10527,BUDAK1,R02506,1,blade,stone,limnic quartzite
Item-10372,C04809,S10527,BUDAK1,R02506,1,blade,stone,limnic quartzite
Item-10372,C04809,S10527,BUDAK1,R02506,1,flake,stone,radiolarite
Item-10372,C04809,S10527,BUDAK1,R02506,1,blade,stone,radiolarite
Item-10372,C04809,S10527,BUDAK1,R02506,1,,bone: tibia,animal: roe deer
Item-10372,C04809,S10527,BUDAK1,R02506,1,,bone: tibia,animal: roe deer
Item-10372,C04809,S10527,BUDAK1,R02506,1,awl,bone: metatarsal,animal: deer
Item-10372,C04809,S10527,BUDAK1,R02506,1,,bone: tibia,animal: sheep/goat
Item-10372,C04809,S10527,BUDAK1,R02506,1,,bone: tibia,animal: sheep/goat
Item-10372,C04809,S10527,BUDAK1,R02506,1,,tooth: canine,animal: wild boar
Item-10372,C04809,S10527,BUDAK1,R02506,1,awl,tooth: canine,animal: wild boar
Item-10374,C04811,S10527,BUDAK1,R02508,1,,stone,
Item-10374,C04811,S10527,BUDAK1,R02508,1,flake,stone,radiolarite
Item-10374,C04811,S10527,BUDAK1,R02508,1,bead,stone,limestone
Item-10374,C04811,S10527,BUDAK1,R02508,1,,shell,animal: mollusca
Item-10374,C04811,S10527,BUDAK1,R02508,1,,shell,animal: mollusca
Item-10374,C04811,S10527,BUDAK1,R02508,1,,shell,animal: mollusca
Item-10377,C04814,S10527,BUDAK1,R02511,1,vessel,clay,clay: pottery
Item-10379,C04816,S10527,BUDAK1,R02513,1,axe,antler,
Item-10379,C04816,S10527,BUDAK1,R02513,1,vessel,clay,clay: pottery
Item-10379,C04816,S10527,BUDAK1,R02513,1,vessel,clay,clay: pottery
Item-10379,C04816,S10527,BUDAK1,R02513,1,vessel,clay,clay: pottery
Item-10379,C04816,S10527,BUDAK1,R02513,1,blade,stone,radiolarite
Item-10379,C04816,S10527,BUDAK1,R02513,1,burin,stone,
Item-10381,C04818,S10527,BUDAK1,R02515,1,vessel,clay,clay: pottery
Item-10381,C04818,S10527,BUDAK1,R02515,1,scraper: side,stone,radiolarite
Item-10382,C04819,S10527,BUDAK1,R02516,1,vessel,clay,clay: pottery
Item-10383,C04820,S10527,BUDAK1,R02517,1,rectangle,stone,flint/chert
Item-10383,C04820,S10527,BUDAK1,R02517,1,flake,stone,radiolarite
Item-10383,C04820,S10527,BUDAK1,R02517,1,plaque,shell,animal: mollusca
Item-10384,C04821,S10527,BUDAK1,R02518,1,vessel,clay,clay: pottery
Item-10384,C04821,S10527,BUDAK1,R02518,1,vessel,clay,clay: pottery
Item-10385,C04822,S10527,BUDAK1,R02519,1,vessel,clay,clay: pottery
Item-10387,C04824,S10527,BUDAK1,R02521,1,bead,stone,limestone
Item-10387,C04824,S10527,BUDAK1,R02521,1,debitage,stone,radiolarite
Item-10387,C04824,S10527,BUDAK1,R02521,1,,shell,animal: mollusca
Item-10388,C04825,S10527,BUDAK1,R02522,1,bead,stone,limestone
Item-10388,C04825,S10527,BUDAK1,R02522,1,,shell,animal: mollusca
Item-10389,C04826,S10527,BUDAK1,R02523,1,vessel,clay,clay: pottery
Item-10389,C04826,S10527,BUDAK1,R02523,1,vessel,clay,clay: pottery
Item-10390,C04828,S10527,BUDAK1,R02525,1,vessel,clay,clay: pottery
Item-10390,C04828,S10527,BUDAK1,R02525,1,pigment: lump,stone,ochre
Item-10390,C04828,S10527,BUDAK1,R02525,1,bead,stone,limestone
Item-10392,C04832,S10527,BUDAK1,R02529,1,vessel,clay,clay: pottery
Item-10392,C04832,S10527,BUDAK1,R02529,1,,stone,
Item-10394,C04834,S10527,BUDAK1,R02531,1,vessel,clay,clay: pottery
Item-10394,C04834,S10527,BUDAK1,R02531,1,bead,stone,limestone
Item-10395,C04836,S10527,BUDAK1,R02533,1,vessel,clay,clay: pottery
Item-10395,C04836,S10527,BUDAK1,R02533,1,bead,stone,limestone
Item-10395,C04836,S10527,BUDAK1,R02533,1,plaque,shell,animal: mollusca
Item-10396,C04838,S10527,BUDAK1,R02535,1,vessel,clay,clay: pottery
Item-10396,C04838,S10527,BUDAK1,R02535,1,vessel,clay,clay: pottery
Item-10396,C04838,S10527,BUDAK1,R02535,1,vessel,clay,clay: pottery
Item-10396,C04838,S10527,BUDAK1,R02535,1,bead,stone,limestone
Item-10396,C04838,S10527,BUDAK1,R02535,1,bead,stone,limestone
Item-10396,C04838,S10527,BUDAK1,R02535,1,flake,stone,radiolarite
Item-10397,C04840,S10527,BUDAK1,R02537,1,triangle,stone,flint/chert
Item-10397,C04840,S10527,BUDAK1,R02537,1,vessel,clay,clay: pottery
Item-10397,C04840,S10527,BUDAK1,R02537,1,vessel,clay,clay: pottery
Item-10397,C04840,S10527,BUDAK1,R02537,1,bead,metal,copper
Item-10397,C04840,S10527,BUDAK1,R02537,1,axe: hammer,stone,serpentinite
Item-10397,C04840,S10527,BUDAK1,R02537,1,axe: hammer,stone,serpentinite
Item-10397,C04840,S10527,BUDAK1,R02537,1,flake,stone,flint/chert
Item-10397,C04840,S10527,BUDAK1,R02537,1,flake,stone,flint/chert
Item-10397,C04840,S10527,BUDAK1,R02537,1,point,stone,limnic quartzite
Item-10397,C04840,S10527,BUDAK1,R02537,1,trapeze,stone,limnic quartzite
Item-10397,C04840,S10527,BUDAK1,R02537,1,trapeze,stone,radiolarite
Item-10397,C04840,S10527,BUDAK1,R02537,1,flake,stone,limnic quartzite
Item-10397,C04840,S10527,BUDAK1,R02537,1,bead,stone,
Item-10397,C04840,S10527,BUDAK1,R02537,1,bead,shell,animal: mollusca
Item-10398,C04841,S10527,BUDAK1,R02538,1,bead,clay,clay: pottery
Item-10398,C04841,S10527,BUDAK1,R02538,1,trapeze,stone,jasper
Item-10399,C04842,S10527,BUDAK1,R02539,1,,shell,animal: mollusca
Item-10400,C04844,S10527,BUDAK1,R02541,1,implement,bone,animal
Item-10400,C04844,S10527,BUDAK1,R02541,1,implement,bone,animal
Item-10400,C04844,S10527,BUDAK1,R02541,1,vessel,clay,clay: pottery
Item-10400,C04844,S10527,BUDAK1,R02541,1,vessel,clay,clay: pottery
Item-10400,C04844,S10527,BUDAK1,R02541,1,bead,metal,copper
Item-10400,C04844,S10527,BUDAK1,R02541,1,bead,metal,copper
Item-10400,C04844,S10527,BUDAK1,R02541,1,bead,stone,limestone
Item-10400,C04844,S10527,BUDAK1,R02541,1,flake,stone,radiolarite
Item-10400,C04844,S10527,BUDAK1,R02541,1,trapeze,stone,flint/chert
Item-10400,C04844,S10527,BUDAK1,R02541,1,blade,stone,radiolarite
Item-10400,C04844,S10527,BUDAK1,R02541,1,trapeze,stone,flint/chert
Item-10400,C04844,S10527,BUDAK1,R02541,1,bead,shell,animal: mollusca
Item-10400,C04844,S10527,BUDAK1,R02541,1,bead,shell,animal: mollusca
Item-10401,C04845,S10527,BUDAK1,R02542,1,core,stone,obsidian
Item-10402,C04846,S10527,BUDAK1,R02543,1,vessel,clay,clay: pottery
Item-10404,C04848,S10527,BUDAK1,R02545,1,vessel,clay,clay: pottery
Item-10404,C04848,S10527,BUDAK1,R02545,1,bead,stone,limestone
Item-10404,C04848,S10527,BUDAK1,R02545,1,plaque,shell,animal: mollusca
Item-10406,C04850,S10527,BUDAK1,R02547,1,vessel,clay,clay: pottery
Item-10406,C04850,S10527,BUDAK1,R02547,1,vessel,clay,clay: pottery
Item-10406,C04850,S10527,BUDAK1,R02547,1,vessel,clay,clay: pottery
Item-10406,C04850,S10527,BUDAK1,R02547,1,debitage,stone,
Item-10406,C04850,S10527,BUDAK1,R02547,1,,stone,
Item-10407,C04851,S10527,BUDAK1,R02548,1,axe: hammer,stone,serpentinite
Item-10407,C04851,S10527,BUDAK1,R02548,1,bead,stone,limestone
Item-10407,C04851,S10527,BUDAK1,R02548,1,bead,stone,limestone
Item-10407,C04851,S10527,BUDAK1,R02548,1,bead,shell,animal: mollusca
Item-10408,C04853,S10527,BUDAK1,R02550,1,vessel,clay,clay: pottery
Item-10408,C04853,S10527,BUDAK1,R02550,1,vessel,clay,clay: pottery
Item-10408,C04853,S10527,BUDAK1,R02550,1,vessel,clay,clay: pottery
Item-10408,C04853,S10527,BUDAK1,R02550,1,vessel,clay,clay: pottery
Item-10408,C04853,S10527,BUDAK1,R02550,1,flake,stone,radiolarite
Item-10408,C04853,S10527,BUDAK1,R02550,1,flake,stone,radiolarite
Item-10408,C04853,S10527,BUDAK1,R02550,1,trapeze,stone,radiolarite
Item-10408,C04853,S10527,BUDAK1,R02550,1,blade,stone,limnic quartzite
Item-10408,C04853,S10527,BUDAK1,R02550,1,trapeze,stone,limnic quartzite
Item-10408,C04853,S10527,BUDAK1,R02550,1,point,stone,flint/chert
Item-10408,C04853,S10527,BUDAK1,R02550,1,flake,stone,flint/chert
Item-10408,C04853,S10527,BUDAK1,R02550,1,trapeze,stone,flint/chert
Item-10408,C04853,S10527,BUDAK1,R02550,1,trapeze,stone,flint/chert
Item-10408,C04853,S10527,BUDAK1,R02550,1,trapeze,stone,obsidian
Item-10408,C04853,S10527,BUDAK1,R02550,1,flake,stone,radiolarite
Item-10409,C04854,S10527,BUDAK1,R02551,1,vessel,clay,clay: pottery
Item-10409,C04854,S10527,BUDAK1,R02551,1,vessel,clay,clay: pottery
Item-10409,C04854,S10527,BUDAK1,R02551,1,plaque,shell,
Item-10409,C04854,S10527,BUDAK1,R02551,1,flake,stone,radiolarite
Item-10410,C04855,S10527,BUDAK1,R02552,1,vessel,clay,clay: pottery
Item-10410,C04855,S10527,BUDAK1,R02552,1,vessel,clay,clay: pottery
Item-10412,C04857,S10527,BUDAK1,R02554,1,vessel,clay,clay: pottery
Item-10412,C04857,S10527,BUDAK1,R02554,1,bead,shell,
Item-10412,C04857,S10527,BUDAK1,R02554,1,end-scraper,stone,hornstone
Item-10412,C04857,S10527,BUDAK1,R02554,1,flake,stone,radiolarite
Item-10412,C04857,S10527,BUDAK1,R02554,1,rectangle,stone,jasper
Item-10412,C04857,S10527,BUDAK1,R02554,1,flake,stone,radiolarite
Item-10412,C04857,S10527,BUDAK1,R02554,1,debitage,stone,hornstone
Item-10413,C04858,S10527,BUDAK1,R02555,1,,bone,animal
Item-10413,C04858,S10527,BUDAK1,R02555,1,bracelet,tooth: canine: upper,animal: wild boar
Item-10413,C04858,S10527,BUDAK1,R02555,1,vessel,clay,clay: pottery
Item-10413,C04858,S10527,BUDAK1,R02555,1,bead,shell,
Item-10413,C04858,S10527,BUDAK1,R02555,1,plaque,shell,
Item-10413,C04858,S10527,BUDAK1,R02555,1,bead,shell,
Item-10413,C04858,S10527,BUDAK1,R02555,1,bead,shell,animal: mollusca
Item-10413,C04858,S10527,BUDAK1,R02555,1,bead,shell,animal: mollusca
Item-10415,C04860,S10527,BUDAK1,R02557,1,vessel,clay,clay: pottery
Item-10415,C04860,S10527,BUDAK1,R02557,1,vessel,clay,clay: pottery
Item-10416,C04861,S10527,BUDAK1,R02558,1,vessel,clay,clay: pottery
Item-10416,C04861,S10527,BUDAK1,R02558,1,vessel,clay,clay: pottery
Item-10416,C04861,S10527,BUDAK1,R02558,1,bead,metal,copper
Item-10416,C04861,S10527,BUDAK1,R02558,1,bead,metal,copper
Item-10416,C04861,S10527,BUDAK1,R02558,1,artefact,metal,copper
Item-10416,C04861,S10527,BUDAK1,R02558,1,bead,metal: sheet,copper
Item-10416,C04861,S10527,BUDAK1,R02558,1,bead,stone,limestone
Item-10416,C04861,S10527,BUDAK1,R02558,1,bead,shell,animal: mollusca
Item-10416,C04861,S10527,BUDAK1,R02558,1,bead,shell,animal: mollusca
Item-10419,C04864,S10527,BUDAK1,R02561,1,bead,metal,copper
Item-10419,C04864,S10527,BUDAK1,R02561,1,blade,stone,limnic quartzite
Item-10419,C04864,S10527,BUDAK1,R02561,1,debitage,stone,flint/chert
Item-10419,C04864,S10527,BUDAK1,R02561,1,bead,shell,animal: mollusca
Item-10419,C04864,S10527,BUDAK1,R02561,1,awl,bone: metatarsal,animal: sheep/goat
Item-10421,C04867,S10527,BUDAK1,R02564,1,,bone,animal
Item-10421,C04867,S10527,BUDAK1,R02564,1,vessel,clay,clay: pottery
Item-10421,C04867,S10527,BUDAK1,R02564,1,vessel,clay,clay: pottery
Item-10421,C04867,S10527,BUDAK1,R02564,1,vessel,clay,clay: pottery
Item-10421,C04867,S10527,BUDAK1,R02564,1,vessel,clay,clay: pottery
Item-10421,C04867,S10527,BUDAK1,R02564,1,vessel,clay,clay: pottery
Item-10421,C04867,S10527,BUDAK1,R02564,1,bead,clay,clay: pottery
Item-10421,C04867,S10527,BUDAK1,R02564,1,chisel,metal,copper
Item-10421,C04867,S10527,BUDAK1,R02564,1,bead,metal,copper
Item-10421,C04867,S10527,BUDAK1,R02564,1,blade,stone,flint/chert
Item-10421,C04867,S10527,BUDAK1,R02564,1,trapeze,stone,limnic quartzite
Item-10421,C04867,S10527,BUDAK1,R02564,1,flake,stone,flint/chert
Item-10421,C04867,S10527,BUDAK1,R02564,1,blade,stone,flint/chert
Item-10421,C04867,S10527,BUDAK1,R02564,1,bead,stone,limestone
Item-10421,C04867,S10527,BUDAK1,R02564,1,bead,stone,limestone
Item-10421,C04867,S10527,BUDAK1,R02564,1,axe: hammer,stone,basalt
Item-10421,C04867,S10527,BUDAK1,R02564,1,bead,shell,animal: mollusca
Item-10421,C04867,S10527,BUDAK1,R02564,1,bead,shell,animal: mollusca
Item-10421,C04867,S10527,BUDAK1,R02564,1,bead,shell,animal: mollusca
Item-10421,C04867,S10527,BUDAK1,R02564,1,bead,shell,animal: mollusca
Item-10421,C04867,S10527,BUDAK1,R02564,1,plaque,shell,animal: mollusca
Item-10421,C04867,S10527,BUDAK1,R02564,1,plaque,shell,animal: mollusca
Item-10423,C04869,S10527,BUDAK1,R02566,1,blade,stone,radiolarite
Item-10424,C04870,S10527,BUDAK1,R02567,1,vessel,clay,clay: pottery
Item-10427,C04875,S10527,BUDAK1,R02572,1,vessel,clay,clay: pottery
Item-10428,C04876,S10527,BUDAK1,R02573,1,vessel,clay,clay: pottery
Item-10429,C04877,S10527,BUDAK1,R02574,1,vessel,clay,clay: pottery
Item-10429,C04877,S10527,BUDAK1,R02574,1,,stone,
