IndividualID;Culture;Period
C07704;Corded Ware/Single Grave/Battle Axe/Fatyanovo;Eneolithic
C07705;Corded Ware/Single Grave/Battle Axe/Fatyanovo;Eneolithic
C07706;Corded Ware/Single Grave/Battle Axe/Fatyanovo;Eneolithic
C07707;Corded Ware/Single Grave/Battle Axe/Fatyanovo;Eneolithic
C07708;Corded Ware/Single Grave/Battle Axe/Fatyanovo;Eneolithic
C07709;Corded Ware/Single Grave/Battle Axe/Fatyanovo;Eneolithic
C07710;Corded Ware/Single Grave/Battle Axe/Fatyanovo;Eneolithic
C07711;Corded Ware/Single Grave/Battle Axe/Fatyanovo;Eneolithic
C07744;Corded Ware/Single Grave/Battle Axe/Fatyanovo;Eneolithic
C07745;Corded Ware/Single Grave/Battle Axe/Fatyanovo;Eneolithic
C07747;Corded Ware/Single Grave/Battle Axe/Fatyanovo;Neolithic
C07755;Corded Ware/Single Grave/Battle Axe/Fatyanovo;Eneolithic
C07760;Corded Ware/Single Grave/Battle Axe/Fatyanovo;Eneolithic
C09329;Corded Ware/Single Grave/Battle Axe/Fatyanovo;Neolithic
C09331;Corded Ware/Single Grave/Battle Axe/Fatyanovo;Neolithic
C09377;Corded Ware/Single Grave/Battle Axe/Fatyanovo;Neolithic
C09428;Corded Ware/Single Grave/Battle Axe/Fatyanovo;Neolithic
C09429;Corded Ware/Single Grave/Battle Axe/Fatyanovo;Neolithic
C09430;Corded Ware/Single Grave/Battle Axe/Fatyanovo;Neolithic
C09474;Corded Ware/Single Grave/Battle Axe/Fatyanovo;Neolithic
C09782;Corded Ware/Single Grave/Battle Axe/Fatyanovo;Neolithic
C13771;Corded Ware/Single Grave/Battle Axe/Fatyanovo;Eneolithic
C13772;Corded Ware/Single Grave/Battle Axe/Fatyanovo;Eneolithic
C09371;Corded Ware/Single Grave/Battle Axe/Fatyanovo;Neolithic
C09372;Corded Ware/Single Grave/Battle Axe/Fatyanovo;Neolithic
C09438;Corded Ware/Single Grave/Battle Axe/Fatyanovo;Neolithic
C09439;Corded Ware/Single Grave/Battle Axe/Fatyanovo;Neolithic
C09440;Corded Ware/Single Grave/Battle Axe/Fatyanovo;Neolithic
C09441;Corded Ware/Single Grave/Battle Axe/Fatyanovo;Neolithic
C09442;Corded Ware/Single Grave/Battle Axe/Fatyanovo;Neolithic
C09502;Corded Ware/Single Grave/Battle Axe/Fatyanovo;Neolithic
C09544;Corded Ware/Single Grave/Battle Axe/Fatyanovo;Neolithic
C09545;Corded Ware/Single Grave/Battle Axe/Fatyanovo;Neolithic
C10370;Dnieper-Donets;Neolithic
C10371;Dnieper-Donets;Neolithic
C10372;Dnieper-Donets;Neolithic
C10373;Dnieper-Donets;Neolithic
C03975;Dnieper-Donets;Neolithic
C03976;Dnieper-Donets;Neolithic
C03977;Dnieper-Donets;Neolithic
C03978;Dnieper-Donets;Neolithic
C03979;Dnieper-Donets;Neolithic
C03980;Dnieper-Donets;Neolithic
C03981;Dnieper-Donets;Neolithic
C03982;Dnieper-Donets;Neolithic
C03983;Dnieper-Donets;Neolithic
C03984;Dnieper-Donets;Neolithic
C03985;Dnieper-Donets;Neolithic
C03986;Dnieper-Donets;Neolithic
C03987;Dnieper-Donets;Neolithic
C03988;Dnieper-Donets;Neolithic
C03989;Dnieper-Donets;Neolithic
C03990;Dnieper-Donets;Neolithic
C03991;Dnieper-Donets;Neolithic
C03992;Dnieper-Donets;Neolithic
C03993;Dnieper-Donets;Neolithic
C03994;Dnieper-Donets;Neolithic
C03995;Dnieper-Donets;Neolithic
C03996;Dnieper-Donets;Neolithic
C03997;Dnieper-Donets;Neolithic
C03998;Dnieper-Donets;Neolithic
C03999;Dnieper-Donets;Neolithic
C04000;Dnieper-Donets;Neolithic
C04001;Dnieper-Donets;Neolithic
C04002;Dnieper-Donets;Neolithic
C04003;Dnieper-Donets;Neolithic
C04004;Dnieper-Donets;Neolithic
C04005;Dnieper-Donets;Neolithic
C04006;Dnieper-Donets;Neolithic
C04007;Dnieper-Donets;Neolithic
C04008;Dnieper-Donets;Neolithic
C04009;Dnieper-Donets;Neolithic
C04010;Dnieper-Donets;Neolithic
C04011;Dnieper-Donets;Neolithic
C04012;Dnieper-Donets;Neolithic
C04014;Dnieper-Donets;Neolithic
C04015;Dnieper-Donets;Neolithic
C04016;Dnieper-Donets;Neolithic
C04017;Dnieper-Donets;Neolithic
C04018;Dnieper-Donets;Neolithic
C04019;Dnieper-Donets;Neolithic
C04020;Dnieper-Donets;Neolithic
C04021;Dnieper-Donets;Neolithic
C04022;Dnieper-Donets;Neolithic
C04023;Dnieper-Donets;Neolithic
C04024;Dnieper-Donets;Neolithic
C04025;Dnieper-Donets;Neolithic
C04026;Dnieper-Donets;Neolithic
C03770;Globular Amphora;Neolithic
C03771;Globular Amphora;Neolithic
C03772;Globular Amphora;Neolithic
C03773;Globular Amphora;Neolithic
C03774;Globular Amphora;Neolithic
C03775;Globular Amphora;Neolithic
C03776;Globular Amphora;Neolithic
C03777;Globular Amphora;Neolithic
C03778;Globular Amphora;Neolithic
C03779;Globular Amphora;Neolithic
C03780;Globular Amphora;Neolithic
C03781;Globular Amphora;Neolithic
C03782;Globular Amphora;Neolithic
C03783;Globular Amphora;Neolithic
C03784;Globular Amphora;Neolithic
C03785;Globular Amphora;Neolithic
C03786;Globular Amphora;Neolithic
C03787;Globular Amphora;Neolithic
C03788;Globular Amphora;Neolithic
C03789;Globular Amphora;Neolithic
C03790;Globular Amphora;Neolithic
C03791;Globular Amphora;Neolithic
C03792;Globular Amphora;Neolithic
C03793;Globular Amphora;Neolithic
C03794;Globular Amphora;Neolithic
C03795;Globular Amphora;Neolithic
C03796;Globular Amphora;Neolithic
C03797;Globular Amphora;Neolithic
C04059;Globular Amphora;Neolithic
C04060;Globular Amphora;Neolithic
C04061;Globular Amphora;Neolithic
C04062;Globular Amphora;Neolithic
C04063;Globular Amphora;Neolithic
C04479;Globular Amphora;Neolithic
C07617;Globular Amphora;Eneolithic
C07618;Globular Amphora;Eneolithic
C07619;Globular Amphora;Eneolithic
C07620;Globular Amphora;Eneolithic
C07621;Globular Amphora;Eneolithic
C07667;Globular Amphora;Eneolithic
C07668;Globular Amphora;Eneolithic
C07669;Globular Amphora;Eneolithic
C07750;Globular Amphora;Eneolithic
C07751;Globular Amphora;Eneolithic
C13005;Gumelnița;Eneolithic
C13006;Gumelnița;Eneolithic
C13007;Gumelnița;Eneolithic
C13008;Gumelnița;Eneolithic
C13009;Gumelnița;Eneolithic
C13011;Gumelnița;Eneolithic
C13012;Gumelnița;Eneolithic
C13013;Gumelnița;Eneolithic
C13014;Gumelnița;Eneolithic
C13015;Gumelnița;Eneolithic
C13016;Gumelnița;Eneolithic
C13017;Gumelnița;Eneolithic
C13018;Gumelnița;Eneolithic
C13019;Gumelnița;Eneolithic
C13020;Gumelnița;Eneolithic
C13021;Gumelnița;Eneolithic
C13022;Gumelnița;Eneolithic
C13023;Gumelnița;Eneolithic
C13024;Gumelnița;Eneolithic
C13025;Gumelnița;Eneolithic
C13026;Gumelnița;Eneolithic
C13027;Gumelnița;Eneolithic
C13028;Gumelnița;Eneolithic
C13029;Gumelnița;Eneolithic
C13030;Gumelnița;Eneolithic
C13031;Gumelnița;Eneolithic
C13032;Gumelnița;Eneolithic
C13033;Gumelnița;Eneolithic
C13034;Gumelnița;Eneolithic
C13035;Gumelnița;Eneolithic
C13036;Gumelnița;Eneolithic
C13039;Gumelnița;Eneolithic
C13040;Gumelnița;Eneolithic
C13041;Gumelnița;Eneolithic
C13042;Gumelnița;Eneolithic
C13043;Gumelnița;Eneolithic
C13044;Gumelnița;Eneolithic
C13045;Gumelnița;Eneolithic
C13046;Gumelnița;Eneolithic
C13047;Gumelnița;Eneolithic
C13048;Gumelnița;Eneolithic
C13049;Gumelnița;Eneolithic
C13050;Gumelnița;Eneolithic
C13051;Gumelnița;Eneolithic
C13052;Gumelnița;Eneolithic
C13053;Gumelnița;Eneolithic
C13054;Gumelnița;Eneolithic
C13055;Gumelnița;Eneolithic
C13056;Gumelnița;Eneolithic
C13057;Gumelnița;Eneolithic
C13058;Gumelnița;Eneolithic
C02847;Kisapostag;Bronze Age
C02852;Kisapostag;Bronze Age
C02853;Kisapostag;Bronze Age
C02856;Kisapostag;Bronze Age
C02859;Kisapostag;Bronze Age
C02869;Kisapostag;Bronze Age
C02870;Kisapostag;Bronze Age
C02886;Kisapostag;Bronze Age
C02899;Kisapostag;Bronze Age
C05276;Kisapostag;Bronze Age
C05283;Kisapostag;Bronze Age
C05338;Kisapostag;Bronze Age
C05354;Kisapostag;Bronze Age
C05356;Kisapostag;Bronze Age
C05358;Kisapostag;Bronze Age
C05361;Kisapostag;Bronze Age
C05406;Kisapostag;Bronze Age
C05409;Kisapostag;Bronze Age
C05411;Kisapostag;Bronze Age
C05415;Kisapostag;Bronze Age
C05420;Kisapostag;Bronze Age
C05461;Kisapostag;Bronze Age
C05462;Kisapostag;Bronze Age
C05466;Kisapostag;Bronze Age
C05467;Kisapostag;Bronze Age
C05474;Kisapostag;Bronze Age
C05475;Kisapostag;Bronze Age
C05478;Kisapostag;Bronze Age
C05484;Kisapostag;Bronze Age
C05525;Kisapostag;Bronze Age
C05568;Kisapostag;Bronze Age
C05570;Kisapostag;Bronze Age
C05587;Kisapostag;Bronze Age
C05589;Kisapostag;Bronze Age
C05591;Kisapostag;Bronze Age
C05598;Kisapostag;Bronze Age
C05602;Kisapostag;Bronze Age
C05617;Kisapostag;Bronze Age
C05619;Kisapostag;Bronze Age
C05620;Kisapostag;Bronze Age
C05637;Kisapostag;Bronze Age
C05768;Kisapostag;Bronze Age
C05783;Kisapostag;Bronze Age
C05909;Kisapostag;Bronze Age
C05914;Kisapostag;Bronze Age
C05919;Kisapostag;Bronze Age
C05937;Kisapostag;Bronze Age
C05973;Kisapostag;Bronze Age
C09393;\N;Neolithic
C09394;\N;Neolithic
C09395;\N;Neolithic
C13548;Knovíz;Iron Age
C13550;Knovíz;Bronze Age/Iron Age
C13551;Knovíz;Bronze Age/Iron Age
C13555;Knovíz;Bronze Age/Iron Age
C13558;Knovíz;Bronze Age
C13668;Knovíz;Bronze Age
C13669;Knovíz;Bronze Age
C13670;Knovíz;Bronze Age
C13691;Knovíz;Iron Age
C13692;Knovíz;Iron Age
C13693;Knovíz;Iron Age
C13694;Knovíz;Bronze Age/Iron Age
C13695;Knovíz;Bronze Age/Iron Age
C13696;Knovíz;Bronze Age/Iron Age
C13699;Knovíz;Bronze Age
C13700;Knovíz;Bronze Age
C13701;Knovíz;Bronze Age
C13702;Knovíz;Bronze Age
C13703;Knovíz;Bronze Age
C13704;Knovíz;Bronze Age
C13705;Knovíz;Bronze Age
C13706;Knovíz;Bronze Age
C13707;Knovíz;Bronze Age
C13708;Knovíz;Bronze Age
C13709;Knovíz;Bronze Age
C13710;Knovíz;Bronze Age
C13711;Knovíz;Bronze Age
C13712;Knovíz;Bronze Age
C13713;Knovíz;Bronze Age
C13714;Knovíz;Bronze Age
C13726;Knovíz;Bronze Age
C13727;Knovíz;Bronze Age
C13752;Knovíz;Bronze Age
C13753;Knovíz;Bronze Age
C13754;Knovíz;Bronze Age
C13755;Knovíz;Bronze Age
C13756;Knovíz;Bronze Age
C13757;Knovíz;Bronze Age
C13758;Knovíz;Bronze Age
C03559;Kodžadermen-Gumelnița-Karanovo VI;Eneolithic
C03560;Kodžadermen-Gumelnița-Karanovo VI;Eneolithic
C03561;Kodžadermen-Gumelnița-Karanovo VI;Eneolithic
C03562;Kodžadermen-Gumelnița-Karanovo VI;Eneolithic
C03562;Kodžadermen-Gumelnița-Karanovo VI;Eneolithic
C03563;Kodžadermen-Gumelnița-Karanovo VI;Eneolithic
C03564;Kodžadermen-Gumelnița-Karanovo VI;Eneolithic
C03565;Kodžadermen-Gumelnița-Karanovo VI;Eneolithic
C03566;Kodžadermen-Gumelnița-Karanovo VI;Eneolithic
C03567;Kodžadermen-Gumelnița-Karanovo VI;Eneolithic
C03568;Kodžadermen-Gumelnița-Karanovo VI;Eneolithic
C03569;Kodžadermen-Gumelnița-Karanovo VI;Eneolithic
C03570;Kodžadermen-Gumelnița-Karanovo VI;Eneolithic
C03571;Kodžadermen-Gumelnița-Karanovo VI;Eneolithic
C03572;Kodžadermen-Gumelnița-Karanovo VI;Eneolithic
C03574;Kodžadermen-Gumelnița-Karanovo VI;Eneolithic
C03575;Kodžadermen-Gumelnița-Karanovo VI;Eneolithic
C03576;Kodžadermen-Gumelnița-Karanovo VI;Eneolithic
C03577;Kodžadermen-Gumelnița-Karanovo VI;Eneolithic
C03578;Kodžadermen-Gumelnița-Karanovo VI;Eneolithic
C03579;Kodžadermen-Gumelnița-Karanovo VI;Eneolithic
C03580;Kodžadermen-Gumelnița-Karanovo VI;Eneolithic
C03581;Kodžadermen-Gumelnița-Karanovo VI;Eneolithic
C03582;Kodžadermen-Gumelnița-Karanovo VI;Eneolithic
C03583;Kodžadermen-Gumelnița-Karanovo VI;Eneolithic
C03584;Kodžadermen-Gumelnița-Karanovo VI;Eneolithic
C03585;Kodžadermen-Gumelnița-Karanovo VI;Eneolithic
C03586;Kodžadermen-Gumelnița-Karanovo VI;Eneolithic
C03587;Kodžadermen-Gumelnița-Karanovo VI;Eneolithic
C03588;Kodžadermen-Gumelnița-Karanovo VI;Eneolithic
C03589;Kodžadermen-Gumelnița-Karanovo VI;Eneolithic
C03590;Kodžadermen-Gumelnița-Karanovo VI;Eneolithic
C03591;Kodžadermen-Gumelnița-Karanovo VI;Eneolithic
C03592;Kodžadermen-Gumelnița-Karanovo VI;Eneolithic
C03593;Kodžadermen-Gumelnița-Karanovo VI;Eneolithic
C03594;Kodžadermen-Gumelnița-Karanovo VI;Eneolithic
C03595;Kodžadermen-Gumelnița-Karanovo VI;Eneolithic
C03596;Kodžadermen-Gumelnița-Karanovo VI;Eneolithic
C03597;Kodžadermen-Gumelnița-Karanovo VI;Eneolithic
C03598;Kodžadermen-Gumelnița-Karanovo VI;Eneolithic
C03599;Kodžadermen-Gumelnița-Karanovo VI;Eneolithic
C03600;Kodžadermen-Gumelnița-Karanovo VI;Eneolithic
C03601;Kodžadermen-Gumelnița-Karanovo VI;Eneolithic
C03602;Kodžadermen-Gumelnița-Karanovo VI;Eneolithic
C03603;Kodžadermen-Gumelnița-Karanovo VI;Eneolithic
C03604;Kodžadermen-Gumelnița-Karanovo VI;Eneolithic
C03605;Kodžadermen-Gumelnița-Karanovo VI;Eneolithic
C03606;Kodžadermen-Gumelnița-Karanovo VI;Eneolithic
C03607;Kodžadermen-Gumelnița-Karanovo VI;Eneolithic
C03608;Kodžadermen-Gumelnița-Karanovo VI;Eneolithic
C03609;Kodžadermen-Gumelnița-Karanovo VI;Eneolithic
C03610;Kodžadermen-Gumelnița-Karanovo VI;Eneolithic
C03611;Kodžadermen-Gumelnița-Karanovo VI;Eneolithic
C03612;Kodžadermen-Gumelnița-Karanovo VI;Eneolithic
C03613;Kodžadermen-Gumelnița-Karanovo VI;Eneolithic
C03614;Kodžadermen-Gumelnița-Karanovo VI;Eneolithic
C03615;Kodžadermen-Gumelnița-Karanovo VI;Eneolithic
C03616;Kodžadermen-Gumelnița-Karanovo VI;Eneolithic
C03617;Kodžadermen-Gumelnița-Karanovo VI;Eneolithic
C03618;Kodžadermen-Gumelnița-Karanovo VI;Eneolithic
C03619;Kodžadermen-Gumelnița-Karanovo VI;Eneolithic
C03620;Kodžadermen-Gumelnița-Karanovo VI;Eneolithic
C03621;Kodžadermen-Gumelnița-Karanovo VI;Eneolithic
C03622;Kodžadermen-Gumelnița-Karanovo VI;Eneolithic
C03623;Kodžadermen-Gumelnița-Karanovo VI;Eneolithic
C03624;Kodžadermen-Gumelnița-Karanovo VI;Eneolithic
C12896;Kodžadermen-Gumelnița-Karanovo VI;Eneolithic
C12897;Kodžadermen-Gumelnița-Karanovo VI;Eneolithic
C13060;Kodžadermen-Gumelnița-Karanovo VI;Eneolithic
C13061;Kodžadermen-Gumelnița-Karanovo VI;Eneolithic
C13062;Kodžadermen-Gumelnița-Karanovo VI;Eneolithic
C13064;Kodžadermen-Gumelnița-Karanovo VI;Eneolithic
C13065;Kodžadermen-Gumelnița-Karanovo VI;Eneolithic
C13066;Kodžadermen-Gumelnița-Karanovo VI;Eneolithic
C13067;Kodžadermen-Gumelnița-Karanovo VI;Eneolithic
C13068;Kodžadermen-Gumelnița-Karanovo VI;Eneolithic
C13069;Kodžadermen-Gumelnița-Karanovo VI;Eneolithic
C13070;Kodžadermen-Gumelnița-Karanovo VI;Eneolithic
C13071;Kodžadermen-Gumelnița-Karanovo VI;Eneolithic
C03634;Kodžadermen-Gumelnița-Karanovo VI-Bubanj-Sălcuța-Krivodol;Eneolithic
C03635;Kodžadermen-Gumelnița-Karanovo VI-Bubanj-Sălcuța-Krivodol;Eneolithic
C03636;Kodžadermen-Gumelnița-Karanovo VI-Bubanj-Sălcuța-Krivodol;Eneolithic
C03637;Kodžadermen-Gumelnița-Karanovo VI-Bubanj-Sălcuța-Krivodol;Eneolithic
C03638;Kodžadermen-Gumelnița-Karanovo VI-Bubanj-Sălcuța-Krivodol;Eneolithic
C03639;Kodžadermen-Gumelnița-Karanovo VI-Bubanj-Sălcuța-Krivodol;Eneolithic
C03640;Kodžadermen-Gumelnița-Karanovo VI-Bubanj-Sălcuța-Krivodol;Eneolithic
C03641;Kodžadermen-Gumelnița-Karanovo VI-Bubanj-Sălcuța-Krivodol;Eneolithic
C03642;Kodžadermen-Gumelnița-Karanovo VI-Bubanj-Sălcuța-Krivodol;Eneolithic
C13063;Kodžadermen-Gumelnița-Karanovo VI-Bubanj-Sălcuța-Krivodol;Eneolithic
C13072;Kodžadermen-Gumelnița-Karanovo VI-Bubanj-Sălcuța-Krivodol;Eneolithic
C13074;Kodžadermen-Gumelnița-Karanovo VI-Bubanj-Sălcuța-Krivodol;Eneolithic
C13075;Kodžadermen-Gumelnița-Karanovo VI-Bubanj-Sălcuța-Krivodol;Eneolithic
C13076;Kodžadermen-Gumelnița-Karanovo VI-Bubanj-Sălcuța-Krivodol;Eneolithic
C13078;Kodžadermen-Gumelnița-Karanovo VI-Bubanj-Sălcuța-Krivodol;Eneolithic
C13079;Kodžadermen-Gumelnița-Karanovo VI-Bubanj-Sălcuța-Krivodol;Eneolithic
C13080;Kodžadermen-Gumelnița-Karanovo VI-Bubanj-Sălcuța-Krivodol;Eneolithic
C13081;Kodžadermen-Gumelnița-Karanovo VI-Bubanj-Sălcuța-Krivodol;Eneolithic
C13082;Kodžadermen-Gumelnița-Karanovo VI-Bubanj-Sălcuța-Krivodol;Eneolithic
C13083;Kodžadermen-Gumelnița-Karanovo VI-Bubanj-Sălcuța-Krivodol;Eneolithic
C13086;Kodžadermen-Gumelnița-Karanovo VI-Bubanj-Sălcuța-Krivodol;Eneolithic
C13088;Kodžadermen-Gumelnița-Karanovo VI-Bubanj-Sălcuța-Krivodol;Eneolithic
C02830;Koszider;Bronze Age
C02849;Koszider;Bronze Age
C02897;Koszider;Bronze Age
C02913;Koszider;Bronze Age
C02915;Koszider;Bronze Age
C02916;Koszider;Bronze Age
C02917;Koszider;Bronze Age
C02919;Koszider;Bronze Age
C02921;Koszider;Bronze Age
C02922;Koszider;Bronze Age
C02923;Koszider;Bronze Age
C02924;Koszider;Bronze Age
C02925;Koszider;Bronze Age
C02926;Koszider;Bronze Age
C02927;Koszider;Bronze Age
C02928;Koszider;Bronze Age
C02929;Koszider;Bronze Age
C02931;Koszider;Bronze Age
C02932;Koszider;Bronze Age
C02933;Koszider;Bronze Age
C02934;Koszider;Bronze Age
C02935;Koszider;Bronze Age
C02938;Koszider;Bronze Age
C02939;Koszider;Bronze Age
C02942;Koszider;Bronze Age
C02943;Koszider;Bronze Age
C02944;Koszider;Bronze Age
C02945;Koszider;Bronze Age
C02946;Koszider;Bronze Age
C02947;Koszider;Bronze Age
C02948;Koszider;Bronze Age
C02954;Koszider;Bronze Age
C02955;Koszider;Bronze Age
C02957;Koszider;Bronze Age
C02958;Koszider;Bronze Age
C02959;Koszider;Bronze Age
C02960;Koszider;Bronze Age
C02965;Koszider;Bronze Age
C02966;Koszider;Bronze Age
C02969;Koszider;Bronze Age
C02970;Koszider;Bronze Age
C02971;Koszider;Bronze Age
C02972;Koszider;Bronze Age
C02974;Koszider;Bronze Age
C05243;Koszider;Bronze Age
C05245;Koszider;Bronze Age
C05253;Koszider;Bronze Age
C05282;Koszider;Bronze Age
C05285;Koszider;Bronze Age
C05286;Koszider;Bronze Age
C05287;Koszider;Bronze Age
C05288;Koszider;Bronze Age
C05291;Koszider;Bronze Age
C05292;Koszider;Bronze Age
C05293;Koszider;Bronze Age
C05294;Koszider;Bronze Age
C05295;Koszider;Bronze Age
C05296;Koszider;Bronze Age
C05299;Koszider;Bronze Age
C05300;Koszider;Bronze Age
C05302;Koszider;Bronze Age
C05303;Koszider;Bronze Age
C05305;Koszider;Bronze Age
C05313;Koszider;Bronze Age
C05314;Koszider;Bronze Age
C05315;Koszider;Bronze Age
C05316;Koszider;Bronze Age
C05320;Koszider;Bronze Age
C05322;Koszider;Bronze Age
C05325;Koszider;Bronze Age
C05343;Koszider;Bronze Age
C05344;Koszider;Bronze Age
C05345;Koszider;Bronze Age
C05346;Koszider;Bronze Age
C05348;Koszider;Bronze Age
C05349;Koszider;Bronze Age
C05362;Koszider;Bronze Age
C05391;Koszider;Bronze Age
C05392;Koszider;Bronze Age
C05417;Koszider;Bronze Age
C05418;Koszider;Bronze Age
C05422;Koszider;Bronze Age
C05427;Koszider;Bronze Age
C05532;Koszider;Bronze Age
C05555;Koszider;Bronze Age
C05557;Koszider;Bronze Age
C05558;Koszider;Bronze Age
C05559;Koszider;Bronze Age
C05600;Koszider;Bronze Age
C05608;Koszider;Bronze Age
C05639;Koszider;Bronze Age
C05640;Koszider;Bronze Age
C05641;Koszider;Bronze Age
C05642;Koszider;Bronze Age
C05643;Koszider;Bronze Age
C05644;Koszider;Bronze Age
C05646;Koszider;Bronze Age
C05647;Koszider;Bronze Age
C05648;Koszider;Bronze Age
C05649;Koszider;Bronze Age
C05650;Koszider;Bronze Age
C05651;Koszider;Bronze Age
C05652;Koszider;Bronze Age
C05655;Koszider;Bronze Age
C05656;Koszider;Bronze Age
C05657;Koszider;Bronze Age
C05658;Koszider;Bronze Age
C05659;Koszider;Bronze Age
C05662;Koszider;Bronze Age
C05664;Koszider;Bronze Age
C05666;Koszider;Bronze Age
C05667;Koszider;Bronze Age
C05668;Koszider;Bronze Age
C05669;Koszider;Bronze Age
C05671;Koszider;Bronze Age
C05672;Koszider;Bronze Age
C05674;Koszider;Bronze Age
C05675;Koszider;Bronze Age
C05677;Koszider;Bronze Age
C05678;Koszider;Bronze Age
C05679;Koszider;Bronze Age
C05684;Koszider;Bronze Age
C05690;Koszider;Bronze Age
C05691;Koszider;Bronze Age
C05692;Koszider;Bronze Age
C05693;Koszider;Bronze Age
C05694;Koszider;Bronze Age
C05695;Koszider;Bronze Age
C05697;Koszider;Bronze Age
C05699;Koszider;Bronze Age
C05700;Koszider;Bronze Age
C05701;Koszider;Bronze Age
C05703;Koszider;Bronze Age
C05708;Koszider;Bronze Age
C05711;Koszider;Bronze Age
C05713;Koszider;Bronze Age
C05714;Koszider;Bronze Age
C05718;Koszider;Bronze Age
C05719;Koszider;Bronze Age
C05720;Koszider;Bronze Age
C05722;Koszider;Bronze Age
C05723;Koszider;Bronze Age
C05725;Koszider;Bronze Age
C05728;Koszider;Bronze Age
C05730;Koszider;Bronze Age
C05732;Koszider;Bronze Age
C05733;Koszider;Bronze Age
C05734;Koszider;Bronze Age
C05736;Koszider;Bronze Age
C05737;Koszider;Bronze Age
C05738;Koszider;Bronze Age
C05739;Koszider;Bronze Age
C05740;Koszider;Bronze Age
C05741;Koszider;Bronze Age
C05742;Koszider;Bronze Age
C05743;Koszider;Bronze Age
C05744;Koszider;Bronze Age
C05745;Koszider;Bronze Age
C05748;Koszider;Bronze Age
C05751;Koszider;Bronze Age
C05753;Koszider;Bronze Age
C05754;Koszider;Bronze Age
C05755;Koszider;Bronze Age
C05757;Koszider;Bronze Age
C05759;Koszider;Bronze Age
C05780;Koszider;Bronze Age
C05788;Koszider;Bronze Age
C05789;Koszider;Bronze Age
C05790;Koszider;Bronze Age
C05792;Koszider;Bronze Age
C05794;Koszider;Bronze Age
C05795;Koszider;Bronze Age
C05798;Koszider;Bronze Age
C05799;Koszider;Bronze Age
C05801;Koszider;Bronze Age
C05803;Koszider;Bronze Age
C05804;Koszider;Bronze Age
C05805;Koszider;Bronze Age
C05806;Koszider;Bronze Age
C05807;Koszider;Bronze Age
C05808;Koszider;Bronze Age
C05809;Koszider;Bronze Age
C05812;Koszider;Bronze Age
C05813;Koszider;Bronze Age
C05815;Koszider;Bronze Age
C05816;Koszider;Bronze Age
C05818;Koszider;Bronze Age
C05819;Koszider;Bronze Age
C05821;Koszider;Bronze Age
C05822;Koszider;Bronze Age
C05823;Koszider;Bronze Age
C05824;Koszider;Bronze Age
C05825;Koszider;Bronze Age
C05827;Koszider;Bronze Age
C05828;Koszider;Bronze Age
C05837;Koszider;Bronze Age
C05840;Koszider;Bronze Age
C05842;Koszider;Bronze Age
C05844;Koszider;Bronze Age
C05846;Koszider;Bronze Age
C05848;Koszider;Bronze Age
C05849;Koszider;Bronze Age
C05852;Koszider;Bronze Age
C05855;Koszider;Bronze Age
C05857;Koszider;Bronze Age
C05859;Koszider;Bronze Age
C05861;Koszider;Bronze Age
C05863;Koszider;Bronze Age
C05864;Koszider;Bronze Age
C05868;Koszider;Bronze Age
C05869;Koszider;Bronze Age
C05872;Koszider;Bronze Age
C05875;Koszider;Bronze Age
C05877;Koszider;Bronze Age
C05878;Koszider;Bronze Age
C05880;Koszider;Bronze Age
C05882;Koszider;Bronze Age
C05886;Koszider;Bronze Age
C05887;Koszider;Bronze Age
C05888;Koszider;Bronze Age
C05892;Koszider;Bronze Age
C05893;Koszider;Bronze Age
C05894;Koszider;Bronze Age
C05895;Koszider;Bronze Age
C05897;Koszider;Bronze Age
C05901;Koszider;Bronze Age
C05902;Koszider;Bronze Age
C09348;\N;Neolithic
C08776;La Tène;Iron Age
C12141;La Tène;Iron Age
C12142;La Tène;Iron Age
C12143;La Tène;Iron Age
C12144;La Tène;Iron Age
C12145;La Tène;Iron Age
C12146;La Tène;Iron Age
C12147;La Tène;Iron Age
C12148;La Tène;Iron Age
C12149;La Tène;Iron Age
C12150;La Tène;Iron Age
C12151;La Tène;Iron Age
C12152;La Tène;Iron Age
C12153;La Tène;Iron Age
C12154;La Tène;Iron Age
C12155;La Tène;Iron Age
C13519;La Tène;Iron Age
C13520;La Tène;Iron Age
C13521;La Tène;Iron Age
C13637;La Tène;Iron Age
C13690;La Tène;Iron Age
C13728;La Tène;Iron Age
C13731;La Tène;Iron Age
C13732;La Tène;Iron Age
C13733;La Tène;Iron Age
C13734;La Tène;Iron Age
C13735;La Tène;Iron Age
C13736;La Tène;Iron Age
C13737;La Tène;Iron Age
C13738;La Tène;Iron Age
C13739;La Tène;Iron Age
C13740;La Tène;Iron Age
C13741;La Tène;Iron Age
C13773;La Tène;Iron Age
C13774;La Tène;Iron Age
C13775;La Tène;Iron Age
C13776;La Tène;Iron Age
C13777;La Tène;Iron Age
C13778;La Tène;Iron Age
C13779;La Tène;Iron Age
C13780;La Tène;Iron Age
C13781;La Tène;Iron Age
C13782;La Tène;Iron Age
C13783;La Tène;Iron Age
C13784;La Tène;Iron Age
C13785;La Tène;Iron Age
C13786;La Tène;Iron Age
C13787;La Tène;Iron Age
C13788;La Tène;Iron Age
C13789;La Tène;Iron Age
C13790;La Tène;Iron Age
C13791;La Tène;Iron Age
C13792;La Tène;Iron Age
