IndividualID;Culture;Period
C05114;Baden;Eneolithic
C05115;Baden;Eneolithic
C05116;Baden;Eneolithic
C05117;Baden;Eneolithic
C05118;Baden;Eneolithic
C05119;Baden;Eneolithic
C05120;Baden;Eneolithic
C05121;Baden;Eneolithic
C05122;Baden;Eneolithic
C05123;Baden;Eneolithic
C05124;Baden;Eneolithic
C05125;Baden;Eneolithic
C05126;Baden;Eneolithic
C05127;Baden;Eneolithic
C05128;Baden;Eneolithic
C05129;Baden;Eneolithic
C05130;Baden;Eneolithic
C05131;Baden;Eneolithic
C05132;Baden;Eneolithic
C05133;Baden;Eneolithic
C05134;Baden;Eneolithic
C05135;Baden;Eneolithic
C05136;Baden;Eneolithic
C05137;Baden;Eneolithic
C05138;Baden;Eneolithic
C05139;Baden;Eneolithic
C05140;Baden;Eneolithic
C05141;Baden;Eneolithic
C05142;Baden;Eneolithic
C05143;Baden;Eneolithic
C05144;Baden;Eneolithic
C05145;Baden;Eneolithic
C05146;Baden;Eneolithic
C05147;Baden;Eneolithic
C05148;Baden;Eneolithic
C05149;Baden;Eneolithic
C05150;Baden;Eneolithic
C05151;Baden;Eneolithic
C05152;Baden;Eneolithic
C05153;Baden;Eneolithic
C05154;Baden;Eneolithic
C05155;Baden;Eneolithic
C05156;Baden;Eneolithic
C05157;Baden;Eneolithic
C05158;Baden;Eneolithic
C05159;Baden;Eneolithic
C05160;Baden;Eneolithic
C05161;Baden;Eneolithic
C05162;Baden;Eneolithic
C05163;Baden;Eneolithic
C05164;Baden;Eneolithic
C05165;Baden;Eneolithic
C05166;Baden;Eneolithic
C05167;Baden;Eneolithic
C05168;Baden;Eneolithic
C05169;Baden;Eneolithic
C05170;Baden;Eneolithic
C05171;Baden;Eneolithic
C05172;Baden;Eneolithic
C05173;Baden;Eneolithic
C05174;Baden;Eneolithic
C05175;Baden;Eneolithic
C05176;Baden;Eneolithic
C05177;Baden;Eneolithic
C05178;Baden;Eneolithic
C05179;Baden;Eneolithic
C05180;Baden;Eneolithic
C05181;Baden;Eneolithic
C05182;Baden;Eneolithic
C05183;Baden;Eneolithic
C05184;Baden;Eneolithic
C05185;Baden;Eneolithic
C05186;Baden;Eneolithic
C05187;Baden;Eneolithic
C05188;Baden;Eneolithic
C05189;Baden;Eneolithic
C05190;Baden;Eneolithic
C05191;Baden;Eneolithic
C05192;Baden;Eneolithic
C05193;Baden;Eneolithic
C05194;Baden;Eneolithic
C05195;Baden;Eneolithic
C05196;Baden;Eneolithic
C05197;Baden;Eneolithic
C05198;Baden;Eneolithic
C05199;Baden;Eneolithic
C05200;Baden;Eneolithic
C05201;Baden;Eneolithic
C05202;Baden;Eneolithic
C05203;Baden;Eneolithic
C05204;Baden;Eneolithic
C05205;Baden;Eneolithic
C05206;Baden;Eneolithic
C05207;Baden;Eneolithic
C05208;Baden;Eneolithic
C05209;Baden;Eneolithic
C05210;Baden;Eneolithic
C05211;Baden;Eneolithic
C05212;Baden;Eneolithic
C05213;Baden;Eneolithic
C05214;Baden;Eneolithic
C05215;Baden;Eneolithic
C05216;Baden;Eneolithic
C05217;Baden;Eneolithic
C05218;Baden;Eneolithic
C05219;Baden;Eneolithic
C05220;Baden;Eneolithic
C05221;Baden;Eneolithic
C05222;Baden;Eneolithic
C05223;Baden;Eneolithic
C05224;Baden;Eneolithic
C05225;Baden;Eneolithic
C05226;Baden;Eneolithic
C05227;Baden;Eneolithic
C05228;Baden;Eneolithic
C05229;Baden;Eneolithic
C05230;Baden;Eneolithic
C05231;Baden;Eneolithic
C05232;Baden;Eneolithic
C05233;Baden;Eneolithic
C07467;Baden;Eneolithic
C07468;Baden;Eneolithic
C09726;Baltic Mesolithic-Neolithic;Mesolithic
C09728;Baltic Mesolithic-Neolithic;Mesolithic
C09730;Baltic Mesolithic-Neolithic;Mesolithic
C09732;Baltic Mesolithic-Neolithic;Mesolithic
C09734;Baltic Mesolithic-Neolithic;Mesolithic
C09736;Baltic Mesolithic-Neolithic;Mesolithic
C09737;Baltic Mesolithic-Neolithic;Mesolithic
C09738;Baltic Mesolithic-Neolithic;Mesolithic
C09750;Baltic Mesolithic-Neolithic;Mesolithic
C09751;Baltic Mesolithic-Neolithic;Mesolithic
C09752;Baltic Mesolithic-Neolithic;Mesolithic
C09754;Baltic Mesolithic-Neolithic;Mesolithic
C09755;Baltic Mesolithic-Neolithic;Mesolithic
C09756;Baltic Mesolithic-Neolithic;Mesolithic
C09760;Baltic Mesolithic-Neolithic;Mesolithic
C09761;Baltic Mesolithic-Neolithic;Mesolithic
C09749;Baltic Mesolithic-Neolithic;Mesolithic/Neolithic
C09757;Baltic Mesolithic-Neolithic;Mesolithic/Neolithic
C09762;Baltic Mesolithic-Neolithic;Mesolithic/Neolithic
C09763;Baltic Mesolithic-Neolithic;Mesolithic/Neolithic
C09764;Baltic Mesolithic-Neolithic;Mesolithic/Neolithic
C09765;Baltic Mesolithic-Neolithic;Mesolithic/Neolithic
C09766;Baltic Mesolithic-Neolithic;Mesolithic/Neolithic
C09767;Baltic Mesolithic-Neolithic;Mesolithic/Neolithic
C09768;Baltic Mesolithic-Neolithic;Mesolithic/Neolithic
C09769;Baltic Mesolithic-Neolithic;Mesolithic/Neolithic
C09770;Baltic Mesolithic-Neolithic;Mesolithic/Neolithic
C09771;Baltic Mesolithic-Neolithic;Mesolithic/Neolithic
C09772;Baltic Mesolithic-Neolithic;Mesolithic/Neolithic
C09773;Baltic Mesolithic-Neolithic;Mesolithic/Neolithic
C09785;Baltic Mesolithic-Neolithic;Mesolithic/Neolithic
C09786;Baltic Mesolithic-Neolithic;Mesolithic/Neolithic
C03070;Bell Beaker complex;Neolithic
C03071;Bell Beaker complex;Neolithic
C03072;Bell Beaker complex;Neolithic
C03073;Bell Beaker complex;Neolithic
C03074;Bell Beaker complex;Neolithic
C03075;Bell Beaker complex;Neolithic
C03076;Bell Beaker complex;Neolithic
C03077;Bell Beaker complex;Neolithic
C03078;Bell Beaker complex;Neolithic
C03079;Bell Beaker complex;Neolithic
C03080;Bell Beaker complex;Neolithic
C03081;Bell Beaker complex;Neolithic
C03082;Bell Beaker complex;Neolithic
C03083;Bell Beaker complex;Neolithic
C03084;Bell Beaker complex;Neolithic
C03085;Bell Beaker complex;Neolithic
C03086;Bell Beaker complex;Neolithic
C03087;Bell Beaker complex;Neolithic
C03088;Bell Beaker complex;Neolithic
C03089;Bell Beaker complex;Neolithic
C03090;Bell Beaker complex;Neolithic
C03091;Bell Beaker complex;Neolithic
C03092;Bell Beaker complex;Neolithic
C03093;Bell Beaker complex;Neolithic
C03094;Bell Beaker complex;Neolithic
C03095;Bell Beaker complex;Neolithic
C03096;Bell Beaker complex;Neolithic
C03097;Bell Beaker complex;Neolithic
C03098;Bell Beaker complex;Neolithic
C03099;Bell Beaker complex;Neolithic
C03100;Bell Beaker complex;Neolithic
C03101;Bell Beaker complex;Neolithic
C03102;Bell Beaker complex;Neolithic
C03103;Bell Beaker complex;Neolithic
C03104;Bell Beaker complex;Neolithic
C03105;Bell Beaker complex;Neolithic
C03106;Bell Beaker complex;Neolithic
C03107;Bell Beaker complex;Neolithic
C03108;Bell Beaker complex;Neolithic
C03109;Bell Beaker complex;Neolithic
C03110;Bell Beaker complex;Neolithic
C03111;Bell Beaker complex;Neolithic
C03112;Bell Beaker complex;Neolithic
C03113;Bell Beaker complex;Neolithic
C02981;Bell Beaker complex;Eneolithic
C02982;Bell Beaker complex;Eneolithic
C02983;Bell Beaker complex;Eneolithic
C02984;Bell Beaker complex;Eneolithic
C02985;Bell Beaker complex;Eneolithic
C02986;Bell Beaker complex;Eneolithic
C02987;Bell Beaker complex;Eneolithic
C02988;Bell Beaker complex;Eneolithic
C02989;Bell Beaker complex;Eneolithic
C02990;Bell Beaker complex;Eneolithic
C02991;Bell Beaker complex;Eneolithic
C02992;Bell Beaker complex;Eneolithic
C02993;Bell Beaker complex;Eneolithic
C02994;Bell Beaker complex;Eneolithic
C02995;Bell Beaker complex;Eneolithic
C02996;Bell Beaker complex;Eneolithic
C02997;Bell Beaker complex;Eneolithic
C02998;Bell Beaker complex;Eneolithic
C02999;Bell Beaker complex;Neolithic
C03017;Bell Beaker complex;Neolithic
C03032;Bell Beaker complex;Neolithic
C03033;Bell Beaker complex;Neolithic
C03034;Bell Beaker complex;Neolithic
C03035;Bell Beaker complex;Neolithic
C03036;Bell Beaker complex;Neolithic
C03037;Bell Beaker complex;Neolithic
C03038;Bell Beaker complex;Neolithic
C03039;Bell Beaker complex;Neolithic
C03040;Bell Beaker complex;Neolithic
C03041;Bell Beaker complex;Neolithic
C03042;Bell Beaker complex;Neolithic
C03043;Bell Beaker complex;Neolithic
C03044;Bell Beaker complex;Neolithic
C03045;Bell Beaker complex;Neolithic
C03046;Bell Beaker complex;Neolithic
C03047;Bell Beaker complex;Neolithic
C03048;Bell Beaker complex;Neolithic
C03049;Bell Beaker complex;Neolithic
C03050;Bell Beaker complex;Neolithic
C03051;Bell Beaker complex;Neolithic
C03052;Bell Beaker complex;Neolithic
C03053;Bell Beaker complex;Neolithic
C03054;Bell Beaker complex;Neolithic
C03055;Bell Beaker complex;Neolithic
C03056;Bell Beaker complex;Neolithic
C03057;Bell Beaker complex;Neolithic
C03058;Bell Beaker complex;Neolithic
C03059;Bell Beaker complex;Neolithic
C03060;Bell Beaker complex;Neolithic
C03061;Bell Beaker complex;Neolithic
C03062;Bell Beaker complex;Neolithic
C03063;Bell Beaker complex;Neolithic
C03064;Bell Beaker complex;Neolithic
C03065;Bell Beaker complex;Neolithic
C03066;Bell Beaker complex;Neolithic
C03067;Bell Beaker complex;Neolithic
C03068;Bell Beaker complex;Neolithic
C03069;Bell Beaker complex;Neolithic
C03114;Bell Beaker complex;Neolithic
C03115;Bell Beaker complex;Neolithic
C03116;Bell Beaker complex;Neolithic
C03117;Bell Beaker complex;Neolithic
C03118;Bell Beaker complex;Neolithic
C03119;Bell Beaker complex;Neolithic
C03120;Bell Beaker complex;Neolithic
C03121;Bell Beaker complex;Neolithic
C03122;Bell Beaker complex;Neolithic
C03123;Bell Beaker complex;Neolithic
C03124;Bell Beaker complex;Neolithic
C03125;Bell Beaker complex;Neolithic
C03126;Bell Beaker complex;Neolithic
C03127;Bell Beaker complex;Neolithic
C03128;Bell Beaker complex;Neolithic
C03129;Bell Beaker complex;Neolithic
C03143;Bell Beaker complex;Neolithic
C03144;Bell Beaker complex;Neolithic
C03145;Bell Beaker complex;Neolithic
C03146;Bell Beaker complex;Neolithic
C03147;Bell Beaker complex;Neolithic
C03148;Bell Beaker complex;Neolithic
C03149;Bell Beaker complex;Neolithic
C03150;Bell Beaker complex;Neolithic
C03156;Bell Beaker complex;Eneolithic
C03157;Bell Beaker complex;Eneolithic
C03158;Bell Beaker complex;Eneolithic
C03159;Bell Beaker complex;Eneolithic
C03160;Bell Beaker complex;Eneolithic
C03161;Bell Beaker complex;Eneolithic
C03214;Bell Beaker complex;Eneolithic
C03215;Bell Beaker complex;Eneolithic
C03216;Bell Beaker complex;Eneolithic
C03217;Bell Beaker complex;Eneolithic
C03218;Bell Beaker complex;Eneolithic
C03221;Bell Beaker complex;Eneolithic
C03222;Bell Beaker complex;Eneolithic
C03223;Bell Beaker complex;Eneolithic
C03224;Bell Beaker complex;Eneolithic
C03225;Bell Beaker complex;Eneolithic
C03226;Bell Beaker complex;Eneolithic
C03236;Bell Beaker complex;Eneolithic
C03237;Bell Beaker complex;Eneolithic
C03238;Bell Beaker complex;Eneolithic
C03239;Bell Beaker complex;Eneolithic
C03240;Bell Beaker complex;Eneolithic
C03241;Bell Beaker complex;Eneolithic
C03242;Bell Beaker complex;Eneolithic
C03243;Bell Beaker complex;Eneolithic
C03244;Bell Beaker complex;Eneolithic
C03245;Bell Beaker complex;Eneolithic
C03246;Bell Beaker complex;Eneolithic
C03247;Bell Beaker complex;Eneolithic
C03248;Bell Beaker complex;Eneolithic
C03249;Bell Beaker complex;Eneolithic
C03250;Bell Beaker complex;Eneolithic
C03251;Bell Beaker complex;Eneolithic
C03252;Bell Beaker complex;Eneolithic
C03253;Bell Beaker complex;Eneolithic
C03254;Bell Beaker complex;Eneolithic
C03255;Bell Beaker complex;Eneolithic
C03256;Bell Beaker complex;Eneolithic
C03257;Bell Beaker complex;Eneolithic
C03258;Bell Beaker complex;Eneolithic
C03259;Bell Beaker complex;Eneolithic
C03260;Bell Beaker complex;Eneolithic
C03261;Bell Beaker complex;Eneolithic
C03262;Bell Beaker complex;Eneolithic
C03263;Bell Beaker complex;Eneolithic
C03264;Bell Beaker complex;Eneolithic
C03265;Bell Beaker complex;Eneolithic
C03266;Bell Beaker complex;Eneolithic
C03267;Bell Beaker complex;Eneolithic
C03271;Bell Beaker complex;Eneolithic
C03272;Bell Beaker complex;Neolithic
C03273;Bell Beaker complex;Neolithic
C03274;Bell Beaker complex;Neolithic
C03275;Bell Beaker complex;Neolithic
C03276;Bell Beaker complex;Neolithic
C03277;Bell Beaker complex;Neolithic
C03278;Bell Beaker complex;Neolithic
C03279;Bell Beaker complex;Neolithic
C03280;Bell Beaker complex;Neolithic
C03281;Bell Beaker complex;Neolithic
C03282;Bell Beaker complex;Neolithic
C03283;Bell Beaker complex;Neolithic
C03284;Bell Beaker complex;Neolithic
C03285;Bell Beaker complex;Neolithic
C03286;Bell Beaker complex;Neolithic
C03287;Bell Beaker complex;Neolithic
C03288;Bell Beaker complex;Neolithic
C03289;Bell Beaker complex;Neolithic
C03290;Bell Beaker complex;Neolithic
C03291;Bell Beaker complex;Neolithic
C03292;Bell Beaker complex;Neolithic
C03293;Bell Beaker complex;Neolithic
C03294;Bell Beaker complex;Neolithic
C03295;Bell Beaker complex;Neolithic
C03296;Bell Beaker complex;Neolithic
C03297;Bell Beaker complex;Neolithic
C03298;Bell Beaker complex;Neolithic
C03299;Bell Beaker complex;Neolithic
C03301;Bell Beaker complex;Neolithic
C03302;Bell Beaker complex;Neolithic
C03303;Bell Beaker complex;Bronze Age
C03304;Bell Beaker complex;Bronze Age
C03305;Bell Beaker complex;Bronze Age
C03306;Bell Beaker complex;Bronze Age
C03307;Bell Beaker complex;Bronze Age
C03308;Bell Beaker complex;Bronze Age
C03309;Bell Beaker complex;Bronze Age
C03310;Bell Beaker complex;Bronze Age
C03311;Bell Beaker complex;Bronze Age
C03312;Bell Beaker complex;Bronze Age
C03313;Bell Beaker complex;Bronze Age
C03314;Bell Beaker complex;Bronze Age
C03315;Bell Beaker complex;Bronze Age
C03316;Bell Beaker complex;Bronze Age
C03317;Bell Beaker complex;Bronze Age
C03318;Bell Beaker complex;Bronze Age
C03319;Bell Beaker complex;Bronze Age
C03320;Bell Beaker complex;Bronze Age
C03321;Bell Beaker complex;Bronze Age
C03322;Bell Beaker complex;Bronze Age
C03323;Bell Beaker complex;Bronze Age
C03324;Bell Beaker complex;Bronze Age
C03325;Bell Beaker complex;Bronze Age
C03326;Bell Beaker complex;Bronze Age
C03327;Bell Beaker complex;Bronze Age
C03328;Bell Beaker complex;Bronze Age
C03329;Bell Beaker complex;Bronze Age
C03330;Bell Beaker complex;Bronze Age
C03331;Bell Beaker complex;Bronze Age
C03332;Bell Beaker complex;Bronze Age
C03333;Bell Beaker complex;Bronze Age
C03334;Bell Beaker complex;Bronze Age
C03335;Bell Beaker complex;Bronze Age
C03336;Bell Beaker complex;Bronze Age
C03338;Bell Beaker complex;Bronze Age
C03339;Bell Beaker complex;Bronze Age
C03341;Bell Beaker complex;Bronze Age
C03494;Bell Beaker complex;Neolithic
C03495;Bell Beaker complex;Neolithic
C03496;Bell Beaker complex;Neolithic
C03497;Bell Beaker complex;Neolithic
C03498;Bell Beaker complex;Neolithic
C03499;Bell Beaker complex;Neolithic
C03500;Bell Beaker complex;Neolithic
C03501;Bell Beaker complex;Neolithic
C03502;Bell Beaker complex;Neolithic
C03503;Bell Beaker complex;Neolithic
C03504;Bell Beaker complex;Neolithic
C03505;Bell Beaker complex;Neolithic
C07469;Bell Beaker complex;Eneolithic
C07470;Bell Beaker complex;Eneolithic
C07471;Bell Beaker complex;Eneolithic
C07472;Bell Beaker complex;Eneolithic
C07489;Bell Beaker complex;Eneolithic
C07490;Bell Beaker complex;Eneolithic
C07510;Bell Beaker complex;Eneolithic
C07511;Bell Beaker complex;Eneolithic
C07512;Bell Beaker complex;Eneolithic
C07513;Bell Beaker complex;Eneolithic
C07514;Bell Beaker complex;Eneolithic
C07515;Bell Beaker complex;Eneolithic
C07516;Bell Beaker complex;Eneolithic
C07612;Bell Beaker complex;Eneolithic
C07613;Bell Beaker complex;Eneolithic
C07614;Bell Beaker complex;Eneolithic
C07615;Bell Beaker complex;Eneolithic
C07616;Bell Beaker complex;Eneolithic
C07647;Bell Beaker complex;Eneolithic
C07648;Bell Beaker complex;Eneolithic
C07649;Bell Beaker complex;Eneolithic
C07712;Bell Beaker complex;Eneolithic
C07713;Bell Beaker complex;Eneolithic
C07714;Bell Beaker complex;Eneolithic
C07715;Bell Beaker complex;Eneolithic
C07716;Bell Beaker complex;Eneolithic
C07717;Bell Beaker complex;Eneolithic
C07718;Bell Beaker complex;Eneolithic
C07719;Bell Beaker complex;Eneolithic
C07720;Bell Beaker complex;Eneolithic
C07721;Bell Beaker complex;Eneolithic
C07765;Bell Beaker complex;Eneolithic
C07766;Bell Beaker complex;Eneolithic
C07767;Bell Beaker complex;Eneolithic
C12125;Bell Beaker complex;Neolithic
C12522;Bell Beaker complex;Bronze Age
C03874;\N;Eneolithic
C03875;\N;Eneolithic
C13672;Bylany;Iron Age
C13673;Bylany;Iron Age
C13674;Bylany;Iron Age
C13675;Bylany;Iron Age
C13676;Bylany;Iron Age
C13677;Bylany;Iron Age
C13678;Bylany;Iron Age
C13679;Bylany;Iron Age
C13729;Bylany;Iron Age
C13730;Bylany;Iron Age
C13760;Bylany;Iron Age
C13761;Bylany;Iron Age
C13762;Bylany;Iron Age
C13763;Bylany;Iron Age
C13766;Bylany;Iron Age
C13767;Bylany;Iron Age
C13768;Bylany;Iron Age
C13769;Bylany;Iron Age
C09399;Cardial-Impresso;Neolithic
C09400;Cardial-Impresso;Neolithic
C09401;Cardial-Impresso;Neolithic
C12495;Cardial-Impresso;Neolithic
C12496;Cardial-Impresso;Neolithic
C12497;Cardial-Impresso;Neolithic
C12498;Cardial-Impresso;Neolithic
C03648;Cardial-Impresso;Neolithic
C03649;Cardial-Impresso;Neolithic
C03650;Cardial-Impresso;Neolithic
C03694;Cardial-Impresso;Neolithic
C03695;Cardial-Impresso;Neolithic
C03696;Cardial-Impresso;Neolithic
C12499;\N;Neolithic
C12500;\N;Neolithic
C12502;\N;Neolithic
C04065;\N;Bronze Age
C04066;\N;Bronze Age
C10319;\N;Bronze Age
C13010;Cernavodă;Eneolithic
C13038;Cernavodă;Eneolithic
C13123;Cernavodă;Eneolithic
C13124;Cernavodă;Eneolithic
C13125;Cernavodă;Eneolithic
C13126;Cernavodă;Eneolithic
C13127;Cernavodă;Eneolithic
C13128;Cernavodă;Eneolithic
C13129;Cernavodă;Eneolithic
C13130;Cernavodă;Eneolithic
C13131;Cernavodă;Eneolithic
C12076;Chasséen;Neolithic
C12077;Chasséen;Neolithic
C12078;Chasséen;Neolithic
C12079;Chasséen;Neolithic
C12080;Chasséen;Neolithic
C12081;Chasséen;Neolithic
C12082;Chasséen;Neolithic
C12083;Chasséen;Neolithic
C12084;Chasséen;Neolithic
C12085;Chasséen;Neolithic
C12086;Chasséen;Neolithic
C12087;Chasséen;Neolithic
C12088;Chasséen;Neolithic
C12089;Chasséen;Neolithic
C12090;Chasséen;Neolithic
C12091;Chasséen;Neolithic
C12092;Chasséen;Neolithic
C12093;Chasséen;Neolithic
C12094;Chasséen;Neolithic
C12095;Chasséen;Neolithic
C12096;Chasséen;Neolithic
C12097;Chasséen;Neolithic
C12098;Chasséen;Neolithic
C12100;Chasséen;Neolithic
C12101;Chasséen;Neolithic
C12102;Chasséen;Neolithic
C12501;Chasséen;Neolithic
C09739;Combed Ware;Neolithic
C09740;Combed Ware;Neolithic
C09741;Combed Ware;Neolithic
C09742;Combed Ware;Neolithic
C09743;Combed Ware;Neolithic
C09744;Combed Ware;Neolithic
C09745;Combed Ware;Neolithic
C09746;Combed Ware;Neolithic
C09747;Combed Ware;Neolithic
C09748;Combed Ware;Neolithic
C09758;Combed Ware;Neolithic
C09759;Combed Ware;Neolithic
C09774;Combed Ware;Neolithic
C09775;Combed Ware;Neolithic
C09776;Combed Ware;Neolithic
C09777;Combed Ware;Neolithic
C09778;Combed Ware;Neolithic
C09779;Combed Ware;Neolithic
C09780;Combed Ware;Neolithic
C09781;Combed Ware;Neolithic
C03130;Corded Ware/Single Grave/Battle Axe/Fatyanovo;Neolithic
C03131;Corded Ware/Single Grave/Battle Axe/Fatyanovo;Neolithic
C03132;Corded Ware/Single Grave/Battle Axe/Fatyanovo;Neolithic
C03133;Corded Ware/Single Grave/Battle Axe/Fatyanovo;Neolithic
C03134;Corded Ware/Single Grave/Battle Axe/Fatyanovo;Neolithic
C03135;Corded Ware/Single Grave/Battle Axe/Fatyanovo;Neolithic
C03136;Corded Ware/Single Grave/Battle Axe/Fatyanovo;Neolithic
C03137;Corded Ware/Single Grave/Battle Axe/Fatyanovo;Neolithic
C03138;Corded Ware/Single Grave/Battle Axe/Fatyanovo;Neolithic
C03139;Corded Ware/Single Grave/Battle Axe/Fatyanovo;Neolithic
C03140;Corded Ware/Single Grave/Battle Axe/Fatyanovo;Neolithic
C03141;Corded Ware/Single Grave/Battle Axe/Fatyanovo;Neolithic
C03142;Corded Ware/Single Grave/Battle Axe/Fatyanovo;Neolithic
C03268;Corded Ware/Single Grave/Battle Axe/Fatyanovo;Eneolithic
C03269;Corded Ware/Single Grave/Battle Axe/Fatyanovo;Eneolithic
C03270;Corded Ware/Single Grave/Battle Axe/Fatyanovo;Eneolithic
C07453;Corded Ware/Single Grave/Battle Axe/Fatyanovo;Eneolithic
C07454;Corded Ware/Single Grave/Battle Axe/Fatyanovo;Eneolithic
C07455;Corded Ware/Single Grave/Battle Axe/Fatyanovo;Eneolithic
C07456;Corded Ware/Single Grave/Battle Axe/Fatyanovo;Eneolithic
C07457;Corded Ware/Single Grave/Battle Axe/Fatyanovo;Eneolithic
C07458;Corded Ware/Single Grave/Battle Axe/Fatyanovo;Eneolithic
C07459;Corded Ware/Single Grave/Battle Axe/Fatyanovo;Eneolithic
C07460;Corded Ware/Single Grave/Battle Axe/Fatyanovo;Eneolithic
C07461;Corded Ware/Single Grave/Battle Axe/Fatyanovo;Eneolithic
C07462;Corded Ware/Single Grave/Battle Axe/Fatyanovo;Eneolithic
C07463;Corded Ware/Single Grave/Battle Axe/Fatyanovo;Eneolithic
C07464;Corded Ware/Single Grave/Battle Axe/Fatyanovo;Eneolithic
C07465;Corded Ware/Single Grave/Battle Axe/Fatyanovo;Eneolithic
C07522;Corded Ware/Single Grave/Battle Axe/Fatyanovo;Eneolithic
C07538;Corded Ware/Single Grave/Battle Axe/Fatyanovo;Eneolithic
C07539;Corded Ware/Single Grave/Battle Axe/Fatyanovo;Eneolithic
C07540;Corded Ware/Single Grave/Battle Axe/Fatyanovo;Eneolithic
C07541;Corded Ware/Single Grave/Battle Axe/Fatyanovo;Eneolithic
C07542;Corded Ware/Single Grave/Battle Axe/Fatyanovo;Eneolithic
C07589;Corded Ware/Single Grave/Battle Axe/Fatyanovo;Eneolithic
C07590;Corded Ware/Single Grave/Battle Axe/Fatyanovo;Eneolithic
C07591;Corded Ware/Single Grave/Battle Axe/Fatyanovo;Eneolithic
C07592;Corded Ware/Single Grave/Battle Axe/Fatyanovo;Eneolithic
C07593;Corded Ware/Single Grave/Battle Axe/Fatyanovo;Eneolithic
C07595;Corded Ware/Single Grave/Battle Axe/Fatyanovo;Eneolithic
C07596;Corded Ware/Single Grave/Battle Axe/Fatyanovo;Eneolithic
C07597;Corded Ware/Single Grave/Battle Axe/Fatyanovo;Eneolithic
C07609;Corded Ware/Single Grave/Battle Axe/Fatyanovo;Eneolithic
C07610;Corded Ware/Single Grave/Battle Axe/Fatyanovo;Eneolithic
C07611;Corded Ware/Single Grave/Battle Axe/Fatyanovo;Eneolithic
C07622;Corded Ware/Single Grave/Battle Axe/Fatyanovo;Eneolithic
C07623;Corded Ware/Single Grave/Battle Axe/Fatyanovo;Eneolithic
C07624;Corded Ware/Single Grave/Battle Axe/Fatyanovo;Eneolithic
C07625;Corded Ware/Single Grave/Battle Axe/Fatyanovo;Eneolithic
C07644;Corded Ware/Single Grave/Battle Axe/Fatyanovo;Eneolithic
C07645;Corded Ware/Single Grave/Battle Axe/Fatyanovo;Eneolithic
C07646;Corded Ware/Single Grave/Battle Axe/Fatyanovo;Eneolithic
C07651;Corded Ware/Single Grave/Battle Axe/Fatyanovo;Eneolithic
C07652;Corded Ware/Single Grave/Battle Axe/Fatyanovo;Eneolithic
C07653;Corded Ware/Single Grave/Battle Axe/Fatyanovo;Eneolithic
C07654;Corded Ware/Single Grave/Battle Axe/Fatyanovo;Eneolithic
C07655;Corded Ware/Single Grave/Battle Axe/Fatyanovo;Eneolithic
C07664;Corded Ware/Single Grave/Battle Axe/Fatyanovo;Eneolithic
C07671;Corded Ware/Single Grave/Battle Axe/Fatyanovo;Eneolithic
C07672;Corded Ware/Single Grave/Battle Axe/Fatyanovo;Eneolithic
C07673;Corded Ware/Single Grave/Battle Axe/Fatyanovo;Eneolithic
C07674;Corded Ware/Single Grave/Battle Axe/Fatyanovo;Eneolithic
C07675;Corded Ware/Single Grave/Battle Axe/Fatyanovo;Eneolithic
C07676;Corded Ware/Single Grave/Battle Axe/Fatyanovo;Eneolithic
C07677;Corded Ware/Single Grave/Battle Axe/Fatyanovo;Eneolithic
C07678;Corded Ware/Single Grave/Battle Axe/Fatyanovo;Eneolithic
C07679;Corded Ware/Single Grave/Battle Axe/Fatyanovo;Eneolithic
C07680;Corded Ware/Single Grave/Battle Axe/Fatyanovo;Eneolithic
C07681;Corded Ware/Single Grave/Battle Axe/Fatyanovo;Eneolithic
C07682;Corded Ware/Single Grave/Battle Axe/Fatyanovo;Eneolithic
C07683;Corded Ware/Single Grave/Battle Axe/Fatyanovo;Eneolithic
C07684;Corded Ware/Single Grave/Battle Axe/Fatyanovo;Eneolithic
C07685;Corded Ware/Single Grave/Battle Axe/Fatyanovo;Eneolithic
C07686;Corded Ware/Single Grave/Battle Axe/Fatyanovo;Eneolithic
C07687;Corded Ware/Single Grave/Battle Axe/Fatyanovo;Eneolithic
C07688;Corded Ware/Single Grave/Battle Axe/Fatyanovo;Eneolithic
C07689;Corded Ware/Single Grave/Battle Axe/Fatyanovo;Eneolithic
C07690;Corded Ware/Single Grave/Battle Axe/Fatyanovo;Eneolithic
C07691;Corded Ware/Single Grave/Battle Axe/Fatyanovo;Eneolithic
C07692;Corded Ware/Single Grave/Battle Axe/Fatyanovo;Eneolithic
C07693;Corded Ware/Single Grave/Battle Axe/Fatyanovo;Eneolithic
C07694;Corded Ware/Single Grave/Battle Axe/Fatyanovo;Eneolithic
C07695;Corded Ware/Single Grave/Battle Axe/Fatyanovo;Eneolithic
C07696;Corded Ware/Single Grave/Battle Axe/Fatyanovo;Eneolithic
C07697;Corded Ware/Single Grave/Battle Axe/Fatyanovo;Eneolithic
C07698;Corded Ware/Single Grave/Battle Axe/Fatyanovo;Eneolithic
C07699;Corded Ware/Single Grave/Battle Axe/Fatyanovo;Eneolithic
C07700;Corded Ware/Single Grave/Battle Axe/Fatyanovo;Eneolithic
C07701;Corded Ware/Single Grave/Battle Axe/Fatyanovo;Eneolithic
C07702;Corded Ware/Single Grave/Battle Axe/Fatyanovo;Eneolithic
C07703;Corded Ware/Single Grave/Battle Axe/Fatyanovo;Eneolithic
