aDNAID,SiteID,Latitude,Longitude,PhaseID,gaussianModelMu,gaussianModelSigma,aDNACitationID,DepositionType,RiteID,IndividualID,Dismembered,Head,BodyPositioning,BurialSide,BurialOrientationMin,BurialOrientationMax,GraveGoods,Ochre,CitationID,time_added,user_added,time_last_update,user_last_update,DepositionType_bog body,DepositionType_cenotaph,DepositionType_cremation,DepositionType_disarticulated,DepositionType_inhumation,DepositionType_inhumation: carbonized,BodyPositioning_crouched,BodyPositioning_extended,"BodyPositioning_extended, rhomboid",BodyPositioning_heap,BodyPositioning_inside a vessel,BodyPositioning_irregular,BodyPositioning_prone,BodyPositioning_scattered,BodyPositioning_sitting,BurialSide_back,BurialSide_back/left,BurialSide_back/right,BurialSide_bottom,BurialSide_front,BurialSide_front/left,BurialSide_front/right,BurialSide_left,BurialSide_left/back,BurialSide_left/front,BurialSide_right,BurialSide_right/back,BurialSide_right/front,Num,TIME,ANCE1,ANCE2,ANCE3,ANCE4,ANCE5,ANCE6,ANCE7,ANCE8,ANCE9,ov_dist_mds2_retro_default,ov_dist_pca5_retro_default,Date_BP_Median,YearBP,MobilityMatch_distance,AncestryMatch_distance,EHG,WHG,LVN,CHG
,S10255,46.213,18.703,ALSO4,,,,inhumation,R01146,C04314,,,,,,,0,0,osztá2016a,2024-05-30T17:47:41Z,robert@localhost,2024-05-30T17:47:41Z,robert@localhost,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,734,,,,,,,,,,,,,,,,,,,,
,S10255,46.213,18.703,ALSO4,,,,inhumation,R01147,C04315,,,,,,,1,0,osztá2016a,2024-05-30T17:47:41Z,robert@localhost,2024-05-30T17:47:41Z,robert@localhost,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,735,,,,,,,,,,,,,,,,,,,,
,S10255,46.213,18.703,ALSO4,,,,inhumation,R01148,C04316,,,,,,,1,1,osztá2016a,2024-05-30T17:47:41Z,robert@localhost,2024-05-30T17:47:41Z,robert@localhost,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,736,,,,,,,,,,,,,,,,,,,,
,S10255,46.213,18.703,ALSO4,,,,inhumation,R01149,C04317,,,,,,,1,0,osztá2016a,2024-05-30T17:47:41Z,robert@localhost,2024-05-30T17:47:41Z,robert@localhost,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,737,,,,,,,,,,,,,,,,,,,,
,S10255,46.213,18.703,ALSO4,,,,inhumation,R01150,C04318,,,,,,,1,0,osztá2016a,2024-05-30T17:47:41Z,robert@localhost,2024-05-30T17:47:41Z,robert@localhost,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,738,,,,,,,,,,,,,,,,,,,,
,S10255,46.213,18.703,ALSO4,,,,inhumation,R01151,C04319,,,,,,,1,0,osztá2016a,2024-05-30T17:47:41Z,robert@localhost,2024-05-30T17:47:41Z,robert@localhost,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,739,,,,,,,,,,,,,,,,,,,,
,S10255,46.213,18.703,ALSO4,,,,inhumation,R01152,C04320,,,,,,,1,0,osztá2016a,2024-05-30T17:47:41Z,robert@localhost,2024-05-30T17:47:41Z,robert@localhost,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,740,,,,,,,,,,,,,,,,,,,,
,S10255,46.213,18.703,ALSO4,,,,inhumation,R01153,C04321,,,,,,,1,0,osztá2016a,2024-05-30T17:47:41Z,robert@localhost,2024-05-30T17:47:41Z,robert@localhost,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,741,,,,,,,,,,,,,,,,,,,,
,S10255,46.213,18.703,ALSO4,,,,inhumation,R01154,C04323,,,,,,,0,0,osztá2016a,2024-05-30T17:47:41Z,robert@localhost,2024-05-30T17:47:41Z,robert@localhost,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,742,,,,,,,,,,,,,,,,,,,,
,S10255,46.213,18.703,ALSO4,,,,inhumation,R01155,C04324,,,,,,,0,0,osztá2016a,2024-05-30T17:47:41Z,robert@localhost,2024-05-30T17:47:41Z,robert@localhost,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,743,,,,,,,,,,,,,,,,,,,,
,S10255,46.213,18.703,ALSO4,,,,inhumation,R01156,C04325,,,,,,,1,0,osztá2016a,2024-05-30T17:47:41Z,robert@localhost,2024-05-30T17:47:41Z,robert@localhost,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,744,,,,,,,,,,,,,,,,,,,,
,S10255,46.213,18.703,ALSO4,,,,inhumation,R01157,C04327,,,,,,,1,0,osztá2016a,2024-05-30T17:47:41Z,robert@localhost,2024-05-30T17:47:41Z,robert@localhost,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,745,,,,,,,,,,,,,,,,,,,,
,S10255,46.213,18.703,ALSO4,,,,inhumation,R01158,C04331,,,,,,,0,0,osztá2016a,2024-05-30T17:47:41Z,robert@localhost,2024-05-30T17:47:41Z,robert@localhost,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,746,,,,,,,,,,,,,,,,,,,,
,S10255,46.213,18.703,ALSO4,,,,inhumation,R01159,C04332,,,,,,,,,osztá2016a,2024-05-30T17:47:41Z,robert@localhost,2024-05-30T17:47:41Z,robert@localhost,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,747,,,,,,,,,,,,,,,,,,,,
,S10255,46.213,18.703,ALSO4,,,,inhumation,R01160,C04333,,,,,,,1,0,osztá2016a,2024-05-30T17:47:41Z,robert@localhost,2024-05-30T17:47:41Z,robert@localhost,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,748,,,,,,,,,,,,,,,,,,,,
,S10255,46.213,18.703,ALSO4,,,,inhumation,R01161,C04334,,,,,,,1,0,osztá2016a,2024-05-30T17:47:41Z,robert@localhost,2024-05-30T17:47:41Z,robert@localhost,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,749,,,,,,,,,,,,,,,,,,,,
,S10255,46.213,18.703,ALSO4,,,,inhumation,R01162,C04335,,,,,,,0,0,osztá2016a,2024-05-30T17:47:41Z,robert@localhost,2024-05-30T17:47:41Z,robert@localhost,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,750,,,,,,,,,,,,,,,,,,,,
,S10255,46.213,18.703,ALSO4,,,,inhumation,R01163,C04336,,,,,,,1,0,osztá2016a,2024-05-30T17:47:41Z,robert@localhost,2024-05-30T17:47:41Z,robert@localhost,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,751,,,,,,,,,,,,,,,,,,,,
,S10255,46.213,18.703,ALSO4,,,,inhumation,R01164,C04337,,,,,,,1,0,osztá2016a,2024-05-30T17:47:41Z,robert@localhost,2024-05-30T17:47:41Z,robert@localhost,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,752,,,,,,,,,,,,,,,,,,,,
,S10255,46.213,18.703,ALSO4,,,,inhumation,R01165,C04338,,,,,,,1,0,osztá2016a,2024-05-30T17:47:41Z,robert@localhost,2024-05-30T17:47:41Z,robert@localhost,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,753,,,,,,,,,,,,,,,,,,,,
,S10255,46.213,18.703,ALSO4,,,,inhumation,R01166,C04339,,,,,,,1,0,osztá2016a,2024-05-30T17:47:41Z,robert@localhost,2024-05-30T17:47:41Z,robert@localhost,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,754,,,,,,,,,,,,,,,,,,,,
,S10255,46.213,18.703,ALSO4,,,,inhumation,R01167,C04340,,,,,,,1,0,osztá2016a,2024-05-30T17:47:41Z,robert@localhost,2024-05-30T17:47:41Z,robert@localhost,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,755,,,,,,,,,,,,,,,,,,,,
,S10255,46.213,18.703,ALSO4,,,,inhumation,R01168,C04341,,,,,,,1,0,osztá2016a,2024-05-30T17:47:41Z,robert@localhost,2024-05-30T17:47:41Z,robert@localhost,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,756,,,,,,,,,,,,,,,,,,,,
,S10255,46.213,18.703,ALSO4,,,,inhumation,R01169,C04342,,,,,,,1,0,osztá2016a,2024-05-30T17:47:41Z,robert@localhost,2024-05-30T17:47:41Z,robert@localhost,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,757,,,,,,,,,,,,,,,,,,,,
,S10255,46.213,18.703,ALSO4,,,,inhumation,R01170,C04343,,,,,,,1,1,osztá2016a,2024-05-30T17:47:41Z,robert@localhost,2024-05-30T17:47:41Z,robert@localhost,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,758,,,,,,,,,,,,,,,,,,,,
,S10255,46.213,18.703,ALSO4,,,,inhumation,R01171,C04344,,,,,,,1,0,osztá2016a,2024-05-30T17:47:41Z,robert@localhost,2024-05-30T17:47:41Z,robert@localhost,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,759,,,,,,,,,,,,,,,,,,,,
,S10255,46.213,18.703,ALSO4,,,,inhumation,R01172,C04345,,,,,,,1,0,osztá2016a,2024-05-30T17:47:41Z,robert@localhost,2024-05-30T17:47:41Z,robert@localhost,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,760,,,,,,,,,,,,,,,,,,,,
,S10255,46.213,18.703,ALSO4,,,,inhumation,R01173,C04346,,,,,,,1,0,osztá2016a,2024-05-30T17:47:41Z,robert@localhost,2024-05-30T17:47:41Z,robert@localhost,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,761,,,,,,,,,,,,,,,,,,,,
,S10255,46.213,18.703,ALSO4,,,,inhumation,R01174,C04347,,,,,,,1,0,osztá2016a,2024-05-30T17:47:41Z,robert@localhost,2024-05-30T17:47:41Z,robert@localhost,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,762,,,,,,,,,,,,,,,,,,,,
,S10255,46.213,18.703,ALSO4,,,,inhumation,R01175,C04348,,,,,,,0,0,osztá2016a,2024-05-30T17:47:41Z,robert@localhost,2024-05-30T17:47:41Z,robert@localhost,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,763,,,,,,,,,,,,,,,,,,,,
,S10255,46.213,18.703,ALSO4,,,,inhumation,R01176,C04349,,,,,,,0,0,osztá2016a,2024-05-30T17:47:41Z,robert@localhost,2024-05-30T17:47:41Z,robert@localhost,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,764,,,,,,,,,,,,,,,,,,,,
,S10255,46.213,18.703,ALSO4,,,,inhumation,R01177,C04350,,1,,,,,1,0,osztá2016a,2024-05-30T17:47:41Z,robert@localhost,2024-05-30T17:47:41Z,robert@localhost,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,765,,,,,,,,,,,,,,,,,,,,
,S10255,46.213,18.703,ALSO4,,,,inhumation,R01178,C04351,,,,,,,,,osztá2016a,2024-05-30T17:47:41Z,robert@localhost,2024-05-30T17:47:41Z,robert@localhost,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,766,,,,,,,,,,,,,,,,,,,,
,S10255,46.213,18.703,ALSO4,,,,inhumation,R01179,C04352,,,,,,,1,0,osztá2016a,2024-05-30T17:47:41Z,robert@localhost,2024-05-30T17:47:41Z,robert@localhost,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,767,,,,,,,,,,,,,,,,,,,,
,S10255,46.213,18.703,ALSO4,,,,inhumation,R01180,C04353,,,,,,,1,0,osztá2016a,2024-05-30T17:47:41Z,robert@localhost,2024-05-30T17:47:41Z,robert@localhost,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,768,,,,,,,,,,,,,,,,,,,,
,S10255,46.213,18.703,ALSO4,,,,inhumation,R01181,C04354,,,,,,,1,0,osztá2016a,2024-05-30T17:47:41Z,robert@localhost,2024-05-30T17:47:41Z,robert@localhost,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,769,,,,,,,,,,,,,,,,,,,,
,S10255,46.213,18.703,ALSO4,,,,inhumation,R01182,C04357,,,,,,,1,0,osztá2016a,2024-05-30T17:47:41Z,robert@localhost,2024-05-30T17:47:41Z,robert@localhost,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,770,,,,,,,,,,,,,,,,,,,,
,S10255,46.213,18.703,ALSO4,,,,inhumation,R01183,C04358,,,,,,,1,1,osztá2016a,2024-05-30T17:47:41Z,robert@localhost,2024-05-30T17:47:41Z,robert@localhost,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,771,,,,,,,,,,,,,,,,,,,,
,S10255,46.213,18.703,ALSO4,,,,inhumation,R01184,C04359,,,,,,,1,0,osztá2016a,2024-05-30T17:47:41Z,robert@localhost,2024-05-30T17:47:41Z,robert@localhost,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,772,,,,,,,,,,,,,,,,,,,,
,S10255,46.213,18.703,ALSO4,,,,inhumation,R01185,C04360,,,,,,,1,0,osztá2016a,2024-05-30T17:47:41Z,robert@localhost,2024-05-30T17:47:41Z,robert@localhost,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,773,,,,,,,,,,,,,,,,,,,,
,S10255,46.213,18.703,ALSO4,,,,inhumation,R01186,C04361,,,,,,,1,0,osztá2016a,2024-05-30T17:47:41Z,robert@localhost,2024-05-30T17:47:41Z,robert@localhost,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,774,,,,,,,,,,,,,,,,,,,,
,S10255,46.213,18.703,ALSO4,,,,inhumation,R01187,C04362,,,,,,,1,0,osztá2016a,2024-05-30T17:47:41Z,robert@localhost,2024-05-30T17:47:41Z,robert@localhost,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,775,,,,,,,,,,,,,,,,,,,,
,S10255,46.213,18.703,ALSO4,,,,inhumation,R01188,C04363,,,,,,,1,0,osztá2016a,2024-05-30T17:47:41Z,robert@localhost,2024-05-30T17:47:41Z,robert@localhost,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,776,,,,,,,,,,,,,,,,,,,,
,S10255,46.213,18.703,ALSO4,,,,inhumation,R01189,C04364,,,,,,,1,0,osztá2016a,2024-05-30T17:47:41Z,robert@localhost,2024-05-30T17:47:41Z,robert@localhost,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,777,,,,,,,,,,,,,,,,,,,,
,S10255,46.213,18.703,ALSO4,,,,inhumation,R01190,C04365,,,,,,,1,0,osztá2016a,2024-05-30T17:47:41Z,robert@localhost,2024-05-30T17:47:41Z,robert@localhost,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,778,,,,,,,,,,,,,,,,,,,,
,S10255,46.213,18.703,ALSO4,,,,inhumation,R01191,C04366,,,,,,,0,0,osztá2016a,2024-05-30T17:47:41Z,robert@localhost,2024-05-30T17:47:41Z,robert@localhost,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,779,,,,,,,,,,,,,,,,,,,,
,S10255,46.213,18.703,ALSO4,,,,inhumation,R01193,C04368,,,,,,,1,0,osztá2016a,2024-05-30T17:47:41Z,robert@localhost,2024-05-30T17:47:41Z,robert@localhost,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,780,,,,,,,,,,,,,,,,,,,,
,S10255,46.213,18.703,ALSO4,,,,inhumation,R01194,C04369,,,,,,,1,0,osztá2016a,2024-05-30T17:47:41Z,robert@localhost,2024-05-30T17:47:41Z,robert@localhost,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,781,,,,,,,,,,,,,,,,,,,,
,S10255,46.213,18.703,ALSO4,,,,inhumation,R01195,C04370,,,,,,,1,0,osztá2016a,2024-05-30T17:47:41Z,robert@localhost,2024-05-30T17:47:41Z,robert@localhost,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,782,,,,,,,,,,,,,,,,,,,,
,S10255,46.213,18.703,ALSO4,,,,inhumation,R01196,C04371,,,,,,,1,0,osztá2016a,2024-05-30T17:47:41Z,robert@localhost,2024-05-30T17:47:41Z,robert@localhost,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,783,,,,,,,,,,,,,,,,,,,,
,S10255,46.213,18.703,ALSO4,,,,inhumation,R01197,C04372,,,,,,,1,0,osztá2016a,2024-05-30T17:47:41Z,robert@localhost,2024-05-30T17:47:41Z,robert@localhost,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,784,,,,,,,,,,,,,,,,,,,,
,S10255,46.213,18.703,ALSO4,,,,inhumation,R01198,C04373,,,crouched,left,,,1,0,osztá2016a,2024-05-30T17:47:41Z,robert@localhost,2024-05-30T17:47:41Z,robert@localhost,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,785,,,,,,,,,,,,,,,,,,,,
,S10255,46.213,18.703,ALSO4,,,,inhumation,R01199,C04374,,,,,,,1,0,osztá2016a,2024-05-30T17:47:41Z,robert@localhost,2024-05-30T17:47:41Z,robert@localhost,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,786,,,,,,,,,,,,,,,,,,,,
,S10255,46.213,18.703,ALSO4,,,,inhumation,R01200,C04375,,,,,,,1,0,osztá2016a,2024-05-30T17:47:41Z,robert@localhost,2024-05-30T17:47:41Z,robert@localhost,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,787,,,,,,,,,,,,,,,,,,,,
,S10255,46.213,18.703,ALSO4,,,,inhumation,R01201,C04376,,,,,,,1,0,osztá2016a,2024-05-30T17:47:41Z,robert@localhost,2024-05-30T17:47:41Z,robert@localhost,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,788,,,,,,,,,,,,,,,,,,,,
,S10255,46.213,18.703,ALSO4,,,,inhumation,R01202,C04377,,,,,,,1,0,osztá2016a,2024-05-30T17:47:41Z,robert@localhost,2024-05-30T17:47:41Z,robert@localhost,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,789,,,,,,,,,,,,,,,,,,,,
,S10255,46.213,18.703,ALSO4,,,,inhumation,R01203,C04378,,,,,,,1,0,osztá2016a,2024-05-30T17:47:41Z,robert@localhost,2024-05-30T17:47:41Z,robert@localhost,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,790,,,,,,,,,,,,,,,,,,,,
,S10255,46.213,18.703,ALSO4,,,,inhumation,R01204,C04379,,,,,,,0,0,osztá2016a,2024-05-30T17:47:41Z,robert@localhost,2024-05-30T17:47:41Z,robert@localhost,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,791,,,,,,,,,,,,,,,,,,,,
,S10255,46.213,18.703,ALSO4,,,,inhumation,R01205,C04380,,,,,,,1,0,osztá2016a,2024-05-30T17:47:41Z,robert@localhost,2024-05-30T17:47:41Z,robert@localhost,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,792,,,,,,,,,,,,,,,,,,,,
,S10255,46.213,18.703,ALSO4,,,,inhumation,R01206,C04381,,,,,,,1,0,osztá2016a,2024-05-30T17:47:41Z,robert@localhost,2024-05-30T17:47:41Z,robert@localhost,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,793,,,,,,,,,,,,,,,,,,,,
,S10255,46.213,18.703,ALSO4,,,,inhumation,R01207,C04382,,,,,,,1,0,osztá2016a,2024-05-30T17:47:41Z,robert@localhost,2024-05-30T17:47:41Z,robert@localhost,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,794,,,,,,,,,,,,,,,,,,,,
,S10255,46.213,18.703,ALSO4,,,,inhumation,R01208,C04383,,,,,,,,,osztá2016a,2024-05-30T17:47:41Z,robert@localhost,2024-05-30T17:47:41Z,robert@localhost,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,795,,,,,,,,,,,,,,,,,,,,
,S10255,46.213,18.703,ALSO5,4624,123,,inhumation,R01209,C04384,,,,,,,,,osztá2016a,2024-05-30T17:47:41Z,robert@localhost,2024-05-30T17:47:41Z,robert@localhost,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,796,,0.000701,0.018369,1e-05,0.155769,1e-05,0.752298,1e-05,0.072824,1e-05,291,355,,4624,150.863066059873,270.311864899637,0.08688933434429,0.20058485167032,0.689668628401718,0.0107017255859726
,S10255,46.213,18.703,ALSO5,4624,123,,inhumation,R01210,C04385,,,,,,,,,osztá2016a,2024-05-30T17:47:41Z,robert@localhost,2024-05-30T17:47:41Z,robert@localhost,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,797,,0.000701,0.018369,1e-05,0.155769,1e-05,0.752298,1e-05,0.072824,1e-05,291,355,,4624,150.863066059873,270.311864899637,0.08688933434429,0.20058485167032,0.689668628401718,0.0107017255859726
,S10255,46.213,18.703,ALSO4,,,,inhumation,R01211,C04386,,,,,,,1,0,osztá2016a,2024-05-30T17:47:41Z,robert@localhost,2024-05-30T17:47:41Z,robert@localhost,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,798,,,,,,,,,,,,,,,,,,,,
,S10255,46.213,18.703,ALSO4,,,,inhumation,R01212,C04387,,,,,,,1,0,osztá2016a,2024-05-30T17:47:41Z,robert@localhost,2024-05-30T17:47:41Z,robert@localhost,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,799,,,,,,,,,,,,,,,,,,,,
,S10255,46.213,18.703,ALSO4,,,,inhumation,R01213,C04388,,,,,,,0,0,osztá2016a,2024-05-30T17:47:41Z,robert@localhost,2024-05-30T17:47:41Z,robert@localhost,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,800,,,,,,,,,,,,,,,,,,,,
,S10255,46.213,18.703,ALSO4,,,,inhumation,R01214,C04389,,,,,,,1,0,osztá2016a,2024-05-30T17:47:41Z,robert@localhost,2024-05-30T17:47:41Z,robert@localhost,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,801,,,,,,,,,,,,,,,,,,,,
,S10255,46.213,18.703,ALSO4,,,,inhumation,R01215,C04390,,,,,,,1,0,osztá2016a,2024-05-30T17:47:41Z,robert@localhost,2024-05-30T17:47:41Z,robert@localhost,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,802,,,,,,,,,,,,,,,,,,,,
,S10255,46.213,18.703,ALSO4,,,,inhumation,R01216,C04391,,,,,,,1,0,osztá2016a,2024-05-30T17:47:41Z,robert@localhost,2024-05-30T17:47:41Z,robert@localhost,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,803,,,,,,,,,,,,,,,,,,,,
,S10255,46.213,18.703,ALSO4,,,,inhumation,R01217,C04392,,,,,,,,,osztá2016a,2024-05-30T17:47:41Z,robert@localhost,2024-05-30T17:47:41Z,robert@localhost,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,804,,,,,,,,,,,,,,,,,,,,
,S10255,46.213,18.703,ALSO4,,,,inhumation,R01218,C04393,,,,,,,1,0,osztá2016a,2024-05-30T17:47:41Z,robert@localhost,2024-05-30T17:47:41Z,robert@localhost,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,805,,,,,,,,,,,,,,,,,,,,
,S10255,46.213,18.703,ALSO4,,,,inhumation,R01219,C04394,,,,,,,1,1,osztá2016a,2024-05-30T17:47:41Z,robert@localhost,2024-05-30T17:47:41Z,robert@localhost,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,806,,,,,,,,,,,,,,,,,,,,
,S10255,46.213,18.703,ALSO4,,,,inhumation,R01220,C04395,,,,,,,1,0,osztá2016a,2024-05-30T17:47:41Z,robert@localhost,2024-05-30T17:47:41Z,robert@localhost,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,807,,,,,,,,,,,,,,,,,,,,
,S10255,46.213,18.703,ALSO4,,,,inhumation,R01221,C04396,,,,,,,1,0,osztá2016a,2024-05-30T17:47:41Z,robert@localhost,2024-05-30T17:47:41Z,robert@localhost,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,808,,,,,,,,,,,,,,,,,,,,
,S10255,46.213,18.703,ALSO4,,,,inhumation,R01222,C04397,,,,,,,1,0,osztá2016a,2024-05-30T17:47:41Z,robert@localhost,2024-05-30T17:47:41Z,robert@localhost,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,809,,,,,,,,,,,,,,,,,,,,
,S10255,46.213,18.703,ALSO4,,,,inhumation,R01223,C04398,,,,,,,1,0,osztá2016a,2024-05-30T17:47:41Z,robert@localhost,2024-05-30T17:47:41Z,robert@localhost,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,810,,,,,,,,,,,,,,,,,,,,
,S10255,46.213,18.703,ALSO4,,,,inhumation,R01224,C04399,,,,,,,1,0,osztá2016a,2024-05-30T17:47:41Z,robert@localhost,2024-05-30T17:47:41Z,robert@localhost,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,811,,,,,,,,,,,,,,,,,,,,
,S10255,46.213,18.703,ALSO4,,,,inhumation,R01225,C04400,,,,,,,1,0,osztá2016a,2024-05-30T17:47:41Z,robert@localhost,2024-05-30T17:47:41Z,robert@localhost,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,812,,,,,,,,,,,,,,,,,,,,
,S10255,46.213,18.703,ALSO4,,,,inhumation,R01226,C04401,,,,,,,1,1,osztá2016a,2024-05-30T17:47:41Z,robert@localhost,2024-05-30T17:47:41Z,robert@localhost,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,813,,,,,,,,,,,,,,,,,,,,
,S10255,46.213,18.703,ALSO4,,,,inhumation,R01227,C04402,,,,,,,1,0,osztá2016a,2024-05-30T17:47:41Z,robert@localhost,2024-05-30T17:47:41Z,robert@localhost,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,814,,,,,,,,,,,,,,,,,,,,
,S10255,46.213,18.703,ALSO4,,,,inhumation,R01228,C04403,,,,,,,0,0,osztá2016a,2024-05-30T17:47:41Z,robert@localhost,2024-05-30T17:47:41Z,robert@localhost,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,815,,,,,,,,,,,,,,,,,,,,
,S10255,46.213,18.703,ALSO4,,,,inhumation,R01229,C04404,,,,,,,1,0,osztá2016a,2024-05-30T17:47:41Z,robert@localhost,2024-05-30T17:47:41Z,robert@localhost,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,816,,,,,,,,,,,,,,,,,,,,
,S10255,46.213,18.703,ALSO4,,,,inhumation,R01230,C04405,,,,,,,1,0,osztá2016a,2024-05-30T17:47:41Z,robert@localhost,2024-05-30T17:47:41Z,robert@localhost,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,817,,,,,,,,,,,,,,,,,,,,
,S10255,46.213,18.703,ALSO4,,,,inhumation,R01231,C04406,,,crouched,right,,,1,0,osztá2016a,2024-05-30T17:47:41Z,robert@localhost,2024-05-30T17:47:41Z,robert@localhost,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,818,,,,,,,,,,,,,,,,,,,,
,S10255,46.213,18.703,ALSO4,,,,inhumation,R01232,C04407,,,,,,,1,0,osztá2016a,2024-05-30T17:47:41Z,robert@localhost,2024-05-30T17:47:41Z,robert@localhost,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,819,,,,,,,,,,,,,,,,,,,,
