IND	LAT	LON	TIME	ANCE1	ANCE2	ANCE3	ANCE4	ANCE5	ANCE6	ANCE7	ANCE8	ANCE9
Egypt1	30.1247803753521	31.2815671826899	0	0.009439	0.004839	0.196983	0.005923	0.005724	0.44818	1e-05	0.328893	1e-05
Egypt3	30.1399719753116	31.2681325526629	0	1e-05	0.017439	0.193736	0.027248	0.00519	0.439162	0.008503	0.308702	1e-05
Egypt7	30.0989235118777	31.2801435949933	0	0.008373	1e-05	0.149903	0.006637	0.00011	0.473666	0.002804	0.354951	0.003545
Egypt9	30.1472586680017	31.2030789618567	0	1e-05	0.019038	0.142424	0.014339	1e-05	0.471835	1e-05	0.343989	0.008346
Egypt10	30.1318299401365	31.2323850926198	0	1e-05	0.024937	0.16665	0.005492	0.001949	0.491454	1e-05	0.309488	1e-05
Egypt11	30.2169628087245	31.2239325357322	0	0.006539	0.016218	0.185227	0.014038	1e-05	0.447842	1e-05	0.323487	0.00663
Egypt12	30.1894049890153	31.329813928036	0	0.000679	0.0221	0.172101	0.00622	1e-05	0.484268	1e-05	0.306162	0.008449
Egypt1AQ172	31.1071401346568	31.4000115390588	0	0.000153	1e-05	0.150086	0.020864	1e-05	0.464684	0.007873	0.348324	0.007996
Egypt3AQ172	30.7667264779191	30.9797526915558	0	0.009332	0.000748	0.132998	0.0167	0.006435	0.501438	1e-05	0.321506	0.010833
Egypt5AQ172	31.1214804226626	31.4144200483058	0	1e-05	0.014679	0.154134	0.0038	0.000309	0.480558	0.008911	0.329358	0.008242
Egypt7AQ172	30.9872980475985	31.411653780397	0	0.006745	0.015016	0.14678	0.019029	0.003287	0.484076	1e-05	0.319062	0.005995
Egypt8AT113	30.9561763874814	31.3575234149769	0	0.001206	0.019453	0.181489	0.003005	0.003133	0.470962	1e-05	0.320731	1e-05
Egypt9AQ172	31.0403405876458	31.4108334428817	0	0.005835	0.004795	0.164417	0.015318	0.004814	0.477033	1e-05	0.320127	0.007653
Egypt9AQ177	31.0391064230446	31.3762914895732	0	1e-05	0.004445	0.168613	0.017459	0.002476	0.466507	1e-05	0.328287	0.012194
Egypt12AQ172	30.990943557499	31.3913005680032	0	0.001133	0.014096	0.158755	0.008835	0.005309	0.484734	1e-05	0.323921	0.003207
Egypt15AQ172	31.0719970514625	31.3361383292079	0	0.006685	1e-05	0.158031	0.007537	0.003975	0.489466	1e-05	0.326146	0.008141
Egypt17AQ176	31.1197532100882	30.9215634625778	0	1e-05	0.017089	0.151281	0.014682	0.006672	0.489663	0.007216	0.313378	1e-05
Egypt22TD21	31.0427759053279	31.3246086388547	0	0.006433	0.018343	0.147328	0.014944	0.009798	0.472358	0.007102	0.318043	0.005651
LIB13	32.789084131103	13.1826764454227	0	0.013918	1e-05	0.193046	0.024055	0.000122	0.48056	1e-05	0.269816	0.018463
LIB18	32.8916080282722	13.1703077360149	0	0.006279	1e-05	0.194923	0.032259	1e-05	0.466083	1e-05	0.300408	1.8e-05
LIB27	32.8463406158332	13.2529555625841	0	0.008599	1e-05	0.181803	0.013424	1e-05	0.503894	1e-05	0.281184	0.011067
LIB30	32.9183754594252	13.2141330782417	0	0.010374	1e-05	0.188272	0.039173	0.000308	0.461017	0.001881	0.298954	1e-05
LIB7	32.9501201258693	13.1398121118639	0	0.002448	0.000411	0.1875	0.026431	7e-05	0.518564	1e-05	0.255484	0.009081
Tunisian20A5	36.9125164973829	10.1296649025101	0	0.013677	0.014911	0.241233	0.025855	0.003364	0.492217	0.003143	0.205393	0.000206
Tunisian20B4	36.7842841530498	10.2590828932635	0	0.000513	0.018146	0.195084	0.040922	0.001408	0.494448	1e-05	0.242187	0.007281
Tunisian20C1	36.7955569720641	10.1652806513291	0	0.011269	1e-05	0.199769	0.027031	0.002213	0.492832	0.002416	0.262735	0.001725
Tunisian20C4	36.8929055946693	10.1631325773243	0	0.00643	1e-05	0.198581	0.049482	0.00257	0.529715	1e-05	0.209647	0.003556
Tunisian20D1	36.8858531812485	10.2694195521809	0	0.003402	0.007698	0.239562	0.039513	0.004234	0.473648	0.004359	0.226968	0.000617
Tunisian20D4	36.7795091875177	10.2234130622167	0	0.010213	0.016879	0.243955	0.034362	1e-05	0.483596	1e-05	0.20056	0.010416
Tunisian20F4	36.84612141422	10.1430920503382	0	0.006044	0.00733	0.212788	0.041815	1e-05	0.509151	0.015038	0.207814	1e-05
Tunisian200000	36.7922262171097	10.2186794715282	0	0.008619	0.00633	0.211741	0.032426	1e-05	0.490174	0.003184	0.247506	1e-05
Algerian43A13	36.7902777098119	3.10419038348831	0	0.009314	0.009328	0.238692	0.036255	1e-05	0.508681	1e-05	0.191708	0.006002
Algerian43A21	36.8112813415006	2.94241269916296	0	1e-05	0.020755	0.24623	0.042525	0.004207	0.483147	0.001571	0.194544	0.00701
Algerian43A22	36.814047664823	3.10928894710727	0	0.003964	0.005212	0.241638	0.057021	0.003314	0.47801	0.000811	0.197495	0.012534
Algerian43A23	36.6601266600192	2.94010595568456	0	0.00436	0.000328	0.246814	0.048772	0.008485	0.503017	1e-05	0.185477	0.002737
Algerian43A24	36.6696537795477	2.99631146747619	0	0.008548	0.011355	0.247252	0.039989	0.00435	0.506352	1e-05	0.171649	0.010495
Algerian43A32	36.7697209653445	3.05495277620852	0	0.011862	0.001429	0.239454	0.048837	1e-05	0.483409	0.00444	0.202188	0.00837
Algerian43A34	36.6966310408432	3.07943698802032	0	0.011521	0.011407	0.205444	0.048976	0.002	0.547953	1e-05	0.172678	1e-05
HGDP01253	31.9942365792114	2.91251686201431	0	0.011256	1e-05	0.238799	0.047672	1e-05	0.527137	1e-05	0.175096	1e-05
HGDP01254	32.0754862031899	2.93248296105303	0	1e-05	0.001089	0.230072	0.055016	0.001321	0.509087	1e-05	0.181703	0.021692
HGDP01255	32.0592413811479	3.00945865465328	0	0.006793	0.049517	0.216846	0.067064	0.003076	0.514057	1e-05	0.142626	1e-05
HGDP01256	31.9726127346512	3.02985580260865	0	0.002353	1e-05	0.254904	0.046316	1e-05	0.512614	1e-05	0.176049	0.007734
HGDP01257	31.9491889040452	3.00647781086154	0	0.000333	1e-05	0.276804	0.040819	1e-05	0.509198	1e-05	0.163888	0.008929
HGDP01258	31.9272652750369	3.01773312725127	0	0.010863	1e-05	0.228944	0.045715	1e-05	0.523533	1e-05	0.181125	0.009789
HGDP01259	31.9841430320404	3.02422124547884	0	1e-05	1e-05	0.257485	0.054245	0.004413	0.503282	1e-05	0.166884	0.013661
HGDP01262	31.9916523242835	2.91452674092725	0	0.006551	0.000579	0.251071	0.053854	0.004484	0.504447	0.004076	0.168392	0.006545
HGDP01263	31.9169591994025	2.91879259622656	0	0.012647	1e-05	0.189057	0.056062	1e-05	0.550097	1e-05	0.184946	0.007162
HGDP01264	31.9579780737404	2.98161038169637	0	0.009433	1e-05	0.228233	0.050841	1e-05	0.521855	1e-05	0.184577	0.00503
HGDP01265	31.9244056499098	3.00529876803048	0	0.011393	1e-05	0.236095	0.040854	0.000696	0.561661	1e-05	0.14348	0.005801
HGDP01268	31.9087585920002	3.00984665290453	0	1e-05	1e-05	0.239209	0.027706	0.005544	0.518055	1e-05	0.204006	0.005449
HGDP01272	31.9820337271784	3.07538682054728	0	0.012068	1e-05	0.220188	0.040621	1e-05	0.533559	1e-05	0.185526	0.008008
HGDP01274	31.9054147882387	2.96221794039011	0	0.001195	1e-05	0.301478	0.038774	0.001107	0.490593	1e-05	0.150892	0.015942
HGDP01275	31.9930657029618	2.97122966274619	0	0.00453	1e-05	0.229558	0.049336	1e-05	0.540956	1e-05	0.166736	0.008856
HGDP01276	31.9686133500654	3.04839469837025	0	0.004348	1e-05	0.262723	0.044694	1e-05	0.513636	1e-05	0.167574	0.006995
HGDP01277	32.0702097310219	2.90276838787831	0	1e-05	0.001773	0.242441	0.044982	1e-05	0.521123	0.010583	0.172761	0.006317
HGDP01278	31.9979069757741	2.93412970318459	0	0.012476	1e-05	0.231333	0.050375	1e-05	0.524251	1e-05	0.177198	0.004337
HGDP01279	31.9502888630144	3.09538657320663	0	0.00754	1e-05	0.239089	0.037696	7.9e-05	0.522641	0.003781	0.185127	0.004038
HGDP01280	31.9608750187326	2.95072659174912	0	1e-05	1e-05	0.22781	0.048081	0.004123	0.532762	1e-05	0.175666	0.011529
HGDP01282	31.988982926216	3.01960135754198	0	0.009789	0.006921	0.222279	0.041909	0.005796	0.540216	1e-05	0.171972	0.001107
MCA14	33.5546473490726	-7.54994092524983	0	0.003894	1e-05	0.211643	0.035913	1.2e-05	0.497979	0.004058	0.238442	0.008049
MCA16	33.4910526840203	-7.54852929019369	0	0.004004	1e-05	0.236892	0.051301	0.001196	0.490503	1e-05	0.2047	0.011384
MCA19	33.5909555475879	-7.6137673985865	0	0.015837	0.011813	0.359891	0.038522	0.001563	0.413906	0.002888	0.15557	1e-05
MCA24	33.60294898252	-7.5883589384798	0	0.006405	1e-05	0.289153	0.041678	0.012212	0.502769	1e-05	0.144714	0.003048
MCA37	33.5427859289758	-7.53900716325268	0	0.009749	0.010802	0.234556	0.04355	0.010654	0.507042	1e-05	0.183627	1e-05
MCA38	33.5284607604798	-7.55496833568439	0	1e-05	0.013057	0.344695	0.027149	1e-05	0.41385	1e-05	0.201208	1e-05
MCA39	33.6116712894477	-7.5804519100301	0	0.008914	1e-05	0.282374	0.044826	1e-05	0.462958	1e-05	0.197384	0.003514
MCA7	33.5058035397623	-7.62125956660137	0	0.000893	1e-05	0.242008	0.038777	0.006094	0.497834	0.00284	0.200063	0.011481
MCA8	33.4721607271768	-7.52653939460404	0	0.009207	1e-05	0.255177	0.0354	0.000385	0.512045	1e-05	0.177792	0.009975
MCA9	33.5316890410334	-7.63103239705786	0	0.004522	1e-05	0.221101	0.047009	1e-05	0.539774	1e-05	0.176407	0.011156
LibyanJew1104	32.8454248460289	13.1250664521195	0	0.009315	0.054052	0.048148	0.034259	0.001049	0.543887	1e-05	0.302667	0.006614
LibyanJew1263	32.937798413476	13.2067304695211	0	1e-05	0.071505	0.065421	0.024196	0.001092	0.553835	1e-05	0.283921	1e-05
LibyanJew1438	32.9128166340571	13.1151594990585	0	0.005676	0.05078	0.066006	0.038969	0.000943	0.537972	1e-05	0.299634	1e-05
LibyanJew1462	32.8587471415102	13.1432780134678	0	0.005949	0.067058	0.055793	0.0355	1e-05	0.550781	0.003854	0.281045	1e-05
LibyanJew1601	32.918354167724	13.208560487926	0	0.001538	0.067578	0.05878	0.027596	1e-05	0.550948	1e-05	0.288123	0.005418
LibyanJew1605	32.9737496853154	13.1734324306902	0	0.008493	0.067565	0.062686	0.027975	0.005157	0.554157	1e-05	0.273947	1e-05
LibyanJew1611	32.8319363114703	13.1991707102116	0	0.009642	0.065555	0.059445	0.034165	1e-05	0.5534	0.001714	0.273589	0.00248
LibyanJew1639	32.8787695498019	13.1703920352925	0	0.007016	0.056083	0.055024	0.030732	0.000161	0.545395	1e-05	0.304546	0.001034
LibyanJew1659	32.8402538936399	13.1536464897171	0	1e-05	0.052081	0.064974	0.043651	0.000757	0.546218	1e-05	0.289902	0.002396
MoroccanJew4634	34.0370613821596	-6.89008689011447	0	0.000131	0.087873	0.047749	0.041926	1e-05	0.551137	0.00164	0.268063	0.00147
MoroccanJew4683	34.069420830328	-6.82654096727259	0	0.001872	0.07893	0.040107	0.040923	1e-05	0.547329	1e-05	0.289538	0.001281
MoroccanJew4692	33.9843140709028	-6.81414013384841	0	1e-05	0.076414	0.048092	0.035756	1e-05	0.558676	0.001185	0.274957	0.004901
MoroccanJew4789	33.9545375464764	-6.78824688662775	0	1e-05	0.071363	0.056856	0.047609	1e-05	0.546394	0.00883	0.268918	1e-05
MoroccanJew5126	33.9529701402225	-6.93309200337157	0	0.005051	0.091229	0.05154	0.032298	1e-05	0.559922	0.003568	0.254106	0.002277
MoroccanJew5168	34.0962142469175	-6.84766267119907	0	0.012948	0.089501	0.05311	0.041512	1e-05	0.555157	1e-05	0.247742	1e-05
TunisianJew1170	36.7303535313345	10.218044680329	0	0.002375	0.05613	0.048312	0.0268	0.002431	0.568936	1e-05	0.290523	0.004483
TunisianJew1421	36.8541253197938	10.2211598864477	0	0.0038	0.057444	0.053718	0.024982	0.002733	0.561259	1e-05	0.292454	0.0036
TunisianJew1507	36.7270146401599	10.1067273486592	0	0.001361	0.044015	0.060265	0.02918	0.003486	0.544745	0.000971	0.311725	0.004252
TunisianJew1511	36.8307132108137	10.155755667733	0	0.003635	0.069932	0.054719	0.029461	1e-05	0.557512	1e-05	0.277941	0.006779
TunisianJew1531	36.766776557127	10.0824979801849	0	0.004227	0.049568	0.047729	0.037123	0.002138	0.555551	1e-05	0.303361	0.000293
TunisianJew1544	36.8903202981222	10.2204165002517	0	1e-05	0.067659	0.050911	0.024239	0.00624	0.549801	1e-05	0.288439	0.012691
TunisianJew1763	36.8909369530622	10.1483340288699	0	0.00408	0.048542	0.053416	0.017449	1e-05	0.583214	0.005835	0.287444	1e-05
CYP2	35.0651811362896	33.3439876598958	0	1e-05	0.084022	0.017104	0.01119	1e-05	0.560821	1e-05	0.326825	1e-05
CYP5	35.1552307527233	33.4310624039918	0	0.009286	0.07836	0.019269	0.014977	0.001452	0.542428	1e-05	0.334208	1e-05
CYP19	35.0309777192492	33.4262878277525	0	0.002642	0.086337	0.014632	0.008856	0.001202	0.555586	1e-05	0.330725	1e-05
Cyprus2AJ19	35.1957895912882	33.3617666393239	0	0.006719	0.061058	0.018915	0.003774	0.003304	0.525009	1e-05	0.381202	1e-05
Cyprus13AJ19	35.1802406067681	33.4085942974035	0	1e-05	0.118962	0.014108	0.037231	0.002995	0.542887	1e-05	0.283787	1e-05
Cyprus21AJ19	35.1129730744008	33.52452241119	0	0.006604	0.077755	0.014225	0.000911	0.006916	0.5376	0.00026	0.355244	0.000487
Cyprus22AJ19	35.0543446151726	33.406351305889	0	0.007929	0.085673	0.013874	0.015743	4.8e-05	0.568546	0.00041	0.307711	6.7e-05
Cyprus24AJ19	35.0415358743351	33.4832087613828	0	0.001147	0.080568	0.008041	0.023043	1e-05	0.54243	1e-05	0.344741	1e-05
GREEKGRALPOP3	40.6405003735889	22.8604140522983	0	0.005285	0.180448	0.003551	0.073267	0.009775	0.58138	0.006056	0.137963	0.002275
GREEKGRALPOP4	40.7390088070743	23.0128611386381	0	0.002749	0.178442	1e-05	0.05749	1e-05	0.556957	0.000284	0.204049	1e-05
GREEKGRALPOP5	40.6369517573714	22.9322563033644	0	0.005262	0.184409	0.004361	0.062683	0.006171	0.554324	0.006248	0.176532	1e-05
GREEKGRALPOP8	40.5676873874478	22.895515662441	0	1e-05	0.193386	0.007199	0.076259	1e-05	0.555198	0.001926	0.158276	0.007736
GREEKGRALPOP9	40.6033742073085	22.9589836169593	0	1e-05	0.17793	0.002515	0.079656	0.003601	0.562566	0.001824	0.164563	0.007334
GREEKGRALPOP10	40.6705822292343	22.9420557600539	0	0.006472	0.178477	0.008412	0.057004	1e-05	0.543186	0.008691	0.192628	0.005119
GREEKGRALPOP11	40.6269120751508	22.9771291417629	0	1e-05	0.190573	0.007884	0.070215	1e-05	0.551777	1e-05	0.179511	1e-05
GREEKGRALPOP12	40.5827749076858	23.0156757196039	0	0.001959	0.172278	1e-05	0.072107	0.002688	0.535941	0.003483	0.206571	0.004964
GREEKGRALPOP13	40.699811787447	22.9319443774968	0	0.011402	0.17685	0.007383	0.066227	1e-05	0.55293	0.001809	0.183379	1e-05
GREEKGRALPOP14	40.7179176326469	22.9627348844055	0	0.002215	0.174905	0.006949	0.06341	0.006026	0.556711	0.000678	0.189097	1e-05
GREEKGRALPOP15	40.5612565572467	22.8645387023781	0	0.002163	0.187924	0.005896	0.074827	1e-05	0.542515	0.010796	0.17586	1e-05
GREEKGRALPOP16	40.5688720977493	22.9520315705892	0	1e-05	0.180719	0.012146	0.055719	1e-05	0.564377	1e-05	0.182825	0.004184
GREEKGRALPOP17	40.5813981132675	22.9552215538546	0	0.004484	0.203711	0.019658	0.061053	1e-05	0.547348	1.3e-05	0.163715	1e-05
GREEKGRALPOP18	40.6675043519679	22.9643401490152	0	0.006014	0.181901	0.002935	0.077849	0.001035	0.549727	1e-05	0.176949	0.003581
NA17372	37.9328673238214	23.71047129713	0	1e-05	0.163095	0.015988	0.061675	0.01201	0.538623	1e-05	0.203805	0.004785
NA17373	38.0155078167841	23.7131497137528	0	0.003438	0.171214	9.6e-05	0.083575	1e-05	0.561516	1e-05	0.180131	1e-05
NA17374	37.9333836948778	23.6588586129993	0	0.00076	0.109309	1e-05	1e-05	1e-05	0.515191	0.001571	0.373129	1e-05
NA17375	37.9351980777737	23.810340041602	0	0.00215	0.163037	0.004641	0.043747	1e-05	0.54126	0.003543	0.237923	0.003689
NA17376	37.9473258930538	23.7880125039071	0	1e-05	0.111249	0.011748	0.027999	0.005078	0.560719	0.002494	0.280693	1e-05
NA17377	37.9023014695663	23.768536545923	0	1e-05	0.200498	0.00059	0.068684	0.000485	0.557428	1e-05	0.172284	1e-05
HGDP01147	45.9586197858211	9.91477893302217	0	0.002467	0.198225	0.002947	0.100125	1e-05	0.582308	1e-05	0.113899	1e-05
HGDP01151	45.9426276952028	9.95861816853285	0	1e-05	0.175093	0.004667	0.11627	1e-05	0.593647	0.004396	0.105897	1e-05
HGDP01152	46.0579780207947	9.96201942488551	0	0.002797	0.186113	0.005603	0.094741	0.005727	0.582183	1e-05	0.122816	1e-05
HGDP01153	45.9780516201165	10.0411138816271	0	1e-05	0.190649	0.005466	0.094446	0.000185	0.601487	1e-05	0.107736	1e-05
HGDP01155	45.9169835624751	10.049007889349	0	0.003809	0.17513	0.009924	0.100408	0.001088	0.578733	1e-05	0.130888	1e-05
HGDP01156	46.0815217877738	10.0051180091687	0	1e-05	0.175014	0.004311	0.092341	0.005495	0.602052	0.00555	0.115216	1e-05
HGDP01157	45.9538088151254	9.92189918933436	0	0.002073	0.180192	0.004203	0.103389	0.009294	0.584908	0.001441	0.11449	1e-05
HGDP01171	46.0113424004987	9.99954725196585	0	0.005635	0.179291	0.000232	0.101004	0.001485	0.585744	1e-05	0.12659	1e-05
HGDP01172	45.9486500275321	9.93582393578254	0	0.001058	0.182986	1e-05	0.091395	0.006626	0.58259	1e-05	0.134377	0.000949
HGDP01173	46.0050792740192	9.9298153157346	0	1e-05	0.180994	0.002092	0.10292	1e-05	0.603522	0.00813	0.102312	1e-05
HGDP01174	45.9164523938205	10.0016135015059	0	0.003629	0.183004	0.009314	0.081217	1e-05	0.598267	1e-05	0.124539	1e-05
HGDP01177	46.0780267738737	10.0707840864547	0	1e-05	0.176743	0.003086	0.097449	0.003571	0.619326	0.000162	0.099643	1e-05
BEL57	39.4401177349314	15.5897839799803	0	0.002779	0.135297	0.020224	0.041728	1e-05	0.577227	0.001851	0.220873	1e-05
ITS2	40.4873075020872	16.4705623053946	0	1e-05	0.140678	0.009782	0.047579	0.000469	0.563709	1e-05	0.237752	1e-05
ITS4	40.6847930337489	14.795218800595	0	1e-05	0.12561	0.015787	0.039003	0.007486	0.569325	1e-05	0.241172	0.001599
ITS5	40.3505386176612	16.5946671202313	0	1e-05	0.144485	0.011468	0.05424	0.000681	0.5711	1e-05	0.21718	0.000825
ITS7	40.9300585900899	14.2231582579948	0	1e-05	0.135601	0.020472	0.055531	0.004593	0.569511	0.00751	0.205825	0.000947
HGDP01161	43.0967647147831	11.0647408677265	0	1e-05	0.164102	0.00184	0.078701	0.003348	0.601025	1e-05	0.148806	0.002158
HGDP01162	42.9991402633954	10.9232307409402	0	1e-05	0.170926	0.007617	0.081377	0.00174	0.570385	1e-05	0.167925	1e-05
HGDP01163	43.0688805148005	11.0611054450739	0	1e-05	0.183908	0.012142	0.070296	0.001025	0.561727	0.000217	0.167856	0.002819
HGDP01164	43.0314002418891	10.9419956516474	0	1e-05	0.163969	0.007483	0.082749	0.001277	0.586505	1e-05	0.157986	1e-05
HGDP01166	43.093752451241	10.9674716343172	0	0.004572	0.165712	0.006423	0.081948	0.003474	0.588777	0.001246	0.147837	1e-05
HGDP01167	43.0230088786688	10.9335678494535	0	0.007946	0.164355	0.009351	0.07417	1e-05	0.557991	0.00805	0.178115	1e-05
HGDP01168	42.9237250708975	10.9435456131585	0	0.007414	0.162703	0.010859	0.077859	0.00028	0.589323	1e-05	0.151542	1e-05
HGDP01169	43.040070677083	11.0872307686135	0	1e-05	0.168844	0.007991	0.070616	1e-05	0.572425	0.002969	0.177125	1e-05
HGDP00666	39.9676413821522	9.07334638382308	0	0.001273	0.06065	0.006091	0.099723	0.001433	0.753241	0.002401	0.075178	1e-05
HGDP00667	39.9718157066032	9.00499309096485	0	0.006356	0.079545	0.012035	0.129494	0.0032	0.702849	1e-05	0.066501	1e-05
HGDP00668	39.9372117515188	9.07498802728951	0	1e-05	0.053858	0.011051	0.113322	1e-05	0.730945	1e-05	0.078882	0.011912
HGDP00669	39.9311582586262	8.9120217223186	0	0.003156	0.050151	0.01173	0.132927	0.000674	0.730282	0.000602	0.070466	1e-05
HGDP00670	39.968519435823	8.99706526813097	0	0.002361	0.049947	0.016801	0.114984	0.001445	0.749566	1e-05	0.064876	1e-05
HGDP00671	39.9168997208588	8.98176628854126	0	1e-05	0.061576	0.007186	0.142845	0.001889	0.717861	1e-05	0.068613	1e-05
HGDP00672	39.9075803144835	8.94367474885657	0	1e-05	0.059193	0.00733	0.110343	0.000959	0.724351	0.004259	0.093545	1e-05
HGDP00673	39.9597520234529	9.01301840785891	0	0.014211	0.054547	0.01625	0.111896	1e-05	0.730281	1e-05	0.072785	1e-05
HGDP00674	40.0768775221892	8.93316127196886	0	0.007535	0.048965	0.008941	0.131271	0.003455	0.731177	1e-05	0.065958	0.00269
HGDP01062	39.9088052415289	9.07776822815649	0	0.003788	0.048383	0.016633	0.114175	1e-05	0.749619	0.002905	0.064477	1e-05
HGDP01063	39.9410317920148	8.95074713444337	0	0.000468	0.07597	0.010745	0.107348	0.002585	0.72644	1e-05	0.076424	1e-05
HGDP01064	40.0558025061153	9.0276739273686	0	0.004758	0.048218	0.013402	0.110399	0.000271	0.753715	1e-05	0.069217	1e-05
HGDP01065	39.9474447341636	8.9599008675199	0	1e-05	0.060636	0.011724	0.119485	0.004159	0.73507	0.000376	0.067458	0.001081
HGDP01066	39.9005880294833	9.06661677868106	0	0.004298	0.03847	0.017088	0.121342	1e-05	0.73927	1e-05	0.079503	1e-05
HGDP01067	39.9708627828863	8.99840464009903	0	0.007268	0.034778	0.011403	0.1262	1e-05	0.714779	0.007191	0.098361	1e-05
HGDP01068	40.0249768454116	9.01178048686124	0	0.010786	0.038195	0.009824	0.11532	1e-05	0.735651	1e-05	0.090188	1.6e-05
HGDP01069	40.0366955994163	8.97436171318404	0	1e-05	0.059389	0.009647	0.124273	0.007499	0.739223	1e-05	0.057002	0.002945
HGDP01070	39.9372826500796	9.00720053054392	0	0.005165	0.052569	0.009989	0.113795	0.00227	0.732761	1e-05	0.079962	0.00348
HGDP01071	39.9312255791388	8.96280700871721	0	1e-05	0.056385	0.019767	0.109168	0.007741	0.716357	1e-05	0.086761	0.003801
HGDP01072	40.0172154152766	8.97970574316569	0	1e-05	0.05181	0.010193	0.110648	0.002128	0.721527	1e-05	0.103664	1e-05
HGDP01073	40.0561601712834	8.9832435359247	0	0.008408	0.03486	0.011416	0.130359	1e-05	0.725761	1e-05	0.089166	1e-05
HGDP01074	40.0853048042394	9.09394090394489	0	1e-05	0.050953	0.011374	0.127158	1e-05	0.714767	0.002041	0.092225	0.001463
HGDP01075	39.9979840185493	9.05692446697503	0	0.000907	0.045469	0.013852	0.11262	1e-05	0.753313	1e-05	0.068126	0.005692
HGDP01076	40.0097849728074	8.91604722049087	0	0.002635	0.047185	0.019554	0.119219	1e-05	0.722418	1e-05	0.082953	0.006017
HGDP01077	40.0343374690041	8.9886906478554	0	0.002026	0.063595	0.00786	0.110532	0.003711	0.724839	1e-05	0.087417	1e-05
HGDP01078	40.0824776150752	9.01733205001801	0	0.001423	0.067367	0.007767	0.121345	0.00118	0.704633	1e-05	0.096264	1e-05
HGDP01079	40.0482233913615	8.96634487779811	0	0.002216	0.055746	0.011298	0.133432	0.004229	0.716803	1e-05	0.072426	0.003839
SR23	36.9856549350824	15.2970394327585	0	0.000812	0.130182	0.021501	0.058554	0.001625	0.567121	1e-05	0.21564	0.004555
SR44	37.105255003022	15.1781922820769	0	1e-05	0.144876	0.024198	0.044535	0.005027	0.56914	1e-05	0.211701	0.000502
SR48R	36.9922665705252	15.2029659365118	0	0.004083	0.139	0.026208	0.058525	0.000869	0.555961	0.000302	0.203368	0.011684
SR60	37.1347252169438	15.2182970019802	0	0.002856	0.119808	0.026234	0.060445	0.001386	0.563758	1e-05	0.221529	0.003974
SR64	36.9751327811088	15.3262455852516	0	0.000924	0.127537	0.024289	0.058199	0.004684	0.554515	0.000443	0.229399	1e-05
TP04	38.0341821315046	12.5803226083331	0	1e-05	0.140496	0.027479	0.063098	1e-05	0.574474	0.006204	0.188218	1e-05
TP05	38.1114573834743	12.4322638304252	0	1e-05	0.129303	0.025285	0.049068	0.004071	0.567528	1e-05	0.219278	0.005447
TP06	38.0600812348351	12.4277878595795	0	1e-05	0.147541	0.023796	0.053005	1e-05	0.586021	1e-05	0.189597	1e-05
TP07	37.9408778808825	12.5941922248155	0	1e-05	0.127372	0.030622	0.057787	0.000224	0.547087	1e-05	0.236878	1e-05
TP08	38.1190701217204	12.4797494097427	0	1e-05	0.134659	0.023507	0.054974	0.006926	0.579551	1e-05	0.187798	0.012565
TP25	37.9268478954025	12.5359814815968	0	1e-05	0.137987	0.0243	0.055671	1e-05	0.563233	0.004994	0.213785	1e-05
Malta2AM91	35.9910908616707	14.2902526276372	0	0.001516	0.128157	0.034209	0.032423	0.00788	0.545962	0.000479	0.249363	1e-05
Malta4AM91	35.8685501235165	14.2866607529763	0	0.003753	0.136565	0.038671	0.060819	0.005878	0.540935	1e-05	0.213359	1e-05
Malta7AM91	35.8624799944088	14.45376660523	0	1e-05	0.123847	0.037634	0.056212	0.001346	0.561987	1e-05	0.213325	0.005629
Malta8AM91	35.9693484372552	14.443104903372	0	0.004955	0.137703	0.030951	0.059773	0.001632	0.574827	0.000728	0.189421	1e-05
Malta12AM91	35.8571072214842	14.360079271365	0	0.000319	0.122661	0.041641	0.049269	1e-05	0.553912	1e-05	0.23072	0.001458
Malta15AM91	35.9645797404088	14.415405325098	0	0.002064	0.132421	0.030098	0.055773	0.009125	0.552774	0.002108	0.215627	1e-05
Malta16AM91	35.9736883820128	14.4537476380542	0	0.007244	0.109729	0.042393	0.048601	0.004722	0.56024	0.000215	0.226846	1e-05
Malta17AM91	35.9309864914604	14.2911166562885	0	1e-05	0.141005	0.044187	0.038594	0.006818	0.579316	0.001429	0.188631	1e-05
HG01536	41.8498744239565	1.43828129684553	0	1e-05	0.201568	0.020694	0.139162	0.003644	0.563453	1e-05	0.071449	1e-05
HG01537	41.7080457551405	1.43084545978345	0	1e-05	0.195743	0.016657	0.128945	1e-05	0.575233	1e-05	0.083382	1e-05
HG01761	41.799360326631	1.48371870322153	0	1e-05	0.168038	0.020066	0.137398	1e-05	0.588586	0.001005	0.084876	1e-05
HG01762	41.7375270350371	1.42546480759047	0	1e-05	0.201668	0.007604	0.133293	0.012061	0.572185	1e-05	0.073159	1e-05
HG02220	41.8901835457422	1.51545262243599	0	0.002879	0.198143	0.008758	0.118439	0.006762	0.563021	0.002566	0.099319	0.000113
HG01605	39.5802323057782	-0.435149798775092	0	0.006725	0.180645	0.014198	0.125194	0.006321	0.592941	1e-05	0.073955	1e-05
HG01606	39.4974272771273	-0.448663223721087	0	0.000907	0.184937	0.012177	0.146627	1e-05	0.584578	0.000792	0.069964	1e-05
