IND	LAT	LON	TIME	ANCE1	ANCE2	ANCE3	ANCE4	ANCE5	ANCE6	ANCE7	ANCE8	ANCE9
mg47	42.4166485649999	41.8462109896354	0	1e-05	0.150622	1e-05	1e-05	1e-05	0.416839	0.005003	0.427486	1e-05
mg49	42.4245809762273	41.8681919392664	0	0.004699	0.14962	1e-05	1e-05	1e-05	0.410432	1e-05	0.435199	1e-05
mg62	42.5261022988241	41.8699733062182	0	1e-05	0.156256	1e-05	1e-05	1e-05	0.404078	1e-05	0.439606	1e-05
GeorgianJew1577	41.6759294736013	44.7735725575779	0	1e-05	0.111476	0.008843	0.002549	0.004268	0.444687	1e-05	0.426831	0.001326
GeorgianJew1594	41.7633899346273	44.6832627854031	0	1e-05	0.100836	0.000589	1e-05	0.007753	0.45024	0.001956	0.438595	1e-05
GeorgianJew1607	41.6234385618288	44.6809842374362	0	0.00172	0.122433	0.006326	0.009565	0.006357	0.413875	0.025015	0.414699	1e-05
GeorgianJew1654	41.7250054344349	44.7817795183696	0	0.002572	0.093142	0.006454	1e-05	0.006581	0.436008	0.00508	0.450143	1e-05
GeorgianJew1671	41.6695076143183	44.689632801963	0	0.006249	0.098318	0.010244	1e-05	1e-05	0.462465	1e-05	0.420104	0.00259
GeorgianJew1883	41.6558210666105	44.8419270099793	0	0.004896	0.121896	0.005381	0.003286	0.00917	0.418968	0.000567	0.435827	1e-05
GeorgianJew1971	41.7945918634813	44.8130358181614	0	0.01093	0.115292	0.004938	1e-05	0.001826	0.456313	1e-05	0.408757	0.001924
armenia86	40.1022622080147	44.5801299703773	0	0.00219	0.112112	1e-05	0.008367	0.001852	0.447521	1e-05	0.425591	0.002346
armenia91	40.2023650838621	44.459950707294	0	0.00177	0.10794	1e-05	1e-05	0.010191	0.45676	1e-05	0.423299	1e-05
armenia102	40.1450388852134	44.4943670313805	0	0.002301	0.139698	1e-05	0.000921	1e-05	0.434869	1e-05	0.417847	0.004335
armenia106	40.1421477186121	44.5304952453822	0	1e-05	0.128015	1e-05	1e-05	0.003114	0.452126	0.002297	0.412024	0.002393
armenia139	40.1748300308455	44.4581782695837	0	1e-05	0.103428	0.008886	1e-05	0.002839	0.480082	1e-05	0.404725	1e-05
armenia162	40.098238100633	44.537276558904	0	0.000301	0.118117	0.001332	1e-05	1e-05	0.468024	1e-05	0.412186	1e-05
armenia176	40.2547033908404	44.5120089830831	0	1e-05	0.107785	0.004614	1e-05	0.004491	0.464391	0.002552	0.416131	1.5e-05
armenia191	40.1666446030233	44.5401373815257	0	1e-05	0.142054	8.1e-05	1e-05	0.000282	0.44823	0.001221	0.408101	1e-05
armenia279	40.2324667481333	44.5009734784253	0	1e-05	0.098304	0.009231	1e-05	0.003233	0.459984	1e-05	0.429209	1e-05
armenia293	40.245670432141	44.5198948165402	0	0.000206	0.12511	0.002189	1e-05	0.006606	0.453704	0.007316	0.404268	0.000592
PV009	33.4080630828906	48.4064796243887	0	0.009362	0.131337	0.013059	0.009182	0.001931	0.344862	0.031925	0.439014	0.019328
PV010	33.5319463543408	48.3200680501852	0	1e-05	0.134967	0.009805	0.01209	0.009003	0.339611	0.022414	0.459303	0.012798
PV011	33.5615395250544	48.2857545314915	0	1e-05	0.14908	0.011513	1e-05	0.009442	0.34335	0.011431	0.4563	0.018865
PV012	33.4565995446686	48.3728847373836	0	1e-05	0.141929	0.010422	1e-05	0.002236	0.322736	0.010702	0.511945	1e-05
PV013	33.4157944510505	48.4019060003664	0	0.002756	0.148104	0.00976	0.016199	0.004567	0.314339	0.020666	0.483599	1e-05
PV014	33.3731147643458	48.3579183961824	0	0.004394	0.146649	0.00544	0.009982	0.008674	0.35022	1e-05	0.457795	0.016835
PV015	33.4570131960139	48.3293083911389	0	0.003842	0.129141	0.006389	1e-05	0.016871	0.352053	0.02345	0.46147	0.006775
PV016	33.3965105498955	48.3841539142281	0	0.00134	0.135858	0.014083	1e-05	0.003207	0.34934	0.014253	0.473492	0.008415
PV017	33.5187748603337	48.3685793101881	0	0.002151	0.148581	0.008518	1e-05	0.009468	0.350498	0.014023	0.461878	0.004873
PV018	33.5632070313487	48.3720093768649	0	0.001109	0.147122	0.010289	0.002247	0.001373	0.346204	0.019086	0.458566	0.014004
PV019	36.5184648215026	52.6396786132175	0	1e-05	0.167038	0.01081	1e-05	0.010149	0.27166	0.017572	0.52274	1e-05
PV020	36.6290452014841	52.5909001498763	0	1e-05	0.170274	0.007592	0.004826	0.0047	0.272391	0.015417	0.521217	0.003573
PV021	36.4814162645675	52.7637288621906	0	1e-05	0.179081	0.000668	1e-05	0.007146	0.281245	0.017096	0.510753	0.003991
PV022	36.5054520433489	52.6509049031232	0	0.009459	0.158268	0.000285	1e-05	0.000924	0.28813	0.029614	0.511069	0.002243
PV023	36.5496569995023	52.7597491154261	0	1e-05	0.166161	0.008197	1e-05	0.013964	0.289561	0.010494	0.511592	1e-05
PV024	36.5375683214702	52.5970273319911	0	1e-05	0.164014	1e-05	1e-05	0.003864	0.290504	0.017882	0.523696	1e-05
PV025	36.5378088978305	52.7495266965404	0	0.010039	0.157866	0.005217	1e-05	0.011638	0.304155	0.018844	0.492221	1e-05
PV026	36.4739086156432	52.7470833505783	0	0.000246	0.166842	0.010085	1e-05	0.002231	0.261534	0.024238	0.534805	1e-05
PV027	36.5079293746687	52.7017374233156	0	0.002123	0.141929	0.00651	1e-05	0.012738	0.283794	0.028761	0.518447	0.005687
PV028	36.4744536495954	52.7304299098719	0	0.005288	0.157876	1e-05	1e-05	0.006794	0.288612	0.001011	0.540389	1e-05
iran2	35.6689455018006	51.4936351485457	0	0.00693	0.154599	0.004266	0.006818	0.008367	0.3238	0.032992	0.454434	0.007795
iran3	35.4993961010221	51.5330112555902	0	1e-05	0.146676	0.019586	0.005509	0.00812	0.323373	0.011747	0.47728	0.007697
iran11	35.5354157031607	51.4038914441038	0	0.011108	0.146856	0.009335	0.001189	0.010586	0.354625	0.030684	0.435607	1e-05
iran14	35.628652828522	51.416331440527	0	0.004651	0.151162	0.013129	0.011879	0.011272	0.327254	0.037167	0.434887	0.008598
iran16	35.6726033533085	51.5314742517564	0	1e-05	0.14555	0.003256	0.013258	0.009754	0.326376	0.031399	0.462799	0.007598
iran17	35.5095139077958	51.4058015333395	0	0.010091	0.159842	0.026233	0.00313	0.01247	0.304739	0.027064	0.456423	1e-05
iran19	35.6138069623243	51.4248468607571	0	1e-05	0.153354	0.022409	0.000317	0.005282	0.360688	0.017683	0.420371	0.019886
iran20	35.514163956847	51.4407340796571	0	1e-05	0.143476	0.013801	0.009926	0.000415	0.323577	0.050793	0.449504	0.008499
Assyrian160	37.6086367969308	45.1992062205076	0	1e-05	0.116177	1e-05	1e-05	0.008173	0.422882	0.012358	0.42911	0.01127
Assyrian161	37.6451525896322	45.2104936607834	0	1e-05	0.106618	0.005024	1e-05	1e-05	0.452	1e-05	0.430233	0.006085
Assyrian164	37.5350142111164	45.0017542262003	0	1e-05	0.110989	0.006101	1e-05	0.009016	0.452567	1e-05	0.420696	0.000602
Assyrian162	36.3246103422251	44.4173012381233	0	1e-05	0.10906	0.008322	1e-05	0.012251	0.427909	0.000511	0.441917	1e-05
Assyrian155	36.4250427773781	43.1333675219398	0	0.000155	0.103013	0.008951	1e-05	1e-05	0.451026	0.001479	0.432248	0.003108
Assyrian159	37.1221909406129	43.3725676040165	0	1e-05	0.089909	0.007134	1e-05	1.1e-05	0.449671	0.000392	0.452853	1e-05
Jordan62	32.0407957256306	36.0032289947756	0	1e-05	0.04307	0.107007	0.012774	0.005399	0.459529	1e-05	0.366023	0.006177
Jordan214	32.0147997372318	35.8525214864314	0	0.006235	0.064956	0.05898	0.013105	0.003664	0.458882	1e-05	0.376633	0.017536
Jordan307	32.0612554426771	35.8203323400952	0	0.001003	0.059799	0.083342	0.017501	1e-05	0.468677	0.006976	0.350455	0.012238
Jordan384	32.0985938226804	35.9731675008219	0	1e-05	0.048113	0.091614	0.014122	0.010317	0.458329	1e-05	0.371979	0.005505
Jordan445	32.0932627507951	35.9226763502601	0	1e-05	0.05727	0.074633	0.012227	0.001364	0.494488	0.00227	0.357728	1e-05
Jordan503	31.9670394881628	35.8712358776387	0	9.7e-05	0.093175	0.069561	0.003046	1e-05	0.4093	0.017023	0.386094	0.021695
Jordan543	32.0684811321087	35.9299033918791	0	0.007916	0.052079	0.073484	0.006723	0.003459	0.492155	0.002602	0.361573	1e-05
Jordan603	32.0277370253112	35.8643622715864	0	1e-05	0.062643	0.080563	0.018537	0.003208	0.460896	1e-05	0.361265	0.012867
Jordan646	32.0232654232997	35.895778717231	0	0.001479	0.070189	0.076788	1e-05	0.003291	0.476941	0.004504	0.358815	0.007982
syria4	35.2292194859311	36.9475373541284	0	1e-05	0.067538	0.04645	0.015181	1e-05	0.472502	1.8e-05	0.395225	0.003065
syria6	35.1789170487504	36.7942008293979	0	0.004297	0.06847	0.089599	0.023	0.00081	0.400875	0.005113	0.396579	0.011258
syria7	35.0838902655244	36.7738867692463	0	0.002304	0.07539	0.079689	0.004489	0.003641	0.41032	0.001062	0.406364	0.016741
syria361	35.1546299923398	36.8057748581562	0	1e-05	0.107021	0.007715	1e-05	1e-05	0.467742	1e-05	0.417472	1e-05
syria461	35.0468724573217	36.9025362788513	0	0.010016	0.046365	0.105731	0.004947	0.002025	0.394382	0.018803	0.41607	0.00166
syria464	35.1658607425354	36.9545279044006	0	0.002596	0.05643	0.074527	0.009943	1e-05	0.425648	0.015663	0.403951	0.011231
syria485	35.0623862699326	36.8478098070528	0	0.000379	0.081244	0.062444	0.024968	1e-05	0.454889	0.018026	0.357204	0.000836
syria520	35.0385269003641	36.9694418475777	0	1e-05	0.058201	0.092639	0.015276	1.9e-05	0.487432	1e-05	0.336377	0.010035
HGDP00609	31.0041155742481	34.9211150199175	0	0.011794	0.032597	0.121489	0.010762	1e-05	0.472613	0.007723	0.343003	1e-05
HGDP00611	30.9535291316919	35.0219220422674	0	0.001878	0.02364	0.177121	0.006727	0.001666	0.472573	0.004397	0.305289	0.006708
HGDP00613	30.9908426166978	34.9681706036441	0	0.014665	0.054189	0.094496	0.003437	0.002342	0.445819	0.003635	0.381407	1e-05
HGDP00614	30.9568311076611	34.9562310134992	0	0.002913	0.029324	0.102352	0.005078	0.003293	0.467082	0.006182	0.383765	1e-05
HGDP00615	30.9536347202491	35.0546173063573	0	0.014976	0.034083	0.083186	0.00944	0.003126	0.461152	1e-05	0.387612	0.006415
HGDP00619	31.0320476263762	34.9158105622977	0	1e-05	0.046507	0.097385	0.001862	0.001813	0.491819	1e-05	0.359247	0.001347
HGDP00620	30.9020080587827	34.9963836065494	0	0.009395	0.022383	0.144501	0.006272	1e-05	0.463566	6.4e-05	0.353342	0.000467
HGDP00622	31.0748640277889	34.9755150730722	0	0.002916	0.03264	0.100048	0.011997	1e-05	0.474206	1e-05	0.367262	0.010911
HGDP00625	30.9444230022375	34.926538514439	0	0.010194	0.0356	0.085109	0.017087	1e-05	0.458944	0.002353	0.384257	0.006445
HGDP00626	31.0757639787626	35.0257841415238	0	0.005431	0.051793	0.089088	0.005242	0.006612	0.462279	1e-05	0.373707	0.005839
HGDP00628	31.0176361356862	34.9913499208167	0	1e-05	0.055894	0.094474	0.009121	0.00371	0.448315	1e-05	0.374931	0.013533
HGDP00629	31.0082542612217	34.9962015196681	0	1e-05	0.056412	0.107764	0.003567	0.014764	0.484735	1e-05	0.332728	1e-05
HGDP00632	31.0501094731968	35.0879553139675	0	0.006898	0.015904	0.156293	0.017059	0.003317	0.453114	0.001547	0.345858	1e-05
HGDP00634	31.0756050191354	34.9799763957504	0	1e-05	0.033793	0.146102	0.013226	0.000159	0.454413	1e-05	0.339828	0.012461
HGDP00635	30.993319566967	35.0915313517675	0	0.012302	0.042202	0.11645	1e-05	0.005215	0.478617	1e-05	0.342936	0.002258
HGDP00637	30.9292389674578	35.0449593658093	0	0.004807	0.036335	0.106187	0.005855	0.003197	0.473644	1e-05	0.361208	0.008756
HGDP00638	31.0552125366405	35.0624525389634	0	0.001035	0.022896	0.150355	0.007627	1e-05	0.484185	1e-05	0.325101	0.008781
HGDP00639	30.9570909895468	34.9695127218962	0	0.013754	0.018903	0.089406	0.004449	0.00046	0.499416	1e-05	0.373592	1e-05
HGDP00640	30.9073652139865	35.0766585597303	0	0.003466	0.022919	0.160674	0.022611	0.00155	0.440549	1e-05	0.337368	0.010853
HGDP00642	31.0134201353416	35.0377844111528	0	0.004223	0.024716	0.088078	0.008575	0.0077	0.476162	1e-05	0.390526	1e-05
HGDP00644	30.9389792961534	35.095482026739	0	0.007777	0.032019	0.086532	0.006134	0.013091	0.494541	0.001907	0.357704	0.000295
HGDP00645	31.0467378498055	35.0729771240614	0	0.007659	0.032037	0.119571	0.017661	1e-05	0.451789	0.000738	0.366042	0.004493
HGDP00646	30.9241646566428	34.9016852232628	0	0.002186	0.017036	0.184201	0.003392	0.000898	0.468328	1e-05	0.320069	0.00388
HGDP00647	30.9495882601012	34.9536094927229	0	0.008303	0.025088	0.097124	0.012712	0.001402	0.477819	1e-05	0.370066	0.007477
HGDP00654	30.918513864791	35.0144748977851	0	0.000159	0.077368	0.067483	0.009365	1e-05	0.450783	1e-05	0.377506	0.017316
HGDP00607	31.0524858959019	34.9116880712099	0	1e-05	1e-05	0.095513	0.001186	0.001543	0.475259	1e-05	0.42646	1e-05
HGDP00608	31.0009587998968	35.0716334329452	0	1e-05	0.000682	0.081159	0.007663	1e-05	0.515579	1e-05	0.390337	0.004549
HGDP00610	31.0250143298879	34.9850688167848	0	1e-05	1e-05	0.076228	1e-05	0.000945	0.494796	1e-05	0.42702	0.000972
HGDP00612	31.009010178037	35.0735770026222	0	1e-05	1e-05	0.061235	1e-05	1e-05	0.497534	1e-05	0.441171	1e-05
HGDP00616	31.0217129797675	34.9455718158744	0	1e-05	1e-05	0.071722	0.017744	1e-05	0.498254	1e-05	0.41223	1e-05
HGDP00618	30.9420784700196	34.9880480916239	0	0.001051	1e-05	0.069777	0.003795	1e-05	0.50044	1e-05	0.424897	1e-05
HGDP00623	30.9968587805983	35.0242007219233	0	1e-05	1e-05	0.086676	0.001605	1e-05	0.491074	1e-05	0.420596	1e-05
HGDP00624	30.996050430648	34.9539539618418	0	1e-05	1e-05	0.093528	1e-05	1e-05	0.494071	1e-05	0.412341	1e-05
HGDP00630	30.909804865066	35.0275143553503	0	1e-05	1e-05	0.074611	0.004051	1e-05	0.485077	1e-05	0.43621	1e-05
HGDP00631	30.9536514831707	35.0060372867156	0	1e-05	1e-05	0.0666	0.003533	1e-05	0.490755	1e-05	0.439062	1e-05
HGDP00636	31.0027340963017	34.9941937961616	0	0.001455	1e-05	0.079185	0.019781	0.00211	0.479587	1e-05	0.417852	1e-05
HGDP00641	30.9934570964891	34.9127878488507	0	1e-05	1e-05	0.07988	0.006053	1e-05	0.488288	1e-05	0.425729	1e-05
HGDP00643	30.9677396582905	34.9502744894475	0	0.004469	1e-05	0.066734	1e-05	1e-05	0.513981	1e-05	0.414765	1.1e-05
HGDP00648	30.9448263064958	34.9535166533664	0	0.003777	1e-05	0.079492	0.006473	1e-05	0.495485	1e-05	0.411484	0.003258
HGDP00649	30.9502706038766	35.079467009427	0	1e-05	1e-05	0.063543	0.011455	1e-05	0.483981	1e-05	0.440972	1e-05
HGDP00650	30.9806102430448	34.9061516675167	0	0.003773	1e-05	0.070109	0.00977	1e-05	0.496177	1e-05	0.416558	0.003582
HGDP00651	31.0817834014073	35.0204848762602	0	0.00229	1e-05	0.080611	0.006786	1e-05	0.499567	1e-05	0.406689	0.004026
HGDP00653	30.9582168773282	35.0061177295167	0	0.001694	1e-05	0.065322	0.004798	1e-05	0.475624	1e-05	0.452521	1e-05
HGDP00701	30.9744691578206	35.0670738772489	0	0.003424	1e-05	0.066168	0.006098	1e-05	0.512285	1e-05	0.411986	1e-05
HGDP00557	31.9465487383306	34.9335165719036	0	1e-05	0.078036	0.019121	0.006722	0.005834	0.495492	1e-05	0.394764	1e-05
HGDP00558	32.0987644324079	34.9037598391529	0	0.001248	0.064347	0.026938	0.014203	1e-05	0.48335	1e-05	0.409884	1e-05
HGDP00559	32.0210845501162	35.0539260010701	0	0.00093	0.082387	0.030537	0.012799	0.000184	0.49825	0.001182	0.368437	0.005294
HGDP00560	32.0753265183419	34.9324586299248	0	1e-05	0.069065	0.016058	1e-05	0.01044	0.501827	1e-05	0.399356	0.003223
HGDP00561	31.9018472520635	34.9971757757012	0	0.008799	0.073641	0.034346	1e-05	0.000891	0.514086	1e-05	0.367543	0.000674
HGDP00562	32.0984778402373	34.9205744685139	0	3.9e-05	0.074925	0.031187	0.010682	0.002134	0.495109	1e-05	0.381049	0.004866
HGDP00563	32.0581353163812	34.9518602424767	0	1e-05	0.061294	0.033172	0.005679	0.005384	0.503997	1e-05	0.388258	0.002196
HGDP00564	31.9669044010341	35.0039487523027	0	0.000709	0.070967	0.025243	1e-05	1e-05	0.501	1e-05	0.40204	1e-05
HGDP00565	31.9071850140579	35.058414936997	0	1e-05	0.061576	0.036706	0.008992	1e-05	0.490947	1e-05	0.401739	1e-05
HGDP00566	32.0465794327203	34.907293540379	0	0.008167	0.055575	0.031275	0.01771	0.001728	0.503571	0.008165	0.373244	0.000564
HGDP00567	32.0563709729817	35.0670695950277	0	0.000724	0.068181	0.032215	0.005874	0.003265	0.490416	1e-05	0.399303	1e-05
HGDP00568	32.0215248136316	34.9936346495058	0	0.005678	0.07868	0.020029	1e-05	1e-05	0.471029	1e-05	0.418568	0.005986
HGDP00569	32.0723506314214	34.9166460089851	0	0.000243	0.083786	0.034299	0.014447	1e-05	0.493094	1e-05	0.3741	1e-05
HGDP00571	32.0712546863593	35.0216431776993	0	0.002969	0.076565	0.020171	0.013473	1e-05	0.485592	1e-05	0.397895	0.003315
HGDP00572	31.9330772841815	35.0432766365353	0	1e-05	0.070282	0.03486	1e-05	1e-05	0.484996	1e-05	0.408083	0.00174
HGDP00573	32.0355909157079	35.049563468108	0	0.00272	0.083149	0.038054	0.007217	1e-05	0.486628	1e-05	0.379156	0.003057
HGDP00574	32.088502303604	34.9361994552426	0	0.001982	0.066547	0.025976	1e-05	1e-05	0.4863	1e-05	0.41763	0.001535
HGDP00575	31.922657917859	34.9781665403396	0	0.003024	0.085804	0.026677	1e-05	0.005064	0.501322	1e-05	0.378078	1e-05
HGDP00577	31.9489929363132	35.0750266927294	0	0.010328	0.062518	0.032402	0.01213	0.006346	0.490273	1e-05	0.384703	0.00129
HGDP00578	32.0830875254236	35.0443977256771	0	4.5e-05	0.045095	0.033921	0.020164	0.001629	0.503089	0.007244	0.3811	0.007714
HGDP00579	31.9263211152516	35.0916284151841	0	0.000698	0.051196	0.024268	0.007039	0.005915	0.534723	1e-05	0.369512	0.00664
HGDP00580	32.0125408469699	35.0714695492294	0	0.003117	0.078266	0.035795	0.014565	0.007778	0.481399	1e-05	0.379059	1e-05
HGDP00582	32.0306463541929	34.9869715768844	0	0.008413	0.083911	0.035868	1e-05	1e-05	0.499311	0.0029	0.369412	0.000166
HGDP00583	32.0133631844539	35.0714638683479	0	1e-05	0.060923	0.023252	0.013218	1e-05	0.485839	1e-05	0.41101	0.005729
HGDP00584	32.0151843620464	35.0377617663704	0	0.006544	0.076163	0.037967	0.007774	1e-05	0.487924	1e-05	0.382117	0.001492
HGDP00586	31.9084940127097	35.088413857948	0	1e-05	0.074884	0.03904	0.005408	0.000686	0.509909	0.002528	0.367396	0.000139
HGDP00587	31.9393591657747	35.0263664920349	0	0.002227	0.085132	0.029062	0.011846	0.004348	0.508495	1e-05	0.35887	1e-05
HGDP00588	31.9007192979567	34.9447091266047	0	1e-05	0.067426	0.034369	0.005438	0.0091	0.47857	1e-05	0.405067	1e-05
HGDP00591	32.011799793411	35.0998500907794	0	0.006106	0.081731	0.026976	0.00727	0.00261	0.49136	1e-05	0.383927	1e-05
HGDP00594	31.9932437370066	34.9199312479701	0	1e-05	0.06045	0.03004	0.013782	1e-05	0.506197	0.006606	0.382894	1e-05
HGDP00595	32.0409775315784	34.9592600078322	0	0.003504	0.085157	0.022477	0.006065	0.006682	0.474834	1e-05	0.40126	1e-05
HGDP00597	31.9763548601884	34.9447970461566	0	0.004589	0.060185	0.020328	0.010885	0.004831	0.519174	1e-05	0.378577	0.001421
HGDP00598	32.0170846920926	35.0038309021387	0	0.000839	0.071813	0.038176	0.003881	0.000215	0.505134	1e-05	0.37887	0.001062
HGDP00599	31.9585802086629	35.0907365477178	0	0.000219	0.092173	0.014854	0.005308	0.001602	0.490173	0.00578	0.38988	1e-05
HGDP00600	31.9861888030078	35.0277887039352	0	1e-05	0.083517	0.023966	1e-05	0.006951	0.502981	0.000957	0.381598	1e-05
HGDP00601	32.0284142381512	34.9945891701616	0	1e-05	0.056177	0.029242	0.011374	0.005283	0.496341	1e-05	0.400495	0.001066
HGDP00602	31.9339920914732	35.0444867304526	0	1e-05	0.087083	0.027639	0.003852	0.001874	0.509087	1e-05	0.364699	0.005747
HGDP00604	31.9185415948741	34.9110524294432	0	1e-05	0.075895	0.021029	0.007002	1e-05	0.49098	0.000179	0.404885	1e-05
HGDP00606	31.9720355652738	35.087307666894	0	0.006252	0.077183	0.033199	0.004476	0.002585	0.50479	1e-05	0.371495	1e-05
HGDP00675	31.9256578007247	35.0667692077812	0	0.005959	0.04521	0.069971	0.009559	0.00244	0.49019	1e-05	0.370417	0.006244
HGDP00676	31.9153366771527	34.9991355780046	0	1e-05	0.053365	0.071047	0.007162	0.003388	0.471581	1e-05	0.385734	0.007703
HGDP00677	32.076191849215	35.0719541384839	0	0.004934	0.045335	0.073157	0.01263	0.005287	0.480293	1e-05	0.377903	0.000451
HGDP00679	31.9842900787946	35.0767235728912	0	1e-05	0.066973	0.061268	0.00647	0.00361	0.472579	1.7e-05	0.388031	0.001042
HGDP00680	31.9099516783375	35.0678506221157	0	0.001743	0.046889	0.111483	0.006647	0.004892	0.446468	1e-05	0.375882	0.005985
HGDP00683	32.0400845382363	35.0954823166132	0	1e-05	0.051215	0.089106	0.00343	0.004205	0.45833	0.002204	0.377953	0.013546
HGDP00684	32.0858457680792	35.0925956555642	0	1e-05	0.043867	0.078154	0.012828	0.014596	0.481736	1e-05	0.364387	0.004413
HGDP00685	31.9594400580507	34.9724469915964	0	0.002415	0.027548	0.116665	0.012669	0.000433	0.473574	0.000728	0.364959	0.001009
HGDP00686	31.9144410737325	34.9213389426935	0	0.005915	0.043397	0.105936	0.002301	1e-05	0.488455	0.000811	0.344478	0.008696
HGDP00687	31.9587159438524	34.9291730272118	0	0.003869	0.045276	0.058641	1e-05	1e-05	0.502569	1e-05	0.383604	0.006011
HGDP00688	31.9917775094509	35.0436422726139	0	1e-05	0.058168	0.069286	0.010543	0.009589	0.477973	0.004104	0.370317	1e-05
HGDP00689	31.9832954060286	35.0347863907926	0	1e-05	0.046348	0.073143	0.009942	0.00131	0.485268	1e-05	0.376637	0.007332
HGDP00690	32.0842110542115	34.9894169221167	0	0.002275	0.059795	0.068121	1e-05	0.008305	0.480502	1e-05	0.377623	0.003359
HGDP00691	32.0287188022397	34.9434964246117	0	0.006258	0.051228	0.090955	0.011836	1e-05	0.465788	0.005254	0.368489	0.000182
HGDP00694	31.9562456418294	35.0981506304815	0	2.3e-05	0.059432	0.075909	0.011112	1e-05	0.467531	0.001262	0.382215	0.002506
HGDP00696	32.0700656920671	34.9981948500965	0	0.002917	0.068567	0.075652	0.004798	1e-05	0.480601	1e-05	0.359025	0.008419
HGDP00697	32.0588323912118	35.0185646866448	0	1e-05	0.040206	0.065735	0.026037	1e-05	0.472478	0.005964	0.389549	1e-05
HGDP00698	31.9828362995759	35.0791594507173	0	1e-05	0.035101	0.091375	0.013314	0.002038	0.498704	0.000218	0.352083	0.007157
HGDP00699	31.9955382660963	34.9647235016339	0	0.000525	0.062811	0.087574	0.012558	1e-05	0.47934	1e-05	0.357163	1e-05
HGDP00700	32.0742105754558	35.0823256145231	0	0.002608	0.041069	0.10403	0.012325	0.000305	0.478969	0.000927	0.354258	0.005509
HGDP00722	32.0240134815685	35.020359021984	0	1e-05	0.078265	0.082472	0.010672	1e-05	0.465829	0.007664	0.355067	1e-05
HGDP00724	32.057497900445	35.0430237456225	0	1e-05	0.065029	0.083033	0.002603	0.005463	0.464538	1e-05	0.378424	0.000891
HGDP00725	31.9344426327385	35.0293329270557	0	1e-05	0.057684	0.066976	0.023971	0.00133	0.461333	0.002659	0.385439	0.000598
HGDP00726	32.0212337321136	35.0991620549932	0	0.005954	0.042716	0.085983	0.019664	1e-05	0.451401	1e-05	0.392394	0.001868
HGDP00727	31.9100036344491	35.0949224188924	0	1e-05	0.046763	0.071706	0.008601	0.004301	0.489231	1e-05	0.379368	1e-05
HGDP00729	31.9913483199198	35.0001237718854	0	0.010177	0.038519	0.085201	0.01957	1e-05	0.470547	0.000349	0.373109	0.002518
HGDP00730	32.0030757812783	35.0208667138591	0	0.003874	0.057037	0.070385	0.006855	0.001541	0.486676	0.002351	0.37127	1e-05
HGDP00731	31.918391036801	34.9087912021205	0	0.002362	0.010426	0.116638	0.021452	0.006693	0.469132	1e-05	0.367743	0.005545
HGDP00732	32.0044373726938	35.0150198265444	0	0.000286	0.042047	0.072304	0.014801	0.004288	0.48303	1e-05	0.383224	1e-05
HGDP00733	31.977061787853	35.0765488008503	0	0.010704	0.039161	0.073971	0.014845	0.001837	0.488195	1e-05	0.371267	1e-05
HGDP00734	32.0197863015346	34.9238094414584	0	1e-05	0.049279	0.08202	0.01244	0.001392	0.47425	1e-05	0.368539	0.012061
HGDP00735	31.912226656545	35.0284782649484	0	0.001875	0.040565	0.079885	0.008289	0.004614	0.496754	0.003148	0.363903	0.000966
HGDP00736	31.9297134174965	35.0170235264581	0	0.000127	0.05311	0.069553	0.008685	1e-05	0.483935	0.003884	0.380687	1e-05
HGDP00737	31.9771980276797	35.0170163430274	0	1e-05	0.043975	0.073761	0.007227	0.005939	0.495407	1e-05	0.367545	0.006126
HGDP00739	32.0933478089049	34.9104446205776	0	1e-05	0.047671	0.109228	0.005188	0.001011	0.447462	1e-05	0.380027	0.009393
HGDP00740	32.0828581832349	34.9579917491879	0	0.006643	0.053233	0.062921	0.002343	1e-05	0.484902	1e-05	0.387692	0.002245
HGDP00741	31.9288005634211	35.0911561632063	0	0.001387	0.060326	0.091328	0.010858	0.006769	0.477085	1e-05	0.351035	0.001201
HGDP00745	32.0165707005654	35.071903999662	0	0.005861	0.059965	0.074007	1e-05	0.007247	0.497388	0.006414	0.343445	0.005662
Lebanese10AR37	33.8535881232563	35.560878798645	0	1e-05	0.068977	0.023879	1e-05	0.00271	0.518465	1e-05	0.385929	1e-05
Lebanese15AR37	33.8990934537817	35.5460559159052	0	0.004612	0.06581	0.032021	0.009115	0.006192	0.51846	1e-05	0.359022	0.004758
Lebanese1AQ127	33.9434899830818	35.5971197292674	0	1e-05	0.066634	0.031531	1e-05	0.003805	0.525838	1e-05	0.36824	0.003922
Lebanese1AQ170	33.9429842254706	35.5061663498636	0	1e-05	0.066029	0.023994	0.018072	1.3e-05	0.520505	1e-05	0.366957	0.00441
Lebanese22BA23	33.9393951033801	35.4608211117331	0	0.000261	0.059363	0.023999	0.006712	0.003429	0.529989	1e-05	0.376228	1e-05
Lebanese4AQ115	33.8529750645254	35.4541443597525	0	1e-05	0.050543	0.020228	0.022923	0.006332	0.537689	1e-05	0.362254	1e-05
Lebanese6AQ115	33.8435058006179	35.4089802626055	0	1e-05	0.060908	0.022065	0.012982	1e-05	0.530451	1e-05	0.373554	1e-05
Lebanese6AQ170	33.9501887975354	35.5749567089602	0	1e-05	0.064779	0.01995	0.003177	0.013158	0.515895	1e-05	0.378989	0.004031
