mean,sd,0.025quant,0.5quant,0.975quant,mode,kld,Variable,Predictors,Type,Effect
6.1895120128514,9.68994435906888,-12.813688352847,6.18941085500148,25.1932851093365,6.18920876270961,5.50625732732183e-11,Right,Baden,Culture,Random
0.780839164827618,10.3221516541088,-19.4729626482027,0.784048180167528,21.0163248880762,0.790317280837833,3.8533511196154e-11,Right,Baltic Meso-Neolithic,Culture,Random
6.75081903959595,9.70516832221053,-12.2825462056273,6.75082854386014,25.784130394415,6.75084745599507,5.51725834543181e-11,Right,Bell Beaker,Culture,Random
7.34483432208286,9.7131110933113,-11.70418701792,7.34487193273037,26.3936426981118,7.34494705053078,5.51846997604556e-11,Right,Corded Ware,Culture,Random
-29.6667158099719,14.2832887496549,-57.67921700297,-29.6665184560838,-1.65533481269447,-29.6661268786732,5.19906545547912e-11,Right,Dnieper-Donets,Culture,Random
7.8566164713909,9.75181717373876,-11.2674759434086,7.85635257664095,26.9822042226182,7.85582654443972,5.4854383611199e-11,Right,Lažňany,Culture,Random
3.98739788627217,9.76063930971252,-15.1542046586311,3.98720901816347,23.1300697257561,3.98683167229382,5.49276535035835e-11,Right,Linearbandkeramik,Culture,Random
6.6459386211237,9.78697075137805,-12.5488689158344,6.64629420953145,25.8387287930738,6.6470006662944,5.44971956995621e-11,Right,Sopot,Culture,Random
-27.038002598257,14.7337473050943,-55.9412808304128,-27.0355213723124,1.85118788258931,-27.0306025606832,4.18591930454917e-11,Right,Trichterbecher,Culture,Random
10.0421016153414,9.72412161829908,-9.02816234740775,10.0420145318042,29.1128587299107,10.0418406575106,5.51348304441172e-11,Right,Únětice,Culture,Random
-2.42864647678234,10.0795944466554,-22.244138307171,-2.41177920059347,17.292171286525,-2.37735919748997,3.15412491888363e-10,Back,Baden,Culture,Random
19.7787274307607,18.4474247840979,-13.6457863887901,19.3892862535112,55.749857497514,20.1580603953849,9.39268069149166e-07,Back,Baltic Meso-Neolithic,Culture,Random
-2.41592265324226,9.93435239411599,-21.9112950333164,-2.41148491816903,17.0544203603551,-2.40253202976483,7.36891371494188e-11,Back,Bell Beaker,Culture,Random
-34.8861645299614,13.9822971431749,-62.3364519817928,-34.8762638019282,-7.49186063955317,-34.8564218839854,9.19995259253987e-11,Back,Corded Ware,Culture,Random
32.6515074755644,14.7795576296935,3.65307114113379,32.6562221259222,61.623352052987,32.6657341090214,6.24737377385252e-11,Back,Dnieper-Donets,Culture,Random
-36.2095950765571,15.9690736063559,-67.5281820125024,-36.2095715408504,-4.89128126072978,-36.2096608725048,4.57753367605305e-11,Back,Lažňany,Culture,Random
-2.5694446095818,10.1235508612957,-22.4740910770481,-2.55192869869069,17.2364336477112,-2.516591126289,3.20971428432832e-10,Back,Linearbandkeramik,Culture,Random
0.466516434076934,10.5511561054279,-20.4027873436169,0.530447303197526,20.9836847918988,0.666126234311855,3.36234094876586e-09,Back,Sopot,Culture,Random
28.0935031477842,13.4241056271914,1.76194202718666,28.0952044286428,54.4154430073848,28.0986133974446,5.67751432949091e-11,Back,Trichterbecher,Culture,Random
-3.98488043839268,9.97838895638453,-23.566149040505,-3.98057432777352,15.5721168682296,-3.97187291835842,7.42825994849166e-11,Back,Únětice,Culture,Random
